;municipio;codEstacao;Dia;PrecD
1;ALCÂNTARA;210020401A;1;10,2
2;ALCÂNTARA;210020401A;2;0,2
3;ALCÂNTARA;210020401A;3;0
4;ALCÂNTARA;210020401A;4;0
5;ALCÂNTARA;210020401A;5;21
6;ALCÂNTARA;210020401A;6;0,6
7;ALCÂNTARA;210020401A;7;0
8;ALCÂNTARA;210020401A;8;0
9;ALCÂNTARA;210020401A;9;0
10;ALCÂNTARA;210020401A;10;3,4
11;ALCÂNTARA;210020401A;11;9,6
12;ALCÂNTARA;210020401A;12;1,4
13;ALCÂNTARA;210020401A;13;0,2
14;ALCÂNTARA;210020401A;14;0
15;ALCÂNTARA;210020401A;15;0
16;ALCÂNTARA;210020401A;16;0
17;ALCÂNTARA;210020401A;17;0
18;ALCÂNTARA;210020401A;18;8,8
19;ALCÂNTARA;210020401A;19;0,2
20;ALCÂNTARA;210020401A;20;1,8
21;ALCÂNTARA;210020401A;21;25
22;ALCÂNTARA;210020401A;22;25,8
23;ALCÂNTARA;210020401A;23;0
24;ALCÂNTARA;210020401A;24;0,2
25;ALCÂNTARA;210020401A;25;0,4
26;ALCÂNTARA;210020401A;26;1
27;ALCÂNTARA;210020401A;27;0
28;ALCÂNTARA;210020401A;28;12
29;ALCÂNTARA;210020401A;29;0,6
30;ALCÂNTARA;210020401A;30;7
31;ALTO ALEGRE DO MARANHÃO;210043601A;1;1,6
32;ALTO ALEGRE DO MARANHÃO;210043601A;2;0
33;ALTO ALEGRE DO MARANHÃO;210043601A;3;0
34;ALTO ALEGRE DO MARANHÃO;210043601A;4;0
35;ALTO ALEGRE DO MARANHÃO;210043601A;5;0
36;ALTO ALEGRE DO MARANHÃO;210043601A;6;0
37;ALTO ALEGRE DO MARANHÃO;210043601A;7;0
38;ALTO ALEGRE DO MARANHÃO;210043601A;8;0
39;ALTO ALEGRE DO MARANHÃO;210043601A;9;0
40;ALTO ALEGRE DO MARANHÃO;210043601A;10;0
41;ALTO ALEGRE DO MARANHÃO;210043601A;11;10,2
42;ALTO ALEGRE DO MARANHÃO;210043601A;12;2,8
43;ALTO ALEGRE DO MARANHÃO;210043601A;13;0
44;ALTO ALEGRE DO MARANHÃO;210043601A;14;0
45;ALTO ALEGRE DO MARANHÃO;210043601A;15;0
46;ALTO ALEGRE DO MARANHÃO;210043601A;16;0
47;ALTO ALEGRE DO MARANHÃO;210043601A;17;0,6
48;ALTO ALEGRE DO MARANHÃO;210043601A;18;0
49;ALTO ALEGRE DO MARANHÃO;210043601A;19;0
50;ALTO ALEGRE DO MARANHÃO;210043601A;20;0
51;ALTO ALEGRE DO MARANHÃO;210043601A;21;0
52;ALTO ALEGRE DO MARANHÃO;210043601A;22;0
53;ALTO ALEGRE DO MARANHÃO;210043601A;23;0
54;ALTO ALEGRE DO MARANHÃO;210043601A;24;0
55;ALTO ALEGRE DO MARANHÃO;210043601A;25;0
56;ALTO ALEGRE DO MARANHÃO;210043601A;26;0
57;ALTO ALEGRE DO MARANHÃO;210043601A;27;0
58;ALTO ALEGRE DO MARANHÃO;210043601A;28;0
59;ALTO ALEGRE DO MARANHÃO;210043601A;29;0
60;ALTO ALEGRE DO MARANHÃO;210043601A;30;0,2
61;ALTO ALEGRE DO PINDARÉ;210047701A;1;0
62;ALTO ALEGRE DO PINDARÉ;210047701A;2;0
63;ALTO ALEGRE DO PINDARÉ;210047701A;3;0
64;ALTO ALEGRE DO PINDARÉ;210047701A;4;0
65;ALTO ALEGRE DO PINDARÉ;210047701A;5;6,8
66;ALTO ALEGRE DO PINDARÉ;210047701A;6;0
67;ALTO ALEGRE DO PINDARÉ;210047701A;7;0
68;ALTO ALEGRE DO PINDARÉ;210047701A;8;0
69;ALTO ALEGRE DO PINDARÉ;210047701A;9;0
70;ALTO ALEGRE DO PINDARÉ;210047701A;10;0
71;ALTO ALEGRE DO PINDARÉ;210047701A;11;14,4
72;ALTO ALEGRE DO PINDARÉ;210047701A;12;23
73;ALTO ALEGRE DO PINDARÉ;210047701A;13;0,2
74;ALTO ALEGRE DO PINDARÉ;210047701A;14;0
75;ALTO ALEGRE DO PINDARÉ;210047701A;15;0
76;ALTO ALEGRE DO PINDARÉ;210047701A;16;0
77;ALTO ALEGRE DO PINDARÉ;210047701A;17;0
78;ALTO ALEGRE DO PINDARÉ;210047701A;18;0
79;ALTO ALEGRE DO PINDARÉ;210047701A;19;0
80;ALTO ALEGRE DO PINDARÉ;210047701A;20;0
81;ALTO ALEGRE DO PINDARÉ;210047701A;21;0
82;ALTO ALEGRE DO PINDARÉ;210047701A;22;0
83;ALTO ALEGRE DO PINDARÉ;210047701A;23;0
84;ALTO ALEGRE DO PINDARÉ;210047701A;24;0
85;ALTO ALEGRE DO PINDARÉ;210047701A;25;0
86;ALTO ALEGRE DO PINDARÉ;210047701A;26;0
87;ALTO ALEGRE DO PINDARÉ;210047701A;27;0
88;ALTO ALEGRE DO PINDARÉ;210047701A;28;0,8
89;ALTO ALEGRE DO PINDARÉ;210047701A;29;0
90;ALTO ALEGRE DO PINDARÉ;210047701A;30;3,8
91;APICUM-AÇU;210083201A;1;1,2
92;APICUM-AÇU;210083201A;2;0
93;APICUM-AÇU;210083201A;3;0
94;APICUM-AÇU;210083201A;4;0,2
95;APICUM-AÇU;210083201A;5;10,2
96;APICUM-AÇU;210083201A;6;0,4
97;APICUM-AÇU;210083201A;7;0
98;APICUM-AÇU;210083201A;8;0
99;APICUM-AÇU;210083201A;9;0
100;APICUM-AÇU;210083201A;10;1,8
101;APICUM-AÇU;210083201A;11;16,6
102;APICUM-AÇU;210083201A;12;12
103;APICUM-AÇU;210083201A;13;3
104;APICUM-AÇU;210083201A;14;0
105;APICUM-AÇU;210083201A;15;3,2
106;APICUM-AÇU;210083201A;16;0
107;APICUM-AÇU;210083201A;17;1,6
108;APICUM-AÇU;210083201A;18;3,8
109;APICUM-AÇU;210083201A;19;6,6
110;APICUM-AÇU;210083201A;20;12,8
111;APICUM-AÇU;210083201A;21;0
112;APICUM-AÇU;210083201A;22;1
113;APICUM-AÇU;210083201A;23;0
114;APICUM-AÇU;210083201A;24;26,6
115;APICUM-AÇU;210083201A;25;5,4
116;APICUM-AÇU;210083201A;26;27,8
117;APICUM-AÇU;210083201A;27;0
118;APICUM-AÇU;210083201A;28;2,4
119;APICUM-AÇU;210083201A;29;1,6
120;APICUM-AÇU;210083201A;30;0,4
121;ARAIOSES;210090701A;1;0
122;ARAIOSES;210090701A;2;0
123;ARAIOSES;210090701A;3;0
124;ARAIOSES;210090701A;4;0
125;ARAIOSES;210090701A;5;0
126;ARAIOSES;210090701A;6;0
127;ARAIOSES;210090701A;7;0
128;ARAIOSES;210090701A;8;0
129;ARAIOSES;210090701A;9;0
130;ARAIOSES;210090701A;10;0
131;ARAIOSES;210090701A;11;0
132;ARAIOSES;210090701A;12;9,8
133;ARAIOSES;210090701A;13;0
134;ARAIOSES;210090701A;14;0,2
135;ARAIOSES;210090701A;15;0
136;ARAIOSES;210090701A;16;0
137;ARAIOSES;210090701A;17;0
138;ARAIOSES;210090701A;18;0
139;ARAIOSES;210090701A;19;0
140;ARAIOSES;210090701A;20;0
141;ARAIOSES;210090701A;21;0
142;ARAIOSES;210090701A;22;0
143;ARAIOSES;210090701A;23;0
144;ARAIOSES;210090701A;24;1
145;ARAIOSES;210090701A;25;0,2
146;ARAIOSES;210090701A;26;6,6
147;ARAIOSES;210090701A;27;0
148;ARAIOSES;210090701A;28;0
149;ARAIOSES;210090701A;29;0
150;ARAIOSES;210090701A;30;0
151;ARARI;210100401A;1;0
152;ARARI;210100401A;2;0
153;ARARI;210100401A;3;0
154;ARARI;210100401A;4;0
155;ARARI;210100401A;5;0
156;ARARI;210100401A;6;0
157;ARARI;210100401A;7;0
158;ARARI;210100401A;8;0
159;ARARI;210100401A;9;0
160;ARARI;210100401A;10;0
161;ARARI;210100401A;11;0
162;ARARI;210100401A;12;0,4
163;ARARI;210100401A;13;0,2
164;ARARI;210100401A;14;0
165;ARARI;210100401A;15;0
166;ARARI;210100401A;16;0
167;ARARI;210100401A;17;0
168;ARARI;210100401A;18;0
169;ARARI;210100401A;19;0
170;ARARI;210100401A;20;28,8
171;ARARI;210100401A;21;0
172;ARARI;210100401A;22;0
173;ARARI;210100401A;23;0
174;ARARI;210100401A;24;2
175;ARARI;210100401A;25;0
176;ARARI;210100401A;26;0
177;ARARI;210100401A;27;0
178;ARARI;210100401A;28;0
179;ARARI;210100401A;29;0
180;ARARI;210100401A;30;0
181;BACABAL;210120201A;1;0
182;BACABAL;210120201A;2;0
183;BACABAL;210120201A;3;0
184;BACABAL;210120201A;4;0
185;BACABAL;210120201A;5;0
186;BACABAL;210120201A;6;0
187;BACABAL;210120201A;7;0
188;BACABAL;210120201A;8;0
189;BACABAL;210120201A;9;0
190;BACABAL;210120201A;10;0
191;BACABAL;210120201A;11;1,8
192;BACABAL;210120201A;12;21,2
193;BACABAL;210120201A;13;0,4
194;BACABAL;210120201A;14;0,2
195;BACABAL;210120201A;15;0,2
196;BACABAL;210120201A;16;0
197;BACABAL;210120201A;17;0
198;BACABAL;210120201A;18;0
199;BACABAL;210120201A;19;0
200;BACABAL;210120201A;20;0
201;BACABAL;210120201A;21;0
202;BACABAL;210120201A;22;0
203;BACABAL;210120201A;23;0
204;BACABAL;210120201A;24;0
205;BACABAL;210120201A;25;0
206;BACABAL;210120201A;26;0
207;BACABAL;210120201A;27;0
208;BACABAL;210120201A;28;0,2
209;BACABAL;210120201A;29;0
210;BACABAL;210120201A;30;0
211;BACABAL;210120202A;1;0
212;BACABAL;210120202A;2;0
213;BACABAL;210120202A;3;0
214;BACABAL;210120202A;4;0
215;BACABAL;210120202A;5;0
216;BACABAL;210120202A;7;0
217;BACABAL;210120202A;8;0
218;BACABAL;210120202A;10;0
219;BACABAL;210120202A;11;0
220;BACABAL;210120202A;12;0
221;BACABAL;210120202A;13;0
222;BACABAL;210120202A;14;0
223;BACABAL;210120202A;15;0
224;BACABAL;210120202A;16;0
225;BACABAL;210120202A;28;0,2
226;BACABAL;210120202A;29;0
227;BACABAL;210120202A;30;0
228;BACURI;210130101A;1;0,6
229;BACURI;210130101A;2;0
230;BACURI;210130101A;3;0
231;BACURI;210130101A;4;1,2
232;BACURI;210130101A;5;0,6
233;BACURI;210130101A;6;0
234;BACURI;210130101A;7;0
235;BACURI;210130101A;8;0
236;BACURI;210130101A;9;0
237;BACURI;210130101A;10;3,6
238;BACURI;210130101A;11;1
239;BACURI;210130101A;12;5,2
240;BACURI;210130101A;13;1,8
241;BACURI;210130101A;14;0
242;BACURI;210130101A;15;13,6
243;BACURI;210130101A;16;0
244;BACURI;210130101A;17;0,2
245;BACURI;210130101A;18;6
246;BACURI;210130101A;19;6
247;BACURI;210130101A;20;1
248;BACURI;210130101A;21;4
249;BACURI;210130101A;22;6,6
250;BACURI;210130101A;23;10,4
251;BACURI;210130101A;24;21,6
252;BACURI;210130101A;25;83,8
253;BACURI;210130101A;26;1
254;BACURI;210130101A;27;17
255;BACURI;210130101A;28;8,6
256;BACURI;210130101A;29;25,6
257;BACURI;210130101A;30;1,2
258;BALSAS;210140001A;1;0
259;BALSAS;210140001A;2;0
260;BALSAS;210140001A;3;11,4
261;BALSAS;210140001A;4;29,8
262;BALSAS;210140001A;5;0
263;BALSAS;210140001A;6;0
264;BALSAS;210140001A;7;0
265;BALSAS;210140001A;8;0
266;BALSAS;210140001A;9;0
267;BALSAS;210140001A;10;0
268;BALSAS;210140001A;11;2
269;BALSAS;210140001A;12;0,2
270;BALSAS;210140001A;13;0
271;BALSAS;210140001A;14;0
272;BALSAS;210140001A;15;0
273;BALSAS;210140001A;16;0
274;BALSAS;210140001A;17;0
275;BALSAS;210140001A;18;0
276;BALSAS;210140001A;19;0
277;BALSAS;210140001A;20;0
278;BALSAS;210140001A;21;0
279;BALSAS;210140001A;22;0
280;BALSAS;210140001A;23;0
281;BALSAS;210140001A;24;0,2
282;BALSAS;210140001A;25;0
283;BALSAS;210140001A;26;0
284;BALSAS;210140001A;27;0
285;BALSAS;210140001A;28;0
286;BALSAS;210140001A;29;0
287;BALSAS;210140001A;30;0
288;BELA VISTA DO MARANHÃO;210177201A;1;0
289;BELA VISTA DO MARANHÃO;210177201A;2;0
290;BELA VISTA DO MARANHÃO;210177201A;3;0
291;BELA VISTA DO MARANHÃO;210177201A;4;0
292;BELA VISTA DO MARANHÃO;210177201A;5;0
293;BELA VISTA DO MARANHÃO;210177201A;6;0
294;BELA VISTA DO MARANHÃO;210177201A;7;0
295;BELA VISTA DO MARANHÃO;210177201A;8;0
296;BELA VISTA DO MARANHÃO;210177201A;9;0
297;BELA VISTA DO MARANHÃO;210177201A;10;0,2
298;BELA VISTA DO MARANHÃO;210177201A;11;2,6
299;BELA VISTA DO MARANHÃO;210177201A;12;16,4
300;BELA VISTA DO MARANHÃO;210177201A;13;0
301;BELA VISTA DO MARANHÃO;210177201A;14;0
302;BELA VISTA DO MARANHÃO;210177201A;15;0
303;BELA VISTA DO MARANHÃO;210177201A;16;0
304;BELA VISTA DO MARANHÃO;210177201A;17;0
305;BELA VISTA DO MARANHÃO;210177201A;18;0
306;BELA VISTA DO MARANHÃO;210177201A;19;0
307;BELA VISTA DO MARANHÃO;210177201A;20;6,4
308;BELA VISTA DO MARANHÃO;210177201A;21;0,2
309;BELA VISTA DO MARANHÃO;210177201A;22;0
310;BELA VISTA DO MARANHÃO;210177201A;23;0
311;BELA VISTA DO MARANHÃO;210177201A;24;0
312;BELA VISTA DO MARANHÃO;210177201A;25;0
313;BELA VISTA DO MARANHÃO;210177201A;26;0
314;BELA VISTA DO MARANHÃO;210177201A;27;0
315;BELA VISTA DO MARANHÃO;210177201A;28;0
316;BELA VISTA DO MARANHÃO;210177201A;29;0
317;BELA VISTA DO MARANHÃO;210177201A;30;0
318;BENEDITO LEITE;210180601A;1;0
319;BENEDITO LEITE;210180601A;2;0
320;BENEDITO LEITE;210180601A;3;10,4
321;BENEDITO LEITE;210180601A;4;0
322;BENEDITO LEITE;210180601A;5;0
323;BENEDITO LEITE;210180601A;6;0
324;BENEDITO LEITE;210180601A;7;0
325;BENEDITO LEITE;210180601A;8;0
326;BENEDITO LEITE;210180601A;9;0
327;BENEDITO LEITE;210180601A;10;0
328;BENEDITO LEITE;210180601A;11;22,4
329;BENEDITO LEITE;210180601A;12;0
330;BENEDITO LEITE;210180601A;13;0
331;BENEDITO LEITE;210180601A;14;0
332;BENEDITO LEITE;210180601A;15;0
333;BENEDITO LEITE;210180601A;16;0
334;BENEDITO LEITE;210180601A;17;0
335;BENEDITO LEITE;210180601A;18;0
336;BENEDITO LEITE;210180601A;19;0
337;BENEDITO LEITE;210180601A;20;0
338;BENEDITO LEITE;210180601A;21;0
339;BENEDITO LEITE;210180601A;22;0
340;BENEDITO LEITE;210180601A;23;0,2
341;BENEDITO LEITE;210180601A;24;0
342;BENEDITO LEITE;210180601A;25;0
343;BENEDITO LEITE;210180601A;26;0
344;BENEDITO LEITE;210180601A;27;0
345;BENEDITO LEITE;210180601A;28;0
346;BENEDITO LEITE;210180601A;29;0
347;BENEDITO LEITE;210180601A;30;0
348;BOA VISTA DO GURUPI;210197001A;1;4,8
349;BOA VISTA DO GURUPI;210197001A;2;0,2
350;BOA VISTA DO GURUPI;210197001A;3;0
351;BOA VISTA DO GURUPI;210197001A;4;6,2
352;BOA VISTA DO GURUPI;210197001A;5;3,6
353;BOA VISTA DO GURUPI;210197001A;6;0
354;BOA VISTA DO GURUPI;210197001A;7;0
355;BOA VISTA DO GURUPI;210197001A;8;0
356;BOA VISTA DO GURUPI;210197001A;9;2
357;BOA VISTA DO GURUPI;210197001A;10;3,6
358;BOA VISTA DO GURUPI;210197001A;11;3,2
359;BOA VISTA DO GURUPI;210197001A;12;0
360;BOA VISTA DO GURUPI;210197001A;13;0
361;BOA VISTA DO GURUPI;210197001A;14;0,2
362;BOA VISTA DO GURUPI;210197001A;15;2
363;BOA VISTA DO GURUPI;210197001A;16;0,2
364;BOA VISTA DO GURUPI;210197001A;17;0
365;BOA VISTA DO GURUPI;210197001A;18;5,2
366;BOA VISTA DO GURUPI;210197001A;19;1,2
367;BOA VISTA DO GURUPI;210197001A;20;3
368;BOA VISTA DO GURUPI;210197001A;21;4
369;BOA VISTA DO GURUPI;210197001A;22;7,6
370;BOA VISTA DO GURUPI;210197001A;23;0,2
371;BOA VISTA DO GURUPI;210197001A;24;9,4
372;BOA VISTA DO GURUPI;210197001A;25;16
