"","municipio","codEstacao","PrecM"
"1","ALTO ALEGRE DO MARANHÃO","210043601A",62.8
"2","ALTO ALEGRE DO PINDARÉ","210047701A",0.4
"3","ALTO PARNAÍBA","210050102A",47.3
"4","APICUM-AÇU","210083201A",145
"5","ARAIOSES","210090701A",45.8
"6","ARAME","210095601A",66
"7","BACURI","210130101A",141.2
"8","BALSAS","210140001A",46.8
"9","BELA VISTA DO MARANHÃO","210177201A",79.6
"10","BENEDITO LEITE","210180601A",40
"11","BREJO","210210102A",69.37
"12","BURITI","210220001A",60.4
"13","BURITICUPU","210232501A",56.2
"14","CANTANHEDE","210270501A",51.4
"15","CAXIAS","210300001A",119.4
"16","CAXIAS","210300003A",74.2
"17","CENTRO DO GUILHERME","210315801A",0
"18","CHAPADINHA","210320801A",104.8
"19","CHAPADINHA","210320802A",77.78
"20","CODÓ","210330701A",93.2
"21","CODÓ","210330702A",93.2
"22","COELHO NETO","210340601A",47.8
"23","COELHO NETO","210340602A",59.2
"24","COLINAS","210350501A",59.4
"25","COROATÁ","210360401A",71
"26","DUQUE BACELAR","210390101A",69.6
"27","FORTUNA","210420601A",40.2
"28","GRAJAÚ","210480001A",46.8
"29","ICATU","210510401A",161.4
"30","IGARAPÉ DO MEIO","210515301A",114.2
"31","IMPERATRIZ","210530201A",60.8
"32","IMPERATRIZ","210530202A",96.2
"33","IMPERATRIZ","210530203A",66.6
"34","IMPERATRIZ","210530204A",66
"35","ITAPECURU MIRIM","210540101A",129.4
"36","JATOBÁ","210545001A",31.2
"37","LAGO DA PEDRA","210570801A",64
"38","LAGO DO JUNCO","210580701A",84
"39","LAGO DOS RODRIGUES","210594801A",72.4
"40","LAGO VERDE","210590601A",75.6
"41","LAGOA GRANDE DO MARANHÃO","210596302A",19.36
"42","MAGALHÃES DE ALMEIDA","210630001A",42.6
"43","MARAJÁ DO SENA","210635902A",62.89
"44","MATÕES","210660701A",18.2
"45","MATÕES DO NORTE","210663101A",35.8
"46","MIRADOR","210670601A",40.6
"47","MIRANDA DO NORTE","210675501A",52.8
"48","MIRINZAL","210680501A",204.8
"49","MONÇÃO","210690401A",2.4
"50","OLINDA NOVA DO MARANHÃO","210745601A",2.6
"51","PALMEIRÂNDIA","210760501A",159.4
"52","PARNARAMA","210780301A",30
"53","PENALVA","210830601A",0
"54","PIO XII","210870201A",9.2
"55","PRESIDENTE DUTRA","210910601A",38.4
"56","PRESIDENTE VARGAS","210930401A",158.6
"57","RAPOSA","210945201A",1.6
"58","SANTA FILOMENA DO MARANHÃO","210975901A",19.2
"59","SANTA HELENA","210980901A",164.4
"60","SANTA LUZIA","211000501A",124.8
"61","SANTA QUITÉRIA DO MARANHÃO","211010401A",48.8
"62","SANTO AMARO DO MARANHÃO","211027802A",0
"63","SATUBINHA","211172201A",81.6
"64","SÃO FÉLIX DE BALSAS","211080701A",41
"65","SÃO LUÍS","211130002A",133.4
"66","SÃO LUÍS","211130003A",99.6
"67","SÃO LUÍS","211130004A",103.6
"68","SÃO LUÍS","211130005A",137
"69","SÃO LUÍS","211130006A",106.8
"70","SÃO LUÍS","211130007A",157.4
"71","SÃO LUÍS","211130008A",125
"72","SÃO LUÍS","211130009A",126
"73","SÃO LUÍS","211130010A",137.8
"74","SÃO MATEUS DO MARANHÃO","211150801A",56.6
"75","SÃO PEDRO DA ÁGUA BRANCA","211153202A",88.8
"76","TIMBIRAS","211210001A",53
"77","TIMON","211220901A",83.2
"78","TUFILÂNDIA","211227401A",4
"79","VARGEM GRANDE","211270401A",35
"80","VIANA","211280301A",2.4
"81","VITÓRIA DO MEARIM","211290201A",162.4
