"","municipio","codEstacao","PrecM"
"1","ALTO ALEGRE DO MARANHÃO","210043601A",35.2
"2","ALTO ALEGRE DO PINDARÉ","210047701A",120.4
"3","ALTO PARNAÍBA","210050102A",0
"4","APICUM-AÇU","210083201A",119.2
"5","ARAIOSES","210090701A",111.6
"6","ARAME","210095601A",13.4
"7","ARARI","210100401A",148
"8","BACABAL","210120201A",5.2
"9","BACURI","210130101A",240.6
"10","BALSAS","210140001A",0.2
"11","BELA VISTA DO MARANHÃO","210177201A",105.6
"12","BENEDITO LEITE","210180601A",0
"13","BREJO","210210102A",107.07
"14","BURITI","210220001A",60.8
"15","BURITICUPU","210232501A",31
"16","CAJARI","210250701A",66
"17","CANTANHEDE","210270501A",26
"18","CAXIAS","210300001A",51
"19","CAXIAS","210300002A",39.4
"20","CAXIAS","210300003A",26.6
"21","CENTRO DO GUILHERME","210315801A",13.6
"22","CHAPADINHA","210320801A",32.8
"23","CHAPADINHA","210320802A",23.04
"24","CODÓ","210330701A",29.4
"25","CODÓ","210330702A",62.4
"26","COELHO NETO","210340601A",58.2
"27","COELHO NETO","210340602A",44.6
"28","COLINAS","210350501A",29.8
"29","COROATÁ","210360401A",68.2
"30","DUQUE BACELAR","210390101A",88.4
"31","FORTALEZA DOS NOGUEIRAS","210410701A",1.6
"32","FORTUNA","210420601A",10.4
"33","GRAJAÚ","210480001A",0
"34","ICATU","210510401A",264.6
"35","IGARAPÉ DO MEIO","210515301A",70.6
"36","IMPERATRIZ","210530201A",7.4
"37","IMPERATRIZ","210530202A",6.2
"38","IMPERATRIZ","210530203A",4.4
"39","IMPERATRIZ","210530204A",2.4
"40","ITAPECURU MIRIM","210540101A",48.4
"41","JATOBÁ","210545001A",38.2
"42","LAGO DA PEDRA","210570801A",47.8
"43","LAGO DO JUNCO","210580701A",36.4
"44","LAGO DOS RODRIGUES","210594801A",31.4
"45","LAGO VERDE","210590601A",11.6
"46","LAGOA GRANDE DO MARANHÃO","210596302A",23.66
"47","MAGALHÃES DE ALMEIDA","210630001A",77.2
"48","MARAJÁ DO SENA","210635902A",19.75
"49","MATÕES","210660701A",32
"50","MIRADOR","210670601A",0
"51","MIRANDA DO NORTE","210675501A",48.2
"52","MIRINZAL","210680501A",285.2
"53","MONÇÃO","210690401A",82.4
"54","NINA RODRIGUES","210720901A",128
"55","OLINDA NOVA DO MARANHÃO","210745601A",177
"56","PALMEIRÂNDIA","210760501A",179.8
"57","PARNARAMA","210780301A",8
"58","PENALVA","210830601A",15.4
"59","PERITORÓ","210845401A",30
"60","PINDARÉ-MIRIM","210850401A",39.2
"61","PIO XII","210870201A",35.8
"62","PIRAPEMAS","210880101A",45.4
"63","POÇÃO DE PEDRAS","210890001A",20
"64","PRESIDENTE DUTRA","210910601A",13.8
"65","PRESIDENTE VARGAS","210930401A",141.4
"66","RAPOSA","210945201A",52.4
"67","SANTA FILOMENA DO MARANHÃO","210975901A",11.4
"68","SANTA HELENA","210980901A",324
"69","SANTA LUZIA","211000501A",26
"70","SANTA QUITÉRIA DO MARANHÃO","211010401A",51.6
"71","SANTO AMARO DO MARANHÃO","211027802A",0
"72","SATUBINHA","211172201A",25.4
"73","SÃO FÉLIX DE BALSAS","211080701A",0
"74","SÃO LUÍS","211130002A",239
"75","SÃO LUÍS","211130003A",178
"76","SÃO LUÍS","211130004A",289
"77","SÃO LUÍS","211130005A",201.6
"78","SÃO LUÍS","211130006A",253.4
"79","SÃO LUÍS","211130007A",212.4
"80","SÃO LUÍS","211130008A",244.4
"81","SÃO LUÍS","211130009A",245.8
"82","SÃO LUÍS","211130010A",226.8
"83","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",46.4
"84","SÃO MATEUS DO MARANHÃO","211150801A",53.8
"85","SÃO PEDRO DA ÁGUA BRANCA","211153202A",53.55
"86","TIMBIRAS","211210001A",79.4
"87","TIMON","211220901A",30.8
"88","TUFILÂNDIA","211227401A",38.6
"89","TURILÂNDIA","211245601A",28.4
"90","VARGEM GRANDE","211270401A",136.6
"91","VIANA","211280301A",113.8
"92","VITÓRIA DO MEARIM","211290201A",56.4
