"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",79.8
"2","ALTO ALEGRE DO MARANHÃO","210043601A",58.6
"3","ALTO PARNAÍBA","210050102A",0
"4","APICUM-AÇU","210083201A",69.2
"5","ARAIOSES","210090701A",19.2
"6","ARAME","210095601A",41
"7","ARARI","210100401A",69
"8","BACABAL","210120201A",26
"9","BACABAL","210120202A",55.2
"10","BACURI","210130101A",83.8
"11","BALSAS","210140001A",0
"12","BELA VISTA DO MARANHÃO","210177201A",0
"13","BENEDITO LEITE","210180601A",0
"14","BOA VISTA DO GURUPI","210197001A",113.8
"15","BREJO","210210102A",42.86
"16","BURITI","210220001A",52.2
"17","BURITICUPU","210232501A",48.4
"18","CAJARI","210250701A",0
"19","CANTANHEDE","210270501A",80.2
"20","CAXIAS","210300001A",32
"21","CAXIAS","210300002A",6.6
"22","CAXIAS","210300003A",61.8
"23","CENTRO DO GUILHERME","210315801A",125
"24","CHAPADINHA","210320801A",48.4
"25","CHAPADINHA","210320802A",69.64
"26","CODÓ","210330701A",36.2
"27","CODÓ","210330702A",58
"28","COELHO NETO","210340601A",29.6
"29","COLINAS","210350501A",0.4
"30","CONCEIÇÃO DO LAGO-AÇU","210355401A",59.6
"31","COROATÁ","210360401A",16.8
"32","DUQUE BACELAR","210390101A",50.2
"33","ESPERANTINÓPOLIS","210400801A",54.6
"34","FORTALEZA DOS NOGUEIRAS","210410701A",0
"35","FORTUNA","210420601A",0
"36","GRAJAÚ","210480001A",1.6
"37","GRAJAÚ","210480002A",0
"38","ICATU","210510401A",68
"39","IGARAPÉ DO MEIO","210515301A",77.6
"40","IMPERATRIZ","210530201A",6
"41","IMPERATRIZ","210530202A",10.2
"42","IMPERATRIZ","210530203A",13
"43","IMPERATRIZ","210530204A",0
"44","JATOBÁ","210545001A",5
"45","LAGO DA PEDRA","210570801A",33.8
"46","LAGO DO JUNCO","210580701A",32
"47","LAGO DOS RODRIGUES","210594801A",22.8
"48","LAGO VERDE","210590601A",21.6
"49","LAGOA GRANDE DO MARANHÃO","210596302A",26.92
"50","MAGALHÃES DE ALMEIDA","210630001A",0
"51","MARAJÁ DO SENA","210635902A",43.61
"52","MATÕES","210660701A",0.4
"53","MATÕES DO NORTE","210663101A",93
"54","MIRADOR","210670601A",3
"55","MIRANDA DO NORTE","210675501A",44.4
"56","MIRINZAL","210680501A",141.4
"57","MONÇÃO","210690401A",58.8
"58","NINA RODRIGUES","210720901A",46
"59","OLINDA NOVA DO MARANHÃO","210745601A",164
"60","PARNARAMA","210780301A",1.6
"61","PEDREIRAS","210820701A",35
"62","PENALVA","210830601A",152.2
"63","PERITORÓ","210845401A",41.8
"64","PIO XII","210870201A",35.6
"65","PIRAPEMAS","210880101A",40.8
"66","POÇÃO DE PEDRAS","210890001A",27
"67","PRESIDENTE DUTRA","210910601A",22.2
"68","PRESIDENTE VARGAS","210930401A",89.4
"69","RAPOSA","210945201A",93.2
"70","ROSÁRIO","210960101A",172.2
"71","SANTA FILOMENA DO MARANHÃO","210975901A",2.2
"72","SANTA HELENA","210980901A",177.8
"73","SANTA LUZIA","211000501A",3.2
"74","SANTA QUITÉRIA DO MARANHÃO","211010401A",32.6
"75","SANTO AMARO DO MARANHÃO","211027802A",76.44
"76","SATUBINHA","211172201A",39.4
"77","SÃO BERNARDO","211060901A",29.6
"78","SÃO FÉLIX DE BALSAS","211080701A",0
"79","SÃO LUÍS","211130002A",117.2
"80","SÃO LUÍS","211130003A",97.8
"81","SÃO LUÍS","211130004A",107.2
"82","SÃO LUÍS","211130005A",99.2
"83","SÃO LUÍS","211130006A",112
"84","SÃO LUÍS","211130007A",111.2
"85","SÃO LUÍS","211130008A",96.2
"86","SÃO LUÍS","211130009A",93.4
"87","SÃO LUÍS","211130010A",142.2
"88","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",58.2
"89","SÃO PEDRO DA ÁGUA BRANCA","211153202A",1.37
"90","TIMBIRAS","211210001A",24.6
"91","TIMON","211220901A",1.6
"92","TRIZIDELA DO VALE","211223301A",57.8
"93","TUFILÂNDIA","211227401A",63.4
"94","TURILÂNDIA","211245601A",155.8
"95","VARGEM GRANDE","211270401A",117
"96","VIANA","211280301A",5.4
"97","VITÓRIA DO MEARIM","211290201A",94.6
