"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",16.8
"2","ALTO ALEGRE DO MARANHÃO","210043601A",19.6
"3","ALTO ALEGRE DO PINDARÉ","210047701A",37
"4","ALTO PARNAÍBA","210050102A",0.4
"5","APICUM-AÇU","210083201A",278.8
"6","ARAIOSES","210090701A",50.2
"7","ARAME","210095601A",13.4
"8","ARARI","210100401A",59.6
"9","BACABAL","210120201A",0.2
"10","BACABAL","210120202A",0.4
"11","BACURI","210130101A",256.8
"12","BALSAS","210140001A",5.6
"13","BELA VISTA DO MARANHÃO","210177201A",55.4
"14","BENEDITO LEITE","210180601A",0.2
"15","BREJO","210210102A",134.16
"16","BURITI","210220001A",154.8
"17","BURITICUPU","210232501A",4.6
"18","CAJARI","210250701A",18.6
"19","CANTANHEDE","210270501A",18.4
"20","CAXIAS","210300001A",68.8
"21","CAXIAS","210300002A",48
"22","CAXIAS","210300003A",36.6
"23","CENTRO DO GUILHERME","210315801A",101.8
"24","CHAPADINHA","210320801A",0
"25","CHAPADINHA","210320802A",152.15
"26","CODÓ","210330701A",64.6
"27","CODÓ","210330702A",33.8
"28","COELHO NETO","210340601A",57.8
"29","COELHO NETO","210340602A",65.4
"30","COLINAS","210350501A",12.2
"31","CONCEIÇÃO DO LAGO-AÇU","210355401A",18.6
"32","COROATÁ","210360401A",6.4
"33","DUQUE BACELAR","210390101A",129.8
"34","FORTALEZA DOS NOGUEIRAS","210410701A",5.2
"35","FORTUNA","210420601A",49.4
"36","GRAJAÚ","210480001A",8.8
"37","ICATU","210510401A",236.2
"38","IGARAPÉ DO MEIO","210515301A",29
"39","IMPERATRIZ","210530201A",0.2
"40","IMPERATRIZ","210530202A",0
"41","IMPERATRIZ","210530203A",0.2
"42","IMPERATRIZ","210530204A",0.2
"43","ITAPECURU MIRIM","210540101A",75.8
"44","JATOBÁ","210545001A",28
"45","LAGO DA PEDRA","210570801A",5.8
"46","LAGO DO JUNCO","210580701A",9
"47","LAGO DOS RODRIGUES","210594801A",14.2
"48","LAGO VERDE","210590601A",28
"49","LAGOA GRANDE DO MARANHÃO","210596302A",7.31
"50","MAGALHÃES DE ALMEIDA","210630001A",61.6
"51","MARAJÁ DO SENA","210635902A",0.4
"52","MATÕES","210660701A",17.2
"53","MATÕES DO NORTE","210663101A",3.6
"54","MIRADOR","210670601A",0.6
"55","MIRANDA DO NORTE","210675501A",8.8
"56","MIRINZAL","210680501A",451.4
"57","MONÇÃO","210690401A",51
"58","NINA RODRIGUES","210720901A",0.2
"59","OLINDA NOVA DO MARANHÃO","210745601A",125.8
"60","PALMEIRÂNDIA","210760501A",235.4
"61","PARNARAMA","210780301A",14.6
"62","PEDREIRAS","210820701A",17.8
"63","PENALVA","210830601A",87
"64","PERITORÓ","210845401A",30.4
"65","PINDARÉ-MIRIM","210850401A",37.6
"66","PIRAPEMAS","210880101A",14.8
"67","POÇÃO DE PEDRAS","210890001A",10.4
"68","PRESIDENTE DUTRA","210910601A",56.8
"69","PRESIDENTE VARGAS","210930401A",79.6
"70","RAPOSA","210945201A",117.4
"71","ROSÁRIO","210960101A",285.2
"72","SANTA FILOMENA DO MARANHÃO","210975901A",20.8
"73","SANTA HELENA","210980901A",195.2
"74","SANTA LUZIA","211000501A",27.8
"75","SANTA QUITÉRIA DO MARANHÃO","211010401A",26.8
"76","SANTO AMARO DO MARANHÃO","211027802A",31.39
"77","SATUBINHA","211172201A",7.2
"78","SÃO FÉLIX DE BALSAS","211080701A",1.8
"79","SÃO LUÍS","211130002A",117.4
"80","SÃO LUÍS","211130003A",87.2
"81","SÃO LUÍS","211130004A",160.2
"82","SÃO LUÍS","211130005A",174.2
"83","SÃO LUÍS","211130006A",199.4
"84","SÃO LUÍS","211130007A",129.4
"85","SÃO LUÍS","211130008A",114.4
"86","SÃO LUÍS","211130009A",176.8
"87","SÃO LUÍS","211130010A",303.2
"88","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",0.2
"89","SÃO MATEUS DO MARANHÃO","211150801A",28.6
"90","SÃO PEDRO DA ÁGUA BRANCA","211153202A",10.07
"91","TIMBIRAS","211210001A",11.6
"92","TIMON","211220901A",37
"93","TRIZIDELA DO VALE","211223301A",19
"94","TUFILÂNDIA","211227401A",40.2
"95","TURILÂNDIA","211245601A",184.4
"96","VARGEM GRANDE","211270401A",59.6
"97","VIANA","211280301A",54.6
"98","VITÓRIA DO MEARIM","211290201A",45.2
