"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",74.6
"2","ALTO ALEGRE DO MARANHÃO","210043601A",49.6
"3","ALTO ALEGRE DO PINDARÉ","210047701A",12.2
"4","APICUM-AÇU","210083201A",91.2
"5","ARAIOSES","210090701A",24.8
"6","ARAME","210095601A",4.8
"7","ARARI","210100401A",13.2
"8","BACABAL","210120201A",16.6
"9","BACABAL","210120202A",25.6
"10","BACURI","210130101A",106.2
"11","BALSAS","210140001A",25.2
"12","BELA VISTA DO MARANHÃO","210177201A",10.4
"13","BENEDITO LEITE","210180601A",4
"14","BOA VISTA DO GURUPI","210197001A",91.2
"15","BURITI","210220001A",17.4
"16","BURITICUPU","210232501A",12.8
"17","CAJARI","210250701A",40.8
"18","CANTANHEDE","210270501A",15.2
"19","CAXIAS","210300001A",16.8
"20","CAXIAS","210300002A",17.2
"21","CAXIAS","210300003A",29
"22","CENTRO DO GUILHERME","210315801A",68.4
"23","CHAPADINHA","210320801A",19.6
"24","CODÓ","210330701A",12.8
"25","CODÓ","210330702A",5
"26","COELHO NETO","210340601A",27.2
"27","COELHO NETO","210340602A",29.8
"28","COLINAS","210350501A",4.6
"29","CONCEIÇÃO DO LAGO-AÇU","210355401A",5.6
"30","COROATÁ","210360401A",25
"31","DUQUE BACELAR","210390101A",6.6
"32","ESPERANTINÓPOLIS","210400801A",15.2
"33","FORTALEZA DOS NOGUEIRAS","210410701A",20
"34","FORTUNA","210420601A",33.6
"35","GRAJAÚ","210480001A",3
"36","GRAJAÚ","210480002A",3.6
"37","ICATU","210510401A",106
"38","IGARAPÉ DO MEIO","210515301A",0.2
"39","IMPERATRIZ","210530201A",29
"40","IMPERATRIZ","210530203A",16.2
"41","ITAPECURU MIRIM","210540101A",32.6
"42","JATOBÁ","210545001A",10.8
"43","LAGO DA PEDRA","210570801A",12.4
"44","LAGO DO JUNCO","210580701A",25.4
"45","LAGO DOS RODRIGUES","210594801A",15.2
"46","LAGO VERDE","210590601A",3.4
"47","MAGALHÃES DE ALMEIDA","210630001A",33.8
"48","MATÕES","210660701A",13.6
"49","MATÕES DO NORTE","210663101A",9.6
"50","MIRADOR","210670601A",5
"51","MIRANDA DO NORTE","210675501A",28.2
"52","MIRINZAL","210680501A",225
"53","MONÇÃO","210690401A",28
"54","NINA RODRIGUES","210720901A",15
"55","OLINDA NOVA DO MARANHÃO","210745601A",50.4
"56","PALMEIRÂNDIA","210760501A",90
"57","PARNARAMA","210780301A",0.2
"58","PAÇO DO LUMIAR","210750601A",149
"59","PEDREIRAS","210820701A",25
"60","PENALVA","210830601A",32.6
"61","PERITORÓ","210845401A",10.6
"62","PINDARÉ-MIRIM","210850401A",17.6
"63","PIO XII","210870201A",12.6
"64","PIRAPEMAS","210880101A",17.2
"65","POÇÃO DE PEDRAS","210890001A",8.8
"66","PRESIDENTE DUTRA","210910601A",4
"67","PRESIDENTE VARGAS","210930401A",27.6
"68","RAPOSA","210945201A",139.6
"69","ROSÁRIO","210960101A",62.8
"70","SANTA FILOMENA DO MARANHÃO","210975901A",10.6
"71","SANTA HELENA","210980901A",131.8
"72","SANTA LUZIA","211000501A",18.2
"73","SANTA QUITÉRIA DO MARANHÃO","211010401A",15.6
"74","SATUBINHA","211172201A",17.6
"75","SÃO BERNARDO","211060901A",49
"76","SÃO FÉLIX DE BALSAS","211080701A",13.2
"77","SÃO LUÍS","211130002A",78.2
"78","SÃO LUÍS","211130003A",123.6
"79","SÃO LUÍS","211130004A",145
"80","SÃO LUÍS","211130005A",166.6
"81","SÃO LUÍS","211130006A",94
"82","SÃO LUÍS","211130007A",104
"83","SÃO LUÍS","211130008A",140.6
"84","SÃO LUÍS","211130009A",164
"85","SÃO LUÍS","211130010A",73.2
"86","SÃO LUÍS","211130011A",0
"87","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",8.6
"88","SÃO MATEUS DO MARANHÃO","211150801A",0.2
"89","TIMBIRAS","211210001A",12.6
"90","TIMON","211220901A",5
"91","TRIZIDELA DO VALE","211223301A",38
"92","TUFILÂNDIA","211227401A",0.8
"93","TURILÂNDIA","211245601A",153.4
"94","VARGEM GRANDE","211270401A",51
"95","VIANA","211280301A",53.6
"96","VITÓRIA DO MEARIM","211290201A",14.2
