"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",8
"2","ACARAÚ","230020002A",7
"3","ACOPIARA","230030901U",9
"4","ALCÂNTARAS","230050701C",11
"5","ALTO SANTO","230070501C",89.2
"6","AMONTADA","230075401A",10.07
"7","AMONTADA","230075401H",3.2
"8","AMONTADA","230075402A",2.76
"9","AMONTADA","230075403A",0.79
"10","ARACOIABA","230120801C",41.2
"11","ARATUBA","230140601C",25.4
"12","ASSARÉ","230160401C",4.8
"13","AURORA","230170301A",21.22
"14","AURORA","230170301U",16.2
"15","BANABUIÚ","230185101C",5
"16","BARBALHA","230190101C",13
"17","BARRO","230200801C",1.2
"18","BATURITÉ","230210701A",29
"19","BATURITÉ","230210701C",21.2
"20","BELA CRUZ","230230501A",11.42
"21","BOA VIAGEM","230240401A",41.95
"22","BOA VIAGEM","230240401C",37
"23","BREJO SANTO","230250301C",14
"24","CANINDÉ","230280001A",9.4
"25","CANINDÉ","230280001C",3
"26","CANINDÉ","230280002A",7.4
"27","CAPISTRANO","230290901C",45.8
"28","CARIDADE","230300601A",16.2
"29","CARIDADE","230300601U",2.8
"30","CARIRIAÇU","230320401C",4
"31","CATARINA","230360001C",0.2
"32","CAUCAIA","230370901A",61.33
"33","CAUCAIA","230370902A",43.53
"34","CAUCAIA","230370903A",28.19
"35","CAUCAIA","230370903H",47
"36","CAUCAIA","230370904A",29.7
"37","CAUCAIA","230370905A",27.72
"38","CAUCAIA","230370906A",40.04
"39","CEDRO","230380801U",169.4
"40","CHAVAL","230390701A",21
"41","COREAÚ","230400401A",5.2
"42","COREAÚ","230400401C",4.8
"43","CRATEÚS","230410301C",3.8
"44","CRATEÚS","230410302A",14.8
"45","CRATO","230420201A",12.63
"46","CRATO","230420201C",5.4
"47","CRATO","230420202A",11.21
"48","CRATO","230420204H",5
"49","FARIAS BRITO","230430101C",19.2
"50","FORQUILHA","230435001A",3.75
"51","FORQUILHA","230435001C",4.8
"52","FORTALEZA","230440001A",49.9
"53","FORTALEZA","230440002A",49.29
"54","FORTALEZA","230440003A",3.14
"55","FORTALEZA","230440004A",31.12
"56","FORTALEZA","230440005A",42.63
"57","FORTALEZA","230440005H",20
"58","FORTALEZA","230440006A",39.49
"59","FORTALEZA","230440007A",22.6
"60","FORTALEZA","230440008A",165.33
"61","FORTALEZA","230440009A",48.2
"62","FORTALEZA","230440010A",20.46
"63","FORTALEZA","230440011A",50.22
"64","FORTALEZA","230440012A",36.75
"65","FORTALEZA","230440014A",20.31
"66","FORTALEZA","230440015A",42.09
"67","FORTALEZA","230440016A",42.01
"68","FRECHEIRINHA","230450901C",60.2
"69","GRANJA","230470701A",47.6
"70","GRANJA","230470702A",15.8
"71","GUARACIABA DO NORTE","230500101C",31.8
"72","IBICUITINGA","230533201C",20.2
"73","ICAPUÍ","230535701C",38.8
"74","ICÓ","230540701A",12.2
"75","ICÓ","230540701C",18
"76","ICÓ","230540702A",12.8
"77","IGUATU","230550601A",27.2
"78","IGUATU","230550601C",1.8
"79","IGUATU","230550602A",9.6
"80","IPAPORANGA","230565401C",19.6
"81","IPUEIRAS","230590201U",10.6
"82","IRACEMA","230600901C",5.6
"83","IRAUÇUBA","230610801A",5.94
"84","ITAIÇABA","230620701A",16.6
"85","ITAPAGÉ","230630601C",22.2
"86","ITAPIÚNA","230650401U",25.4
"87","ITATIRA","230660301C",18.8
"88","JAGUARETAMA","230670201C",0.6
"89","JAGUARIBARA","230680101C",25
"90","JAGUARIBE","230690001C",3.6
"91","JAGUARUANA","230700701A",35.11
"92","JAGUARUANA","230700701C",32.6
"93","JAGUARUANA","230700702A",8.3
"94","JAGUARUANA","230700703A",36.8
"95","JAGUARUANA","230700704A",33.58
"96","JAGUARUANA","230700705A",12.81
"97","JAGUARUANA","230700706A",0.2
"98","JATI","230720501C",12.4
"99","JUAZEIRO DO NORTE","230730401A",10.43
"100","JUCÁS","230740301C",15.4
"101","LAVRAS DA MANGABEIRA","230750201A",23
"102","LAVRAS DA MANGABEIRA","230750201C",20.2
"103","LIMOEIRO DO NORTE","230760101A",10.66
"104","MADALENA","230763501A",28.8
"105","MADALENA","230763501U",8
"106","MARACANAÚ","230765001A",37.6
"107","MARACANAÚ","230765002A",34.8
"108","MARACANAÚ","230765003A",24.6
"109","MARACANAÚ","230765004A",39.6
"110","MARANGUAPE","230770001A",21
"111","MARANGUAPE","230770002A",29
"112","MARCO","230780901A",12
"113","MASSAPÊ","230800501A",14.7
"114","MAURITI","230810401A",3.16
"115","MAURITI","230810401C",1.4
"116","MERUOCA","230820301A",14.8
"117","MILAGRES","230830201C",3.6
"118","MILHÃ","230835101C",61
"119","MISSÃO VELHA","230840101A",27
"120","MISSÃO VELHA","230840101C",25.6
"121","MOMBAÇA","230850001C",22.2
"122","MORADA NOVA","230870801C",15.8
"123","MORADA NOVA","230870802A",17.94
"124","MORADA NOVA","230870803A",17.53
"125","MORADA NOVA","230870804A",17.73
"126","MORADA NOVA","230870805A",17.71
"127","MORADA NOVA","230870809H",14.4
"128","MORADA NOVA","230870810H",19.6
"129","MORAÚJO","230880701A",26
"130","MORRINHOS","230890601A",27.65
"131","NOVA RUSSAS","230930001C",17.4
"132","NOVO ORIENTE","230940901U",3.8
"133","OCARA","230945801C",2.2
"134","PACAJUS","230960701C",28.4
"135","PACOTI","230980501A",62.6
"136","PACUJÁ","230990401A",58.4
"137","PEDRA BRANCA","231050601A",24.67
"138","PEDRA BRANCA","231050602A",33.72
"139","PENTECOSTE","231070401C",57
"140","PEREIRO","231080301C",4.4
"141","PIQUET CARNEIRO","231090201C",18
"142","PORANGA","231100901C",26.4
"143","QUIXELÔ","231135501C",5.8
"144","QUIXERAMOBIM","231140501A",18.52
"145","QUIXERAMOBIM","231140501C",19.8
"146","QUIXERÉ","231150401A",33.8
"147","REDENÇÃO","231160301C",44.2
"148","RERIUTABA","231170201C",20.2
"149","RUSSAS","231180101A",7.8
"150","RUSSAS","231180101U",19.8
"151","RUSSAS","231180102A",9.8
"152","SABOEIRO","231190001U",18.2
"153","SALITRE","231195901U",1
"154","SANTANA DO ACARAÚ","231200701A",31.66
"155","SANTANA DO ACARAÚ","231200702H",23.8
"156","SANTANA DO CARIRI","231210601C",5.4
"157","SENADOR POMPEU","231270001A",28.17
"158","SENADOR POMPEU","231270001C",34.6
"159","SOBRAL","231290801A",19.08
"160","SOBRAL","231290801C",4.2
"161","SOBRAL","231290802A",10.64
"162","SOBRAL","231290803A",8.08
"163","SOBRAL","231290811H",136.4
"164","SOLONÓPOLE","231300501C",9.4
"165","TABULEIRO DO NORTE","231310401A",44.8
