"","municipio","codEstacao","PrecM"
"1","AMONTADA","230075401A",7.48
"2","AMONTADA","230075402A",19.5
"3","AMONTADA","230075403A",13.84
"4","AURORA","230170301A",34.88
"5","BELA CRUZ","230230501A",14.97
"6","BOA VIAGEM","230240401A",50.33
"7","CAUCAIA","230370901A",94.97
"8","CAUCAIA","230370903A",72.17
"9","CAUCAIA","230370904A",50.57
"10","CAUCAIA","230370905A",102.37
"11","CAUCAIA","230370906A",98.55
"12","CRATO","230420201A",26.96
"13","CRATO","230420202A",33.66
"14","FORTALEZA","230440001A",89.93
"15","FORTALEZA","230440002A",129.05
"16","FORTALEZA","230440003A",62.65
"17","FORTALEZA","230440004A",111.24
"18","FORTALEZA","230440005A",82.25
"19","FORTALEZA","230440006A",99.78
"20","FORTALEZA","230440007A",67.04
"21","FORTALEZA","230440008A",69.42
"22","FORTALEZA","230440009A",87.81
"23","FORTALEZA","230440010A",74.46
"24","FORTALEZA","230440011A",97.56
"25","FORTALEZA","230440012A",116.79
"26","FORTALEZA","230440014A",68.98
"27","FORTALEZA","230440015A",0
"28","FORTALEZA","230440016A",84.13
"29","IRAUÇUBA","230610801A",28.16
"30","JAGUARUANA","230700701A",57.23
"31","JAGUARUANA","230700702A",38.81
"32","JAGUARUANA","230700703A",58.21
"33","JAGUARUANA","230700704A",4.93
"34","JAGUARUANA","230700705A",41.15
"35","JAGUARUANA","230700706A",2.36
"36","JUAZEIRO DO NORTE","230730401A",28.55
"37","LIMOEIRO DO NORTE","230760101A",18.91
"38","MARCO","230780901A",15.18
"39","MASSAPÊ","230800501A",10.65
"40","MAURITI","230810401A",67.35
"41","MORADA NOVA","230870802A",37.53
"42","MORADA NOVA","230870803A",32.58
"43","MORADA NOVA","230870804A",40.52
"44","MORADA NOVA","230870805A",36.79
"45","MORRINHOS","230890601A",13.39
"46","PEDRA BRANCA","231050601A",158.4
"47","PEDRA BRANCA","231050602A",109.15
"48","QUIXERAMOBIM","231140501A",43.3
"49","SANTANA DO ACARAÚ","231200701A",29.15
"50","SENADOR POMPEU","231270001A",6.25
"51","SOBRAL","231290801A",55.96
"52","SOBRAL","231290802A",43.46
"53","SOBRAL","231290803A",44.8
