"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",70.4
"2","ACARAÚ","230020002A",70
"3","ALCÂNTARAS","230050701C",29.8
"4","ALTO SANTO","230070501C",0
"5","AMONTADA","230075402A",42.87
"6","AMONTADA","230075403A",51.51
"7","AURORA","230170301A",29.02
"8","BARBALHA","230190101C",18.2
"9","BARRO","230200801C",18.4
"10","BATURITÉ","230210701A",107.6
"11","BATURITÉ","230210701C",0
"12","BOA VIAGEM","230240401A",60.19
"13","CAMPOS SALES","230270101C",4.4
"14","CANINDÉ","230280001C",15.2
"15","CANINDÉ","230280002A",19.2
"16","CARIDADE","230300601A",15.4
"17","CARIRIAÇU","230320401C",0
"18","CARIRÉ","230310501C",9.6
"19","CATARINA","230360001C",16.2
"20","CAUCAIA","230370901A",90.04
"21","CAUCAIA","230370902A",71.44
"22","CAUCAIA","230370903A",73.28
"23","CAUCAIA","230370904A",71.88
"24","CAUCAIA","230370905A",55.69
"25","CAUCAIA","230370906A",17.16
"26","CHAVAL","230390701A",8.2
"27","COREAÚ","230400401A",26
"28","CRATEÚS","230410301A",2.4
"29","CRATEÚS","230410302A",3.2
"30","CRATO","230420201A",27.03
"31","CRATO","230420202A",11.2
"32","FARIAS BRITO","230430101C",4
"33","FORQUILHA","230435001A",28.17
"34","FORQUILHA","230435001C",16.8
"35","FORTALEZA","230440001A",111.6
"36","FORTALEZA","230440004A",113.08
"37","FORTALEZA","230440005A",74.8
"38","FORTALEZA","230440005H",0
"39","FORTALEZA","230440006A",94.85
"40","FORTALEZA","230440007A",0
"41","FORTALEZA","230440008A",7.6
"42","FORTALEZA","230440011A",104.77
"43","FORTALEZA","230440014A",54.82
"44","GENERAL SAMPAIO","230460801C",0
"45","GRANJA","230470701A",8.2
"46","GRANJA","230470702A",4.8
"47","GUARACIABA DO NORTE","230500101C",18.6
"48","ICAPUÍ","230535701C",0
"49","ICÓ","230540701A",9.4
"50","ICÓ","230540701C",20
"51","ICÓ","230540702A",12
"52","IGUATU","230550601A",31
"53","IGUATU","230550602A",24
"54","IRACEMA","230600901C",0
"55","ITAIÇABA","230620701A",67.2
"56","ITAPAGÉ","230630601C",25
"57","ITAPIPOCA","230640501C",1.2
"58","JAGUARIBARA","230680101C",6.8
"59","JAGUARIBE","230690001C",41
"60","JAGUARUANA","230700701A",21.42
"61","JAGUARUANA","230700701C",0
"62","JAGUARUANA","230700702A",62.1
"63","JAGUARUANA","230700703A",73.1
"64","JAGUARUANA","230700704A",46.33
"65","JAGUARUANA","230700705A",56.41
"66","JATI","230720501C",12.8
"67","JUAZEIRO DO NORTE","230730401A",20.28
"68","JUAZEIRO DO NORTE","230730401C",20.6
"69","JUCÁS","230740301C",0
"70","LAVRAS DA MANGABEIRA","230750201A",31.2
"71","LAVRAS DA MANGABEIRA","230750201C",29.2
"72","MADALENA","230763501A",27
"73","MARACANAÚ","230765001A",74
"74","MARACANAÚ","230765002A",66
"75","MARACANAÚ","230765003A",62.2
"76","MARACANAÚ","230765004A",69.2
"77","MARANGUAPE","230770001A",82.4
"78","MARANGUAPE","230770002A",38.8
"79","MASSAPÊ","230800501A",27.55
"80","MAURITI","230810401C",11.2
"81","MERUOCA","230820301A",49.6
"82","MILAGRES","230830201C",13
"83","MILHÃ","230835101C",6.4
"84","MISSÃO VELHA","230840101A",10.2
"85","MISSÃO VELHA","230840101C",139.8
"86","MORADA NOVA","230870801C",76.8
"87","MORADA NOVA","230870803A",0
"88","MORAÚJO","230880701A",28.4
"89","NOVA RUSSAS","230930001C",0
"90","OCARA","230945801C",0
"91","PACAJUS","230960701C",0
"92","PACOTI","230980501A",104.8
"93","PACUJÁ","230990401A",8
"94","PEDRA BRANCA","231050601A",32.14
"95","PEDRA BRANCA","231050602A",32.2
"96","PENTECOSTE","231070401C",34.8
"97","QUIXELÔ","231135501C",0
"98","QUIXERAMOBIM","231140501A",27.38
"99","QUIXERAMOBIM","231140501C",32.6
"100","QUIXERÉ","231150401A",44.6
"101","REDENÇÃO","231160301C",1
"102","RERIUTABA","231170201C",14.4
"103","RUSSAS","231180101A",53
"104","RUSSAS","231180102A",89
"105","SENADOR POMPEU","231270001A",19.1
"106","SOLONÓPOLE","231300501C",43.8
"107","SÃO BENEDITO","231230401C",1.4
"108","TABULEIRO DO NORTE","231310401A",81.8
"109","TABULEIRO DO NORTE","231310401C",74.4
"110","TARRAFAS","231325201C",3.2
"111","UMARI","231370801C",1.6
"112","UMIRIM","231375701C",0
"113","VIÇOSA DO CEARÁ","231410201A",26.8
"114","VIÇOSA DO CEARÁ","231410202A",31.8
"115","VÁRZEA ALEGRE","231400301C",0
