"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",52.8
"2","ALTO ALEGRE DO MARANHÃO","210043601A",211
"3","ALTO ALEGRE DO PINDARÉ","210047701A",215.2
"4","ALTO PARNAÍBA","210050102A",56.26
"5","APICUM-AÇU","210083201A",254.4
"6","ARAIOSES","210090701A",80.8
"7","ARAME","210095601A",43.4
"8","ARARI","210100401A",137.2
"9","BACURI","210130101A",295.2
"10","BALSAS","210140001A",51.2
"11","BELA VISTA DO MARANHÃO","210177201A",188.2
"12","BENEDITO LEITE","210180601A",19.8
"13","BREJO","210210102A",997.16
"14","BURITI","210220001A",205.6
"15","BURITICUPU","210232501A",75.8
"16","CANTANHEDE","210270501A",218.8
"17","CAXIAS","210300001A",174
"18","CAXIAS","210300002A",157.2
"19","CAXIAS","210300003A",130.4
"20","CENTRO DO GUILHERME","210315801A",188.6
"21","CHAPADINHA","210320801A",0
"22","CHAPADINHA","210320802A",202.49
"23","CODÓ","210330701A",173.8
"24","CODÓ","210330702A",136.6
"25","COELHO NETO","210340601A",105.6
"26","COELHO NETO","210340602A",95.6
"27","COLINAS","210350501A",9.4
"28","CONCEIÇÃO DO LAGO-AÇU","210355401A",171.8
"29","COROATÁ","210360401A",255
"30","DUQUE BACELAR","210390101A",43.4
"31","FORTALEZA DOS NOGUEIRAS","210410701A",44.8
"32","FORTUNA","210420601A",27.2
"33","GRAJAÚ","210480001A",11.2
"34","ICATU","210510401A",318
"35","IGARAPÉ DO MEIO","210515301A",214.6
"36","IMPERATRIZ","210530201A",19.2
"37","IMPERATRIZ","210530202A",17.8
"38","IMPERATRIZ","210530203A",23.8
"39","IMPERATRIZ","210530204A",15.8
"40","ITAPECURU MIRIM","210540101A",184.4
"41","JATOBÁ","210545001A",26.4
"42","LAGO DA PEDRA","210570801A",122.4
"43","LAGO DO JUNCO","210580701A",85.8
"44","LAGO DOS RODRIGUES","210594801A",50.4
"45","LAGO VERDE","210590601A",201.6
"46","LAGOA GRANDE DO MARANHÃO","210596302A",75.45
"47","MAGALHÃES DE ALMEIDA","210630001A",34.8
"48","MATÕES","210660701A",66.2
"49","MIRADOR","210670601A",0.2
"50","MIRANDA DO NORTE","210675501A",32.8
"51","MIRINZAL","210680501A",278.8
"52","MONÇÃO","210690401A",219.6
"53","OLINDA NOVA DO MARANHÃO","210745601A",140.2
"54","PALMEIRÂNDIA","210760501A",266.4
"55","PARNARAMA","210780301A",29.8
"56","PEDREIRAS","210820701A",75.2
"57","PENALVA","210830601A",245.6
"58","PERITORÓ","210845401A",175.8
"59","PINDARÉ-MIRIM","210850401A",215.2
"60","PIRAPEMAS","210880101A",178
"61","POÇÃO DE PEDRAS","210890001A",92.4
"62","PRESIDENTE DUTRA","210910601A",58.6
"63","PRESIDENTE VARGAS","210930401A",158.8
"64","RAPOSA","210945201A",7.6
"65","ROSÁRIO","210960101A",346.6
"66","SANTA FILOMENA DO MARANHÃO","210975901A",25.8
"67","SANTA HELENA","210980901A",158.6
"68","SANTA LUZIA","211000501A",175.4
"69","SANTA QUITÉRIA DO MARANHÃO","211010401A",189
"70","SANTO AMARO DO MARANHÃO","211027802A",192.05
"71","SATUBINHA","211172201A",25.2
"72","SÃO FÉLIX DE BALSAS","211080701A",3.4
"73","SÃO LUÍS","211130003A",0
"74","SÃO LUÍS","211130005A",255
"75","SÃO LUÍS","211130006A",272.2
"76","SÃO LUÍS","211130007A",91
"77","SÃO LUÍS","211130008A",268.4
"78","SÃO LUÍS","211130010A",250
"79","SÃO MATEUS DO MARANHÃO","211150801A",207.6
"80","SÃO PEDRO DA ÁGUA BRANCA","211153202A",114.12
"81","TIMBIRAS","211210001A",59.2
"82","TIMON","211220901A",127.8
"83","TRIZIDELA DO VALE","211223301A",61.8
"84","TUFILÂNDIA","211227401A",202
"85","TURILÂNDIA","211245601A",172.6
"86","VARGEM GRANDE","211270401A",144.8
"87","VIANA","211280301A",176.6
"88","VITÓRIA DO MEARIM","211290201A",151.6
