"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",106.4
"2","ALTO ALEGRE DO MARANHÃO","210043601A",23.6
"3","ALTO ALEGRE DO PINDARÉ","210047701A",95
"4","APICUM-AÇU","210083201A",53.2
"5","ARAIOSES","210090701A",21.4
"6","ARAME","210095601A",54
"7","ARARI","210100401A",258.4
"8","BACABAL","210120201A",47.4
"9","BACABAL","210120202A",49.2
"10","BACURI","210130101A",69.4
"11","BALSAS","210140001A",20
"12","BELA VISTA DO MARANHÃO","210177201A",151.2
"13","BENEDITO LEITE","210180601A",29.6
"14","BOA VISTA DO GURUPI","210197001A",191.4
"15","BREJO","210210101A",0.4
"16","BURITI","210220001A",158.4
"17","BURITICUPU","210232501A",52.8
"18","CAJARI","210250701A",185.2
"19","CANTANHEDE","210270501A",0
"20","CAXIAS","210300001A",64.2
"21","CAXIAS","210300002A",44
"22","CAXIAS","210300003A",57.6
"23","CENTRO DO GUILHERME","210315801A",118.4
"24","CHAPADINHA","210320801A",105.8
"25","CODÓ","210330701A",67
"26","CODÓ","210330702A",57.2
"27","COELHO NETO","210340601A",0.6
"28","COELHO NETO","210340602A",102.8
"29","COLINAS","210350501A",106
"30","CONCEIÇÃO DO LAGO-AÇU","210355401A",159.4
"31","COROATÁ","210360401A",72.2
"32","DUQUE BACELAR","210390101A",105.2
"33","ESPERANTINÓPOLIS","210400801A",38
"34","FORTUNA","210420601A",66.4
"35","GRAJAÚ","210480001A",46.2
"36","GRAJAÚ","210480002A",57.4
"37","ICATU","210510401A",206.6
"38","IMPERATRIZ","210530201A",84
"39","IMPERATRIZ","210530203A",73
"40","ITAPECURU MIRIM","210540101A",190.6
"41","JATOBÁ","210545001A",113.8
"42","LAGO DA PEDRA","210570801A",76.8
"43","LAGO DO JUNCO","210580701A",62.8
"44","LAGO DOS RODRIGUES","210594801A",0
"45","LAGO VERDE","210590601A",114.8
"46","MAGALHÃES DE ALMEIDA","210630001A",103.4
"47","MATÕES","210660701A",68.6
"48","MATÕES DO NORTE","210663101A",80
"49","MIRADOR","210670601A",39
"50","MIRANDA DO NORTE","210675501A",107.6
"51","MIRINZAL","210680501A",146
"52","MONÇÃO","210690401A",242.8
"53","NINA RODRIGUES","210720901A",197.8
"54","OLINDA NOVA DO MARANHÃO","210745601A",139
"55","PALMEIRÂNDIA","210760501A",355.8
"56","PARNARAMA","210780301A",141.8
"57","PAÇO DO LUMIAR","210750601A",150.2
"58","PEDREIRAS","210820701A",117
"59","PENALVA","210830601A",177.6
"60","PERITORÓ","210845401A",89.6
"61","PINDARÉ-MIRIM","210850401A",205.4
"62","PIO XII","210870201A",60.6
"63","PIRAPEMAS","210880101A",174.2
"64","POÇÃO DE PEDRAS","210890001A",57.4
"65","PRESIDENTE DUTRA","210910601A",69.8
"66","PRESIDENTE VARGAS","210930401A",104.4
"67","RAPOSA","210945201A",117.4
"68","ROSÁRIO","210960101A",420.4
"69","SANTA FILOMENA DO MARANHÃO","210975901A",58.6
"70","SANTA HELENA","210980901A",241.2
"71","SANTA LUZIA","211000501A",89.6
"72","SANTA QUITÉRIA DO MARANHÃO","211010401A",112.4
"73","SATUBINHA","211172201A",103.4
"74","SÃO BERNARDO","211060901A",92.8
"75","SÃO LUÍS","211130002A",223.6
"76","SÃO LUÍS","211130003A",262.6
"77","SÃO LUÍS","211130004A",235.8
"78","SÃO LUÍS","211130005A",244
"79","SÃO LUÍS","211130006A",324.4
"80","SÃO LUÍS","211130007A",206.2
"81","SÃO LUÍS","211130008A",214.2
"82","SÃO LUÍS","211130009A",206.4
"83","SÃO LUÍS","211130010A",165.8
"84","SÃO LUÍS","211130011A",157.8
"85","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",95.8
"86","TIMBIRAS","211210001A",97.2
"87","TIMON","211220901A",67
"88","TRIZIDELA DO VALE","211223301A",110.6
"89","TUFILÂNDIA","211227401A",153
"90","TURILÂNDIA","211245601A",198
"91","VARGEM GRANDE","211270401A",107
"92","VIANA","211280301A",172.4
"93","VITÓRIA DO MEARIM","211290201A",202.2
