"","municipio","codEstacao","PrecM"
"1","ALCÂNTARA","210020401A",174
"2","ALTO ALEGRE DO MARANHÃO","210043601A",83.6
"3","ALTO ALEGRE DO PINDARÉ","210047701A",181.4
"4","APICUM-AÇU","210083201A",242.6
"5","ARAIOSES","210090701A",203
"6","ARARI","210100401A",167.2
"7","BACABAL","210120201A",0
"8","BACABAL","210120202A",0.8
"9","BACURI","210130101A",213.6
"10","BALSAS","210140001A",41.8
"11","BELA VISTA DO MARANHÃO","210177201A",79
"12","BENEDITO LEITE","210180601A",48.8
"13","BOA VISTA DO GURUPI","210197001A",198
"14","BURITI","210220001A",161.4
"15","BURITICUPU","210232501A",70.2
"16","CAJARI","210250701A",187.2
"17","CANTANHEDE","210270501A",156.4
"18","CAXIAS","210300001A",26.4
"19","CAXIAS","210300002A",83.8
"20","CAXIAS","210300003A",233.8
"21","CENTRO DO GUILHERME","210315801A",94
"22","CHAPADINHA","210320801A",96.6
"23","CODÓ","210330701A",202.8
"24","CODÓ","210330702A",216.8
"25","COELHO NETO","210340602A",80.2
"26","COLINAS","210350501A",48.2
"27","CONCEIÇÃO DO LAGO-AÇU","210355401A",123.8
"28","COROATÁ","210360401A",73.4
"29","DUQUE BACELAR","210390101A",64.8
"30","ESPERANTINÓPOLIS","210400801A",130.8
"31","FORTALEZA DOS NOGUEIRAS","210410701A",82.4
"32","FORTUNA","210420601A",1.8
"33","GRAJAÚ","210480001A",1.2
"34","GRAJAÚ","210480002A",1
"35","ICATU","210510401A",340
"36","IGARAPÉ DO MEIO","210515301A",84.6
"37","IMPERATRIZ","210530201A",6.4
"38","IMPERATRIZ","210530202A",39.8
"39","IMPERATRIZ","210530203A",33.8
"40","IMPERATRIZ","210530204A",13.6
"41","ITAPECURU MIRIM","210540101A",89.6
"42","JATOBÁ","210545001A",22
"43","LAGO DA PEDRA","210570801A",50.4
"44","LAGO DO JUNCO","210580701A",47
"45","LAGO VERDE","210590601A",127.4
"46","MAGALHÃES DE ALMEIDA","210630001A",94.2
"47","MATÕES","210660701A",150.4
"48","MATÕES DO NORTE","210663101A",19.4
"49","MIRADOR","210670601A",0
"50","MIRANDA DO NORTE","210675501A",133.2
"51","MIRINZAL","210680501A",136.8
"52","MONÇÃO","210690401A",5.8
"53","NINA RODRIGUES","210720901A",90
"54","OLINDA NOVA DO MARANHÃO","210745601A",226.2
"55","PALMEIRÂNDIA","210760501A",212.4
"56","PARNARAMA","210780301A",64.6
"57","PEDREIRAS","210820701A",70.2
"58","PENALVA","210830601A",136.8
"59","PERITORÓ","210845401A",127.4
"60","PINDARÉ-MIRIM","210850401A",102.6
"61","PIO XII","210870201A",45.2
"62","PIRAPEMAS","210880101A",59.6
"63","POÇÃO DE PEDRAS","210890001A",98.2
"64","PRESIDENTE DUTRA","210910601A",11.4
"65","PRESIDENTE VARGAS","210930401A",72.2
"66","RAPOSA","210945201A",131.4
"67","ROSÁRIO","210960101A",259.2
"68","SANTA FILOMENA DO MARANHÃO","210975901A",36.8
"69","SANTA HELENA","210980901A",289.4
"70","SANTA LUZIA","211000501A",125.2
"71","SANTA QUITÉRIA DO MARANHÃO","211010401A",0
"72","SATUBINHA","211172201A",74.4
"73","SÃO BERNARDO","211060901A",125
"74","SÃO FÉLIX DE BALSAS","211080701A",47.4
"75","SÃO LUÍS","211130002A",234.6
"76","SÃO LUÍS","211130003A",312
"77","SÃO LUÍS","211130004A",338.4
"78","SÃO LUÍS","211130005A",319.6
"79","SÃO LUÍS","211130006A",323.8
"80","SÃO LUÍS","211130007A",295.6
"81","SÃO LUÍS","211130008A",317.2
"82","SÃO LUÍS","211130009A",303.6
"83","SÃO LUÍS","211130010A",215
"84","SÃO LUÍS GONZAGA DO MARANHÃO","211140901A",107.8
"85","SÃO MATEUS DO MARANHÃO","211150801A",111
"86","TIMBIRAS","211210001A",98.6
"87","TIMON","211220901A",162.2
"88","TRIZIDELA DO VALE","211223301A",55.8
"89","TUFILÂNDIA","211227401A",77
"90","TURILÂNDIA","211245601A",227.8
"91","VARGEM GRANDE","211270401A",132.6
"92","VIANA","211280301A",212.4
"93","VITÓRIA DO MEARIM","211290201A",84
