"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",85.25
"2","ABREU E LIMA","260005402A",97.32
"3","AFOGADOS DA INGAZEIRA","260010401A",1.38
"4","AGRESTINA","260030201A",23.77
"5","ALIANÇA","260070801A",40.45
"6","ALTINHO","260080701A",28.4
"7","ALTINHO","260080701C",33.4
"8","ALTINHO","260080702A",35.64
"9","AMARAJI","260090601A",128.86
"10","ARARIPINA","260110201A",0
"11","ARAÇOIABA","260105201A",55.75
"12","BARRA DE GUABIRABA","260130001A",88.7
"13","BARREIROS","260140901A",113.74
"14","BARREIROS","260140902A",115.42
"15","BELO JARDIM","260170601C",11
"16","BELÉM DE MARIA","260150802A",59.16
"17","BEZERROS","260190401A",8.62
"18","BEZERROS","260190401C",0.6
"19","BOM CONSELHO","260210001C",27.6
"20","BOM JARDIM","260220901A",28.92
"21","BREJO DA MADRE DE DEUS","260260501C",0
"22","BREJÃO","260240701C",0
"23","BUENOS AIRES","260270401A",27.54
"24","BUÍQUE","260280301A",40.28
"25","CABO DE SANTO AGOSTINHO","260290201G",133.8
"26","CABO DE SANTO AGOSTINHO","260290202A",122.01
"27","CABO DE SANTO AGOSTINHO","260290203A",122.81
"28","CABO DE SANTO AGOSTINHO","260290205A",83.34
"29","CABO DE SANTO AGOSTINHO","260290206A",0.2
"30","CACHOEIRINHA","260310801A",25.96
"31","CAETÉS","260320701A",33.96
"32","CALUMBI","260340501A",0
"33","CALÇADO","260330601A",46.33
"34","CAMARAGIBE","260345401A",120.18
"35","CAMARAGIBE","260345404A",112.42
"36","CAMARAGIBE","260345405A",107.13
"37","CAMARAGIBE","260345406A",101.49
"38","CAMOCIM DE SÃO FÉLIX","260350401A",80.5
"39","CAMUTANGA","260360301A",0
"40","CAPOEIRAS","260380101A",50.45
"41","CARUARU","260410601A",20.82
"42","CARUARU","260410602A",18.26
"43","CARUARU","260410603A",8.18
"44","CARUARU","260410606A",75.34
"45","CARUARU","260410607A",21.8
"46","CARUARU","260410608A",21.56
"47","CASINHAS","260415501A",20.58
"48","CATENDE","260420502A",74.48
"49","CATENDE","260420503A",113.92
"50","CATENDE","260420504A",81.83
"51","CHÃ DE ALEGRIA","260440301A",39.58
"52","CHÃ GRANDE","260450201A",69.2
"53","CONDADO","260460101A",27.71
"54","CORRENTES","260470001A",86.34
"55","CORTÊS","260480901A",140.63
"56","CUMARU","260490801A",22.46
"57","CUSTÓDIA","260510301A",1.02
"58","DORMENTES","260515201C",0
"59","ESCADA","260520201A",80.98
"60","ESCADA","260520202A",72.07
"61","FEIRA NOVA","260540001A",16.47
"62","FERREIROS","260550901A",22.38
"63","FLORES","260560801A",3.17
"64","FLORES","260560801C",0
"65","FLORESTA","260570701A",3.2
"66","FLORESTA","260570702A",9.35
"67","GAMELEIRA","260590501A",96.84
"68","GAMELEIRA","260590502A",112.67
"69","GLÓRIA DO GOITÁ","260610101A",1.58
"70","GLÓRIA DO GOITÁ","260610102A",0
"71","GOIANA","260620001A",33.2
"72","GOIANA","260620002A",44
"73","GOIANA","260620003A",67.51
"74","IATI","260650701A",28.12
"75","IGARASSU","260680403A",67.4
"76","IGARASSU","260680404A",72.26
"77","IGARASSU","260680405A",77.99
"78","IGARASSU","260680406A",17.37
"79","ILHA DE ITAMARACÁ","260760401A",58.76
"80","IPOJUCA","260720801A",105.37
"81","IPOJUCA","260720801G",94.4
"82","IPOJUCA","260720802A",119.92
"83","IPUBI","260730701A",2.19
"84","IPUBI","260730703A",5.97
"85","ITACURUBA","260740601A",0.99
"86","ITACURUBA","260740601C",3.6
"87","ITAMBÉ","260765301A",32.54
"88","ITAMBÉ","260765302A",41.98
"89","ITAPISSUMA","260775201A",82.82
"90","ITAQUITINGA","260780201A",39.95
"91","ITAÍBA","260750501U",34.8
"92","JABOATÃO DOS GUARARAPES","260790101A",127.12
"93","JABOATÃO DOS GUARARAPES","260790101G",117.4
"94","JABOATÃO DOS GUARARAPES","260790102A",106.44
"95","JABOATÃO DOS GUARARAPES","260790102G",144.8
"96","JABOATÃO DOS GUARARAPES","260790103A",110.48
"97","JABOATÃO DOS GUARARAPES","260790103G",62.8
"98","JABOATÃO DOS GUARARAPES","260790104A",117.42
"99","JABOATÃO DOS GUARARAPES","260790104G",48
"100","JABOATÃO DOS GUARARAPES","260790105G",44
"101","JABOATÃO DOS GUARARAPES","260790106A",60.51
"102","JABOATÃO DOS GUARARAPES","260790107A",147.84
"103","JABOATÃO DOS GUARARAPES","260790108A",113.52
"104","JABOATÃO DOS GUARARAPES","260790109A",98.06
"105","JAQUEIRA","260795001A",81.82
"106","JAQUEIRA","260795004H",4.6
"107","JOAQUIM NABUCO","260820602A",103.83
"108","JUREMA","260840401A",55.2
"109","LAGOA DE ITAENGA","260850301A",38.71
"110","LAGOA DO CARRO","260845301A",26.65
"111","LAGOA DO OURO","260860201A",45.84
"112","LAGOA DOS GATOS","260870101A",48.15
"113","LAJEDO","260880001A",29.8
"114","LAJEDO","260880001C",0.2
"115","LIMOEIRO","260890901A",21.69
"116","MACHADOS","260910501A",48.3
"117","MARAIAL","260920401A",86.42
"118","MARAIAL","260920402A",112.7
"119","MORENO","260940201A",53.68
"120","MORENO","260940202A",78.89
"121","NAZARÉ DA MATA","260950101A",23.99
"122","NAZARÉ DA MATA","260950102A",20.4
"123","NAZARÉ DA MATA","260950103A",37.77
"124","NAZARÉ DA MATA","260950104A",9.53
"125","OLINDA","260960001A",66.63
"126","OLINDA","260960001G",63.8
"127","OLINDA","260960002A",8.31
"128","OLINDA","260960003A",0
"129","OLINDA","260960004A",70.6
"130","OLINDA","260960005A",90.91
"131","OROBÓ","260970901C",28.4
"132","OROCÓ","260980801A",1.38
"133","PALMARES","261000402A",80.22
"134","PALMARES","261000403A",92.59
"135","PALMEIRINA","261010301A",108.33
"136","PARANATAMA","261030101A",54.08
"137","PARNAMIRIM","261040002A",1.19
"138","PASSIRA","261050901A",16.48
"139","PAUDALHO","261060801A",65.71
"140","PAUDALHO","261060802A",31.53
"141","PAULISTA","261070702A",82
"142","PAULISTA","261070703A",59.14
"143","PAULISTA","261070704A",52.53
"144","PAULISTA","261070705A",37.54
"145","PAULISTA","261070707A",118.12
"146","PEDRA","261080601A",20.96
"147","PEDRA","261080601C",3.4
"148","PETROLINA","261110101A",5.2
"149","PETROLINA","261110101C",2.8
"150","PETROLINA","261110102C",0
"151","PETROLINA","261110103A",2.8
