"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",179.91
"2","ABREU E LIMA","260005402A",202.49
"3","AFOGADOS DA INGAZEIRA","260010401A",0
"4","AFRÂNIO","260020301U",3
"5","AGRESTINA","260030201A",131.95
"6","ALIANÇA","260070801A",58.48
"7","ALTINHO","260080701C",60.2
"8","AMARAJI","260090601A",188.92
"9","ARAÇOIABA","260105201A",0.2
"10","BARRA DE GUABIRABA","260130001A",138.13
"11","BARREIROS","260140901A",827.87
"12","BARREIROS","260140902A",254.12
"13","BELÉM DE MARIA","260150802A",173.94
"14","BEZERROS","260190401A",51.1
"15","BOM CONSELHO","260210001C",74.4
"16","BONITO","260230801A",191.64
"17","BONITO","260230802A",325.55
"18","BUENOS AIRES","260270401A",74.86
"19","BUÍQUE","260280301A",161.72
"20","CABO DE SANTO AGOSTINHO","260290203A",195.73
"21","CABO DE SANTO AGOSTINHO","260290204A",641.04
"22","CABO DE SANTO AGOSTINHO","260290205A",167.19
"23","CABROBÓ","260300901A",5.62
"24","CACHOEIRINHA","260310801A",90.75
"25","CAETÉS","260320701A",78.74
"26","CALÇADO","260330601A",66.14
"27","CAMARAGIBE","260345401A",226.68
"28","CAMARAGIBE","260345401G",158.2
"29","CAMARAGIBE","260345402A",53.89
"30","CAMARAGIBE","260345403A",46.42
"31","CAMARAGIBE","260345404A",207.91
"32","CAMARAGIBE","260345405A",218.04
"33","CAMARAGIBE","260345406A",194.86
"34","CAMUTANGA","260360301A",25.07
"35","CAPOEIRAS","260380101A",100.99
"36","CARNAUBEIRA DA PENHA","260392601U",33.4
"37","CARNAÍBA","260390001C",27
"38","CARUARU","260410601A",65.36
"39","CARUARU","260410602A",0
"40","CARUARU","260410607A",70.4
"41","CASINHAS","260415501A",68.38
"42","CATENDE","260420504A",4.82
"43","CHÃ DE ALEGRIA","260440301A",113.96
"44","CHÃ GRANDE","260450201A",88.4
"45","CONDADO","260460101A",0.2
"46","CORRENTES","260470001A",158.43
"47","CORTÊS","260480901A",202.2
"48","CUMARU","260490801A",1.79
"49","CUSTÓDIA","260510301A",33.16
"50","DORMENTES","260515201A",5.02
"51","DORMENTES","260515201C",5.8
"52","ESCADA","260520201A",95.43
"53","FEIRA NOVA","260540001A",69.53
"54","FERREIROS","260550901A",63.99
"55","FLORES","260560801A",28.93
"56","FLORESTA","260570701A",17
"57","FLORESTA","260570701C",17
"58","GAMELEIRA","260590501A",175.52
"59","GARANHUNS","260600201C",57.4
"60","GLÓRIA DO GOITÁ","260610102A",3.41
"61","GOIANA","260620001A",107.4
"62","GOIANA","260620002A",87.8
"63","GOIANA","260620003A",130.36
"64","GRANITO","260630901C",18.6
"65","IBIMIRIM","260660601A",3.42
"66","IGARASSU","260680403A",139.8
"67","IGARASSU","260680404A",85.38
"68","IGARASSU","260680405A",72.16
"69","IGUARACI","260690301C",23.8
