"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",152.08
"2","ABREU E LIMA","260005402A",143.47
"3","AFOGADOS DA INGAZEIRA","260010401A",0.79
"4","AGRESTINA","260030201A",73.1
"5","ALIANÇA","260070801A",107.68
"6","ALTINHO","260080701A",57.8
"7","AMARAJI","260090601A",207.03
"8","ANGELIM","260100301A",105.57
"9","ARAÇOIABA","260105201A",121
"10","ARCOVERDE","260120101A",18.81
"11","BARRA DE GUABIRABA","260130001A",125.28
"12","BARRA DE GUABIRABA","260130016H",121.8
"13","BARREIROS","260140901A",202.1
"14","BARREIROS","260140902A",202.42
"15","BARREIROS","260140917H",209.4
"16","BELO JARDIM","260170601A",16.36
"17","BELO JARDIM","260170601C",28.6
"18","BELÉM DE MARIA","260150802A",142.9
"19","BEZERROS","260190401A",69.92
"20","BODOCÓ","260200101A",5.19
"21","BOM CONSELHO","260210001A",6.22
"22","BOM CONSELHO","260210001C",42.2
"23","BOM JARDIM","260220901A",120.04
"24","BONITO","260230801A",147.2
"25","BONITO","260230802A",120.22
"26","BREJINHO","260250601A",0.42
"27","BREJO DA MADRE DE DEUS","260260501C",18.2
"28","BREJÃO","260240701C",70.4
"29","BUENOS AIRES","260270401A",115.02
"30","BUÍQUE","260280301A",57.5
"31","CABO DE SANTO AGOSTINHO","260290204A",133.7
"32","CABROBÓ","260300901A",0.39
"33","CACHOEIRINHA","260310801A",49.43
"34","CAETÉS","260320701A",35.83
"35","CAETÉS","260320701C",27.2
"36","CALÇADO","260330601A",27.09
"37","CAMARAGIBE","260345401A",161.05
"38","CAMARAGIBE","260345401G",108.6
"39","CAMARAGIBE","260345402A",0
"40","CAMARAGIBE","260345403A",5.36
"41","CAMARAGIBE","260345404A",147.6
"42","CAMARAGIBE","260345405A",138.34
"43","CAMARAGIBE","260345406A",121.14
"44","CAMOCIM DE SÃO FÉLIX","260350401A",106.46
"45","CAMUTANGA","260360301A",133.9
"46","CANHOTINHO","260370201A",71.9
"47","CAPOEIRAS","260380101A",48.63
"48","CARNAUBEIRA DA PENHA","260392601U",5.6
"49","CARNAÍBA","260390001A",0.2
"50","CARNAÍBA","260390001C",11
"51","CARUARU","260410601A",58.97
"52","CARUARU","260410602A",46.45
"53","CARUARU","260410603A",5.39
"54","CARUARU","260410606A",3.85
"55","CARUARU","260410607A",0.8
"56","CATENDE","260420502A",140.44
"57","CHÃ DE ALEGRIA","260440301A",94.33
"58","CONDADO","260460101A",177.55
"59","CORRENTES","260470001A",20.53
"60","CORTÊS","260480901A",203.34
"61","CUMARU","260490801A",68.65
"62","CUSTÓDIA","260510301A",11.29
"63","DORMENTES","260515201A",3.04
"64","ESCADA","260520201A",151.77
"65","EXU","260530101A",0.2
"66","FEIRA NOVA","260540001A",70.67
"67","FERREIROS","260550901A",129.21
"68","FLORES","260560801A",1.8
"69","FLORES","260560802A",0.2
"70","FLORESTA","260570701A",8.6
"71","FLORESTA","260570701C",3.4
"72","FREI MIGUELINHO","260580601A",46.82
"73","GAMELEIRA","260590501A",162.52
"74","GAMELEIRA","260590518H",164.8
"75","GARANHUNS","260600201A",45.41
"76","GARANHUNS","260600201C",38.4
"77","GLÓRIA DO GOITÁ","260610102A",84.02
"78","GOIANA","260620001A",177.6
"79","GOIANA","260620002A",145
"80","GOIANA","260620003A",199.1
"81","GOIANA","260620003H",157.4
"82","GRANITO","260630901A",0.2
"83","GRANITO","260630901C",0
"84","IATI","260650701A",36.6
"85","IBIMIRIM","260660601A",5.37
"86","IBIRAJUBA","260670501A",59.61
"87","IGARASSU","260680404A",168.75
"88","IGARASSU","260680405A",141.02
"89","IGUARACI","260690301A",0.4
"90","IGUARACI","260690301C",5
"91","INAJÁ","260700001A",14.27
"92","IPOJUCA","260720801A",222.43
"93","IPOJUCA","260720801G",0
"94","IPOJUCA","260720804A",0
"95","IPOJUCA","260720805A",208.12
"96","IPUBI","260730701A",3.47
"97","IPUBI","260730702A",4.87
"98","IPUBI","260730703A",0.2
"99","ITACURUBA","260740601C",2.8
"100","ITAMBÉ","260765301A",155.26
"101","ITAMBÉ","260765302A",0.6
"102","ITAPETIM","260770301A",4.47
"103","ITAPISSUMA","260775201A",166.22
"104","ITAQUITINGA","260780201A",121.49
"105","ITAÍBA","260750501A",44.24
"106","JABOATÃO DOS GUARARAPES","260790101A",191.65
"107","JABOATÃO DOS GUARARAPES","260790101G",171.6
"108","JABOATÃO DOS GUARARAPES","260790102A",0
"109","JABOATÃO DOS GUARARAPES","260790102G",0
"110","JABOATÃO DOS GUARARAPES","260790103A",92.93
"111","JABOATÃO DOS GUARARAPES","260790103G",196.8
"112","JABOATÃO DOS GUARARAPES","260790104A",115.12
"113","JABOATÃO DOS GUARARAPES","260790106A",143.86
"114","JABOATÃO DOS GUARARAPES","260790107A",200.58
"115","JABOATÃO DOS GUARARAPES","260790108A",169.54
"116","JABOATÃO DOS GUARARAPES","260790109A",159.89
"117","JABOATÃO DOS GUARARAPES","260790115H",224
"118","JABOATÃO DOS GUARARAPES","260790119H",215.4
"119","JAQUEIRA","260795001A",108.05
"120","JATAÚBA","260800801A",8.11
"121","JATAÚBA","260800801C",25.2
"122","JATOBÁ","260805701A",16.42
"123","JATOBÁ","260805701C",15
"124","JOAQUIM NABUCO","260820602A",160.17
"125","JOÃO ALFREDO","260810701A",103
"126","JUCATI","260825501A",47.43
"127","JUPI","260830501A",65.51
"128","JUREMA","260840401A",40.8
"129","JUREMA","260840401C",73
"130","LAGOA DE ITAENGA","260850301A",74.42
"131","LAGOA DO CARRO","260845301A",116
"132","LAGOA DO OURO","260860201A",26.6
"133","LAGOA DOS GATOS","260870101A",83.5
"134","LAGOA GRANDE","260875001A",8.02
"135","LAGOA GRANDE","260875001U",5
"136","LAJEDO","260880001A",32.4
"137","LIMOEIRO","260890901A",16.15
"138","MACAPARANA","260900601A",71.64
"139","MACHADOS","260910501A",11.87
"140","MARAIAL","260920401A",93.58
"141","MIRANDIBA","260930301C",7.2
"142","MOREILÂNDIA","261430301A",3.97
"143","MORENO","260940202A",150.43
"144","NAZARÉ DA MATA","260950101A",44.56
"145","NAZARÉ DA MATA","260950102A",102.2
"146","NAZARÉ DA MATA","260950103A",100.84
"147","OLINDA","260960001A",134.69
"148","OLINDA","260960001G",118
"149","OLINDA","260960002A",122.52
"150","OLINDA","260960003A",144.41
"151","OLINDA","260960004A",134.37
"152","OLINDA","260960005A",131.96
"153","OROBÓ","260970901A",78.96
"154","OROBÓ","260970901C",76.2
"155","OROCÓ","260980801A",0.2
"156","OURICURI","260990701C",0
"157","PALMARES","261000402A",121.18
"158","PALMARES","261000403A",165.07
"159","PALMEIRINA","261010301A",29.36
"160","PANELAS","261020201A",59.33
"161","PARANATAMA","261030101A",72.34
"162","PARNAMIRIM","261040001A",0
"163","PARNAMIRIM","261040002A",0.83
"164","PASSIRA","261050901A",76.92
"165","PAUDALHO","261060802A",1.19
"166","PAULISTA","261070702A",119.76
"167","PAULISTA","261070704A",105.71
"168","PAULISTA","261070705A",122.91
"169","PEDRA","261080601A",35.49
"170","PESQUEIRA","261090501A",19.13
"171","PESQUEIRA","261090501C",0
"172","PETROLINA","261110101A",0.8
"173","PETROLINA","261110101C",1
"174","PETROLINA","261110102A",3.6
"175","PETROLINA","261110103A",0.4
"176","PETROLINA","261110104A",2
"177","PETROLÂNDIA","261100201A",6.09
"178","POMBOS","261130901A",42.4
"179","POÇÃO","261120001A",37.6
"180","PRIMAVERA","261140801A",144.41
"181","QUIPAPÁ","261150701A",107.85
"182","QUIPAPÁ","261150702A",71.34
"183","QUIXABA","261153301A",0.2
"184","RECIFE","261160601A",146.79
"185","RECIFE","261160603A",142.05
"186","RECIFE","261160603G",135.4
"187","RECIFE","261160605A",128.08
"188","RECIFE","261160605G",176
"189","RECIFE","261160606A",17.85
"190","RECIFE","261160606G",64.2
"191","RECIFE","261160607A",102.2
"192","RECIFE","261160608A",0
"193","RECIFE","261160609A",11.89
"194","RECIFE","261160609G",0
"195","RECIFE","261160610A",138.88
"196","RECIFE","261160613A",121.12
"197","RECIFE","261160614A",102.63
"198","RECIFE","261160615A",169.18
"199","RECIFE","261160617A",133.99
"200","RECIFE","261160618A",142.81
"201","RECIFE","261160619A",158.69
"202","RECIFE","261160620A",117.6
"203","RECIFE","261160621A",180.6
"204","RECIFE","261160623A",110.41
"205","RIACHO DAS ALMAS","261170501A",39.66
"206","RIBEIRÃO","261180402A",137.79
"207","RIO FORMOSO","261190302A",133.59
"208","RIO FORMOSO","261190303A",188.98
"209","SALGADINHO","261210901A",99.84
"210","SALGADINHO","261210901C",53
"211","SALGUEIRO","261220801A",2.78
"212","SALOÁ","261230701A",20.53
"213","SANHARÓ","261240601A",33
"214","SANHARÓ","261240601C",6
"215","SANTA CRUZ DA BAIXA VERDE","261247101A",14.2
"216","SANTA CRUZ DO CAPIBARIBE","261250501A",38.26
"217","SANTA CRUZ DO CAPIBARIBE","261250501U",22.8
"218","SANTA FILOMENA","261255401A",0.2
"219","SANTA FILOMENA","261255401C",3.4
"220","SANTA MARIA DO CAMBUCÁ","261270301A",48.62
"221","SERRA TALHADA","261390901C",1.4
"222","SERRITA","261400601U",7.4
"223","SERTÂNIA","261410501A",14.23
"224","SERTÂNIA","261410501C",13.8
"225","SOLIDÃO","261440201A",0.83
"226","SURUBIM","261450101A",44.92
"227","SÃO BENEDITO DO SUL","261290101A",127.6
"228","SÃO BENTO DO UNA","261300801C",37.6
"229","SÃO CAITANO","261310701A",47.58
"230","SÃO JOAQUIM DO MONTE","261330501U",5.8
"231","SÃO JOAQUIM DO MONTE","261330502A",86.67
"232","SÃO JOSÉ DA COROA GRANDE","261340401A",215.36
"233","SÃO JOSÉ DO BELMONTE","261350302A",19.75
"234","SÃO JOÃO","261320601A",58.22
"235","SÃO LOURENÇO DA MATA","261370101A",115.52
"236","SÃO LOURENÇO DA MATA","261370103A",94.82
"237","SÃO LOURENÇO DA MATA","261370104A",139
"238","SÃO VICENTE FERRER","261380001A",146.86
"239","TACAIMBÓ","261470902A",26.09
"240","TACARATU","261480801A",69.53
"241","TACARATU","261480801C",98.8
"242","TAMANDARÉ","261485701A",168.84
"243","TAMANDARÉ","261485702A",214.48
"244","TAQUARITINGA DO NORTE","261500301A",79.01
"245","TEREZINHA","261510201A",87.5
"246","TERRA NOVA","261520102A",0.99
"247","TIMBAÚBA","261530001A",93.36
"248","TORITAMA","261540901A",52.68
"249","TRACUNHAÉM","261550801A",117.83
"250","TRINDADE","261560701U",2
"251","TRIUNFO","261570601A",48.9
"252","TUPANATINGA","261580501A",49.82
"253","TUPARETAMA","261590401A",1.86
"254","VENTUROSA","261600101C",24.8
"255","VERDEJANTE","261610001A",0
"256","VERTENTE DO LÉRIO","261618301A",46.54
"257","VERTENTE DO LÉRIO","261618301C",27.6
"258","VICÊNCIA","261630801A",29.68
"259","VICÊNCIA","261630802A",89.8
"260","VITÓRIA DE SANTO ANTÃO","261640702A",59.65
"261","XEXÉU","261650601A",166.17
"262","ÁGUA PRETA","260040101A",14.18
"263","ÁGUAS BELAS","260050002A",43.49
