"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",28.604244605
"2","BARRA DE GUABIRABA","260130001A",18.256358079
"3","BARREIROS","260140901A",195.12792576
"4","BARREIROS","260140902A",35.44195464
"5","BELÉM DE MARIA","260150802A",29.805799778
"6","BEZERROS","260190401A",1.8392
"7","CABO DE SANTO AGOSTINHO","260290202A",14.672802336
"8","CABO DE SANTO AGOSTINHO","260290203A",19.215397161
"9","CABO DE SANTO AGOSTINHO","260290204A",13.835212628
"10","CABO DE SANTO AGOSTINHO","260290205A",13.141449887
"11","CABROBÓ","260300901A",1.380460516
"12","CACHOEIRINHA","260310801A",7.826806509
"13","CAMARAGIBE","260345401A",168.434328138
"14","CAMARAGIBE","260345402A",37.50114644
"15","CAMARAGIBE","260345403A",14.818334457
"16","CAMARAGIBE","260345404A",36.016646083
"17","CAMARAGIBE","260345405A",35.649186277
"18","CAMARAGIBE","260345406A",25.397335802
"19","CARUARU","260410601A",1.6392
"20","CARUARU","260410602A",1.4196
"21","CARUARU","260410603A",2.171012392
"22","CARUARU","260410604A",3.2013
"23","CARUARU","260410605A",1.192681569
"24","CARUARU","260410606A",9.028605529
"25","CATENDE","260420501A",26.136841314
"26","CATENDE","260420502A",0
"27","CATENDE","260420503A",40.036430999
"28","CORRENTES","260470001A",4.993179805
"29","CORTÊS","260480901A",14.282180833
"30","ESCADA","260520201A",36.252712046
"31","GAMELEIRA","260590501A",34.986130127
"32","IBIMIRIM","260660601A",0.2
"33","IGARASSU","260680402A",5.361562358
"34","IGARASSU","260680403A",33.539492472
"35","IGARASSU","260680404A",15.424321833
"36","IGARASSU","260680405A",33.825440605
"37","IPOJUCA","260720801A",25.153450376
"38","IPOJUCA","260720802A",23.315846543
"39","IPOJUCA","260720803A",17.205096664
"40","IPOJUCA","260720804A",25.725666008
"41","IPUBI","260730701A",0.2
"42","IPUBI","260730702A",1.99764
"43","JABOATÃO DOS GUARARAPES","260790101A",150.16689071
"44","JABOATÃO DOS GUARARAPES","260790102A",135.12678781
"45","JABOATÃO DOS GUARARAPES","260790103A",99.747335883
"46","JABOATÃO DOS GUARARAPES","260790104A",144.588315652
"47","JABOATÃO DOS GUARARAPES","260790106A",9.312137851
"48","JABOATÃO DOS GUARARAPES","260790107A",40.013310678
"49","JABOATÃO DOS GUARARAPES","260790108A",24.91818849
"50","JABOATÃO DOS GUARARAPES","260790109A",7.894863198
"51","JAQUEIRA","260795001A",19.401731543
"52","JOAQUIM NABUCO","260820601A",41.978544692
"53","LAGOA GRANDE","260875001A",0.2
"54","MARAIAL","260920401A",14.599024269
"55","MARAIAL","260920402A",36.603028748
"56","MORENO","260940201A",28.450200355
"57","MORENO","260940202A",37.648181516
"58","NAZARÉ DA MATA","260950101A",14.467837021
"59","NAZARÉ DA MATA","260950102A",14.417690275
"60","NAZARÉ DA MATA","260950103A",10.177482862
"61","OLINDA","260960001A",167.545531214
"62","OLINDA","260960002A",22.272808353
"63","OLINDA","260960003A",23.203091869
"64","OLINDA","260960004A",16.637876841
"65","OLINDA","260960005A",16.196439068
"66","OROCÓ","260980801A",0.2
"67","PALMARES","261000401A",28.823944811
"68","PALMARES","261000402A",20.26629833
"69","PAULISTA","261070702A",25.178854845
"70","PAULISTA","261070703A",28.246015874
"71","PAULISTA","261070704A",20.226733053
"72","PAULISTA","261070705A",11.52987898
"73","PAULISTA","261070706A",21.892610458
"74","PRIMAVERA","261140801A",80.766981847
"75","QUIPAPÁ","261150701A",17.001360533
"76","QUIPAPÁ","261150702A",14.615647827
"77","QUIPAPÁ","261150703A",16.716387019
"78","RECIFE","261160603A",135.22063518
"79","RECIFE","261160604A",143.946239608
"80","RECIFE","261160605A",173.95536
"81","RECIFE","261160606A",169.306195472
"82","RECIFE","261160607A",167.796167508
"83","RECIFE","261160608A",29.691812421
"84","RECIFE","261160609A",139.686560953
"85","RECIFE","261160610A",155.611869201
"86","RECIFE","261160612A",58.866004139
"87","RECIFE","261160613A",63.056329312
"88","RECIFE","261160614A",79.071235214
"89","RECIFE","261160615A",48.745869381
"90","RECIFE","261160616A",39.545022415
"91","RECIFE","261160617A",70.356742604
"92","RECIFE","261160618A",85.163412674
"93","RECIFE","261160619A",48.316577831
"94","RIBEIRÃO","261180401A",41.705211199
"95","RIO FORMOSO","261190301A",66.826135195
"96","RIO FORMOSO","261190302A",51.055850672
"97","SIRINHAÉM","261420401A",45.696044153
"98","SÃO BENEDITO DO SUL","261290101A",16.07043835
"99","SÃO JOAQUIM DO MONTE","261330501A",13.5504167
"100","SÃO LOURENÇO DA MATA","261370101A",21.655942952
"101","SÃO LOURENÇO DA MATA","261370102A",23.150705134
"102","SÃO LOURENÇO DA MATA","261370103A",17.288797749
"103","VICÊNCIA","261630801A",25.669611765
"104","VITÓRIA DE SANTO ANTÃO","261640702A",10.572676677
"105","VITÓRIA DE SANTO ANTÃO","261640703A",9.609221851
"106","VITÓRIA DE SANTO ANTÃO","261640704A",10.748022683
"107","XEXÉU","261650601A",22.488199062
"108","ÁGUA PRETA","260040101A",34.051242133
"109","ÁGUAS BELAS","260050001A",2.6588
"110","ÁGUAS BELAS","260050002A",1.6
