"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",37.38
"2","ABREU E LIMA","260005402A",54.42
"3","AFOGADOS DA INGAZEIRA","260010401A",0
"4","AFRÂNIO","260020301A",0
"5","AFRÂNIO","260020301U",0
"6","ALAGOINHA","260060901U",4
"7","ALIANÇA","260070801A",11.83
"8","ALTINHO","260080701A",16.2
"9","ALTINHO","260080701C",0
"10","ALTINHO","260080702A",18.32
"11","AMARAJI","260090601A",87.83
"12","ANGELIM","260100301A",28.24
"13","ARARIPINA","260110201A",0
"14","ARAÇOIABA","260105201A",21.05
"15","ARCOVERDE","260120101C",2.6
"16","BARRA DE GUABIRABA","260130001A",37.58
"17","BARREIROS","260140901A",51.14
"18","BARREIROS","260140902A",44.61
"19","BARREIROS","260140903A",48.97
"20","BELO JARDIM","260170601C",5.6
"21","BELÉM DE MARIA","260150802A",39.67
"22","BETÂNIA","260180501A",0.2
"23","BEZERROS","260190401A",5.6
"24","BEZERROS","260190401C",0.6
"25","BODOCÓ","260200101C",0
"26","BOM CONSELHO","260210001C",13.4
"27","BONITO","260230801A",52.59
"28","BREJINHO","260250601A",0
"29","BREJO DA MADRE DE DEUS","260260501C",2.6
"30","BREJÃO","260240701C",9.4
"31","BUENOS AIRES","260270401A",17.84
"32","BUÍQUE","260280301A",14.04
"33","CABO DE SANTO AGOSTINHO","260290204A",76.09
"34","CABROBÓ","260300901A",0
"35","CABROBÓ","260300901C",0
"36","CABROBÓ","260300902A",0.4
"37","CACHOEIRINHA","260310801A",3.8
"38","CACHOEIRINHA","260310802A",4.98
"39","CAETÉS","260320701A",15.89
"40","CAETÉS","260320701C",9.4
"41","CALÇADO","260330601A",19.52
"42","CAMARAGIBE","260345401A",80.45
"43","CAMARAGIBE","260345402A",71.52
"44","CAMARAGIBE","260345403A",92.8
"45","CAMARAGIBE","260345404A",71.46
"46","CAMARAGIBE","260345405A",44.24
"47","CAMARAGIBE","260345406A",68.07
"48","CAMOCIM DE SÃO FÉLIX","260350401A",27.98
"49","CAMUTANGA","260360301A",0.8
