"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",0
"2","ALTINHO","260080701A",12.8
"3","ALTINHO","260080701C",25.4
"4","ARCOVERDE","260120101C",8.4
"5","BARRA DE GUABIRABA","260130001A",95.54
"6","BARREIROS","260140902A",174.03
"7","BELÉM DE MARIA","260150802A",97.88
"8","BEZERROS","260190401A",13.53
"9","BEZERROS","260190401C",17.8
"10","BODOCÓ","260200101C",0.8
"11","BOM CONSELHO","260210001C",45.6
"12","BREJO DA MADRE DE DEUS","260260501C",5.8
"13","BREJÃO","260240701C",68.2
"14","CABO DE SANTO AGOSTINHO","260290202A",135.94
"15","CABO DE SANTO AGOSTINHO","260290203A",116.25
"16","CABO DE SANTO AGOSTINHO","260290205A",146.54
"17","CABROBÓ","260300901A",0.2
"18","CACHOEIRINHA","260310801A",23.59
"19","CAETÉS","260320701C",38.2
"20","CAMARAGIBE","260345401A",52.18
"21","CAMARAGIBE","260345402A",107.1
"22","CAMARAGIBE","260345403A",119.5
"23","CAMARAGIBE","260345404A",106.22
"24","CAMARAGIBE","260345406A",100.02
"25","CANHOTINHO","260370201C",61.8
"26","CARUARU","260410601A",24.32
"27","CARUARU","260410602A",18.42
"28","CARUARU","260410603A",8.98
"29","CARUARU","260410604A",24.03
"30","CARUARU","260410605A",21.98
"31","CARUARU","260410606A",86.18
"32","CARUARU","260410607A",19.4
"33","CATENDE","260420501A",88.58
"34","CATENDE","260420502A",91.83
"35","CATENDE","260420503A",98.39
"36","CEDRO","260430401C",4.6
"37","CHÃ GRANDE","260450201A",6.8
"38","CORRENTES","260470001A",79.38
"39","CORRENTES","260470001C",57.6
"40","CORTÊS","260480901A",121.21
"41","CUSTÓDIA","260510301C",5.8
"42","DORMENTES","260515201C",0.6
"43","ESCADA","260520201A",82.53
"44","EXU","260530101C",3
"45","FLORES","260560801C",4.4
"46","FLORESTA","260570701A",1.6
"47","FLORESTA","260570701C",0.4
"48","FREI MIGUELINHO","260580601C",16.6
"49","GAMELEIRA","260590501A",98.65
"50","GARANHUNS","260600201C",28
"51","GOIANA","260620001A",9.4
"52","GOIANA","260620002A",6.8
"53","GRANITO","260630901C",2.2
"54","GRAVATÁ","260640801C",23.8
"55","IATI","260650701C",11.4
"56","IBIMIRIM","260660601A",2.58
"57","IBIMIRIM","260660601C",2
"58","IGARASSU","260680403A",95.44
"59","IGARASSU","260680404A",127.12
"60","IGARASSU","260680405A",97.51
"61","IGUARACI","260690301C",1.2
"62","INAJÁ","260700001C",1.8
"63","IPOJUCA","260720801A",108.12
"64","IPOJUCA","260720802A",0
"65","IPOJUCA","260720803A",81.94
"66","IPOJUCA","260720804A",96
"67","IPUBI","260730701A",1.79
"68","IPUBI","260730701C",2
"69","IPUBI","260730702A",4.56
"70","ITACURUBA","260740601C",0.8
"71","JABOATÃO DOS GUARARAPES","260790101A",182.61
"72","JABOATÃO DOS GUARARAPES","260790102A",128.53
"73","JABOATÃO DOS GUARARAPES","260790104A",159.67
"74","JABOATÃO DOS GUARARAPES","260790106A",110.53
"75","JABOATÃO DOS GUARARAPES","260790107A",153.8
"76","JABOATÃO DOS GUARARAPES","260790108A",158.1
"77","JABOATÃO DOS GUARARAPES","260790110A",122.6
"78","JAQUEIRA","260795001A",29.23
"79","JATAÚBA","260800801C",15.6
"80","JATOBÁ","260805701C",3.4
"81","JOAQUIM NABUCO","260820601A",108.42
"82","JUREMA","260840401A",58.2
"83","JUREMA","260840401C",61.8
"84","LAJEDO","260880001A",2.6
"85","LAJEDO","260880001C",36.4
"86","MANARI","260915401C",26.6
"87","MARAIAL","260920401A",80.65
"88","MARAIAL","260920402A",133.9
"89","MIRANDIBA","260930301C",1
"90","MORENO","260940201A",62.15
"91","MORENO","260940202A",74.27
"92","NAZARÉ DA MATA","260950101A",29.95
"93","NAZARÉ DA MATA","260950102A",32.63
"94","NAZARÉ DA MATA","260950103A",36.99
"95","OLINDA","260960001A",121.47
"96","OLINDA","260960002A",126.93
"97","OLINDA","260960003A",110.13
"98","OLINDA","260960004A",91.36
"99","OLINDA","260960005A",118.29
"100","OROBÓ","260970901C",39.6
"101","OROCÓ","260980801A",0
"102","OROCÓ","260980801C",0.2
"103","OURICURI","260990701C",2.6
"104","PALMARES","261000401A",93.04
"105","PALMARES","261000402A",77.45
"106","PALMEIRINA","261010301U",6.6
"107","PARNAMIRIM","261040001C",1
"108","PAULISTA","261070703A",95.78
"109","PAULISTA","261070704A",81.59
"110","PAULISTA","261070706A",113.05
"111","PEDRA","261080601C",3
"112","PESQUEIRA","261090501C",22.6
"113","PETROLINA","261110101A",0.2
"114","PETROLINA","261110102A",6.2
"115","PETROLINA","261110103A",0.2
"116","PETROLINA","261110104A",0.6
"117","POMBOS","261130901A",1
"118","POÇÃO","261120001A",14.6
"119","PRIMAVERA","261140801A",100.96
"120","QUIPAPÁ","261150701A",75.65
"121","QUIPAPÁ","261150702A",86.86
"122","QUIPAPÁ","261150703A",98.68
"123","RECIFE","261160601A",101.7
"124","RECIFE","261160603A",102.73
"125","RECIFE","261160604A",117.42
"126","RECIFE","261160606A",114.57
"127","RECIFE","261160607A",94.25
"128","RECIFE","261160608A",101.06
"129","RECIFE","261160609A",21.48
"130","RECIFE","261160610A",106.02
"131","RECIFE","261160612A",120.42
"132","RECIFE","261160613A",81.43
