"","municipio","codEstacao","PrecM"
"1","ALAGOINHA","250050201A",107.4
"2","BAYEUX","250180701A",106.4
"3","BAYEUX","250180702A",108.6
"4","BAYEUX","250180703A",99.4
"5","CAAPORÃ","250300101A",181.4
"6","CABEDELO","250320901A",94
"7","CABEDELO","250320902A",122
"8","CABEDELO","250320903A",122.6
"9","CAMALAÚ","250390201C",49
"10","CAMPINA GRANDE","250400901A",54
"11","CAMPINA GRANDE","250400902A",48.8
"12","CAMPINA GRANDE","250400904A",45.8
"13","CAMPINA GRANDE","250400905A",46.6
"14","CAMPINA GRANDE","250400906A",32.6
"15","CAMPINA GRANDE","250400907A",0.6
"16","COREMAS","250480101A",31.8
"17","ESPERANÇA","250600401C",37.6
"18","JOÃO PESSOA","250750701A",94.4
"19","JOÃO PESSOA","250750702A",113.2
"20","JOÃO PESSOA","250750703A",105.4
"21","JOÃO PESSOA","250750704A",106.6
"22","JOÃO PESSOA","250750705A",135.6
"23","JOÃO PESSOA","250750706A",124.8
"24","JOÃO PESSOA","250750707A",102.6
"25","JUAZEIRINHO","250770501C",2.2
"26","MARI","250910701A",115.8
"27","MATARACA","250930501A",0
"28","MULUNGU","250980001A",68.2
"29","PATOS","251080801A",0
"30","PATOS","251080802A",0.6
"31","PIANCÓ","251130101C",3.2
"32","PICUÍ","251140001C",21.8
"33","PITIMBU","251190501A",160
"34","POMBAL","251210101C",5.8
"35","QUEIMADAS","251250702U",35.6
"36","REMÍGIO","251270501C",64.6
"37","SANTA TERESINHA","251380201C",13.6
"38","SANTANA DOS GARROTES","251360401C",1.8
"39","SAPÉ","251530201A",111.8
"40","SOLEDADE","251610201C",2.8
"41","SOLÂNEA","251600301C",0
"42","SOUSA","251620101A",0.4
"43","SOUSA","251620101C",2.6
"44","SOUSA","251620102A",0.2
"45","SÃO BENTO","251390101A",0.2
