"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",7.6
"2","ALAGOINHA","250050201A",9.8
"3","BARRA DE SANTANA","250157501C",2.8
"4","BAYEUX","250180701A",57
"5","BAYEUX","250180702A",61.8
"6","BAYEUX","250180703A",61.8
"7","CAAPORÃ","250300101A",80.8
"8","CABEDELO","250320901A",0
"9","CABEDELO","250320902A",50.2
"10","CABEDELO","250320903A",50
"11","CAMALAÚ","250390201C",0
"12","CAMPINA GRANDE","250400901A",9.6
"13","CAMPINA GRANDE","250400901C",3.2
"14","CAMPINA GRANDE","250400902A",10.8
"15","CAMPINA GRANDE","250400903A",13
"16","CAMPINA GRANDE","250400904A",10
"17","CAMPINA GRANDE","250400905A",7.4
"18","CAMPINA GRANDE","250400906A",11.6
"19","CAMPINA GRANDE","250400907A",9
"20","CONCEIÇÃO","250440501C",0
"21","COREMAS","250480101A",0
"22","ESPERANÇA","250600401C",1.4
"23","ITAPORANGA","250700202U",0
"24","JOÃO PESSOA","250750701A",57.2
"25","JOÃO PESSOA","250750702A",71.8
"26","JOÃO PESSOA","250750703A",70.6
"27","JOÃO PESSOA","250750705A",70.8
"28","JOÃO PESSOA","250750706A",53.6
"29","JOÃO PESSOA","250750707A",65.6
"30","JUAZEIRINHO","250770501C",2.2
"31","JUNCO DO SERIDÓ","250780401C",0
"32","MARI","250910701A",8.8
"33","MASSARANDUBA","250920601C",11
"34","MATARACA","250930501A",32.2
"35","MONTEIRO","250970101C",0.4
"36","MULUNGU","250980001A",3.4
"37","PATOS","251080801A",0
"38","PATOS","251080801C",0
"39","PATOS","251080802A",0.6
"40","POMBAL","251210101C",0
"41","REMÍGIO","251270501C",8.8
"42","SANTA TERESINHA","251380201C",0
"43","SANTANA DOS GARROTES","251360401C",0
"44","SAPÉ","251530201A",12.6
"45","SOLEDADE","251610201C",1.8
"46","SOLÂNEA","251600301C",1.6
"47","SOUSA","251620101A",0
"48","SOUSA","251620102A",0
"49","SÃO BENTO","251390101A",0
"50","SÃO MAMEDE","251490901C",0
"51","UMBUZEIRO","251700101C",5.2
