"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",29.8
"2","ALAGOINHA","250050201A",34.4
"3","BARRA DE SANTANA","250157501C",3.4
"4","BAYEUX","250180701A",65.8
"5","BAYEUX","250180702A",60
"6","BAYEUX","250180703A",61.4
"7","BREJO DO CRUZ","250280501C",0
"8","CAAPORÃ","250300101A",17
"9","CABEDELO","250320901A",58
"10","CABEDELO","250320902A",68
"11","CABEDELO","250320903A",52.6
"12","CAJAZEIRAS","250370401C",0
"13","CAMALAÚ","250390201C",18.8
"14","CAMPINA GRANDE","250400901A",19.4
"15","CAMPINA GRANDE","250400901C",3.8
"16","CAMPINA GRANDE","250400902A",20.4
"17","CAMPINA GRANDE","250400903A",11.4
"18","CAMPINA GRANDE","250400904A",12.2
"19","CAMPINA GRANDE","250400905A",14.8
"20","CAMPINA GRANDE","250400906A",12.2
"21","CAMPINA GRANDE","250400907A",0
"22","CATOLÉ DO ROCHA","250430602U",0
"23","CONCEIÇÃO","250440501C",0
"24","ESPERANÇA","250600401C",6
"25","ITAPORANGA","250700202U",0
"26","JOÃO PESSOA","250750701A",65
"27","JOÃO PESSOA","250750702A",76.2
"28","JOÃO PESSOA","250750703A",71.6
"29","JOÃO PESSOA","250750704A",68
"30","JOÃO PESSOA","250750705A",74.4
"31","JOÃO PESSOA","250750706A",65.6
"32","JOÃO PESSOA","250750707A",58.2
"33","JUAZEIRINHO","250770501C",0
"34","JUNCO DO SERIDÓ","250780401C",0
"35","JURU","250800001C",0
"36","LIVRAMENTO","250850501C",1.6
"37","MARI","250910701A",44
"38","MASSARANDUBA","250920601C",4
"39","MATARACA","250930501A",30.8
"40","MONTEIRO","250970101C",17.6
"41","MULUNGU","250980001A",22
"42","PATOS","251080801A",0.2
"43","PATOS","251080801C",0
"44","PATOS","251080802A",0
"45","PAULISTA","251090701C",0
"46","PICUÍ","251140001C",0.6
"47","PITIMBU","251190501A",100
"48","REMÍGIO","251270501C",22.2
"49","SALGADO DE SÃO FÉLIX","251310901C",0
"50","SANTA TERESINHA","251380201C",0
"51","SANTANA DE MANGUEIRA","251350501C",0
"52","SANTANA DOS GARROTES","251360401C",0
"53","SAPÉ","251530201A",56.8
"54","SOLEDADE","251610201C",0
"55","SOLÂNEA","251600301C",11
"56","SOUSA","251620101A",16.6
"57","SOUSA","251620101C",0
"58","SOUSA","251620102A",0
"59","SÃO BENTO","251390101A",16.4
"60","SÃO JOSÉ DE PIRANHAS","251450301C",0
"61","SÃO MAMEDE","251490901C",0
"62","TAPEROÁ","251650802U",0.4
"63","TRIUNFO","251680501C",0
"64","UIRAÚNA","251690401C",0
"65","UMBUZEIRO","251700101C",0
