"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",108.2
"2","ALAGOINHA","250050201A",109.2
"3","BARRA DE SANTANA","250157501C",53
"4","BAYEUX","250180701A",147
"5","BAYEUX","250180702A",145
"6","BAYEUX","250180703A",141
"7","CAAPORÃ","250300101A",221.6
"8","CABEDELO","250320901A",189.4
"9","CABEDELO","250320902A",227.4
"10","CABEDELO","250320903A",94.2
"11","CAMALAÚ","250390201C",13.4
"12","CAMPINA GRANDE","250400901A",73.4
"13","CAMPINA GRANDE","250400901C",40.8
"14","CAMPINA GRANDE","250400902A",68.4
"15","CAMPINA GRANDE","250400903A",67.6
"16","CAMPINA GRANDE","250400904A",63.8
"17","CAMPINA GRANDE","250400905A",67
"18","CAMPINA GRANDE","250400906A",77.6
"19","CAMPINA GRANDE","250400907A",60.2
"20","CATOLÉ DO ROCHA","250430602U",88.4
"21","CONCEIÇÃO","250440501C",3.8
"22","CONDADO","250450401C",12
"23","COREMAS","250480101A",0.6
"24","ESPERANÇA","250600401C",55.6
"25","ITAPORANGA","250700202U",52.2
"26","JOÃO PESSOA","250750701A",151
"27","JOÃO PESSOA","250750702A",180.8
"28","JOÃO PESSOA","250750703A",156.6
"29","JOÃO PESSOA","250750704A",198.6
"30","JOÃO PESSOA","250750705A",194.6
"31","JOÃO PESSOA","250750706A",215.4
"32","JOÃO PESSOA","250750707A",154.4
"33","JUAZEIRINHO","250770501C",10.6
"34","JUNCO DO SERIDÓ","250780401C",10
"35","JURU","250800001C",52.2
"36","MANAÍRA","250900801C",31.8
"37","MARI","250910701A",78.6
"38","MASSARANDUBA","250920601C",8.4
"39","MATARACA","250930501A",0
"40","MONTEIRO","250970101C",65.8
"41","MULUNGU","250980001A",70.2
"42","PATOS","251080801A",9.6
"43","PATOS","251080801C",16.8
"44","PATOS","251080802A",44.4
"45","PICUÍ","251140001C",8.2
"46","PITIMBU","251190501A",184
"47","POMBAL","251210101C",17.8
"48","REMÍGIO","251270501C",55.6
"49","SANTA TERESINHA","251380201C",11.6
"50","SANTANA DE MANGUEIRA","251350501C",26
"51","SANTANA DOS GARROTES","251360401C",62.4
"52","SAPÉ","251530201A",77
"53","SOLEDADE","251610201C",15.2
"54","SOLÂNEA","251600301C",46.2
"55","SOUSA","251620101A",20.2
"56","SOUSA","251620102A",23
"57","SÃO BENTO","251390101A",93
"58","SÃO JOSÉ DA LAGOA TAPADA","251420602U",24.6
"59","SÃO MAMEDE","251490901C",17.2
"60","TAPEROÁ","251650802U",24
"61","TRIUNFO","251680501C",10.8
"62","UIRAÚNA","251690401C",0.2
"63","UMBUZEIRO","251700101C",36.6
"64","VÁRZEA","251710001U",0
