"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",202.4
"2","ALAGOINHA","250050201A",214
"3","BARRA DE SANTA ROSA","250160902U",72.6
"4","BARRA DE SANTANA","250157501C",30
"5","BAYEUX","250180701A",330.6
"6","BAYEUX","250180702A",335.6
"7","BAYEUX","250180703A",326.2
"8","CAAPORÃ","250300101A",441.2
"9","CABEDELO","250320901A",345
"10","CABEDELO","250320902A",325.8
"11","CABEDELO","250320903A",361.8
"12","CAMPINA GRANDE","250400901A",85.4
"13","CAMPINA GRANDE","250400902A",74.6
"14","CAMPINA GRANDE","250400903A",69.4
"15","CAMPINA GRANDE","250400904A",68.4
"16","CAMPINA GRANDE","250400905A",60.4
"17","CAMPINA GRANDE","250400906A",72
"18","CAMPINA GRANDE","250400907A",61.2
"19","CATOLÉ DO ROCHA","250430602U",21.4
"20","CONCEIÇÃO","250440501C",18.8
"21","ESPERANÇA","250600401C",105.8
"22","ITAPORANGA","250700202U",81.2
"23","JOÃO PESSOA","250750701A",300.6
"24","JOÃO PESSOA","250750702A",326.2
"25","JOÃO PESSOA","250750703A",318.6
"26","JOÃO PESSOA","250750704A",356.8
"27","JOÃO PESSOA","250750705A",355.4
"28","JOÃO PESSOA","250750706A",242.8
"29","JOÃO PESSOA","250750707A",294.6
"30","JUNCO DO SERIDÓ","250780401C",16
"31","JURU","250800001C",64
"32","LIVRAMENTO","250850501C",5.2
"33","MARI","250910701A",262.6
"34","MASSARANDUBA","250920601C",37
"35","MATARACA","250930501A",241.6
"36","MONTEIRO","250970101C",51.8
"37","MULUNGU","250980001A",212.4
"38","PATOS","251080801C",12
"39","PICUÍ","251140001C",36.6
"40","PITIMBU","251190501A",488
"41","POMBAL","251210101C",25.2
"42","QUEIMADAS","251250702U",62.8
"43","REMÍGIO","251270501C",142.4
"44","SALGADO DE SÃO FÉLIX","251310901C",67.6
"45","SANTANA DE MANGUEIRA","251350501C",23.6
"46","SAPÉ","251530201A",282
"47","SOLEDADE","251610201C",34.6
"48","SOLÂNEA","251600301C",193.4
"49","SOUSA","251620101C",20.8
"50","SÃO JOSÉ DA LAGOA TAPADA","251420602U",38.8
"51","SÃO JOSÉ DE PIRANHAS","251450301C",97.8
"52","SÃO JOÃO DO CARIRI","251400801C",5.4
"53","TAPEROÁ","251650802U",6
"54","UMBUZEIRO","251700101C",91.8
"55","VÁRZEA","251710001U",47
