"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",89
"2","ALAGOINHA","250050201A",131.6
"3","BARRA DE SANTANA","250157501C",79.8
"4","BAYEUX","250180701A",453.2
"5","BAYEUX","250180702A",405.8
"6","BAYEUX","250180703A",396
"7","CAAPORÃ","250300101A",399.8
"8","CABEDELO","250320901A",0
"9","CABEDELO","250320902A",513.6
"10","CABEDELO","250320903A",557.2
"11","CAMALAÚ","250390201C",0
"12","CAMPINA GRANDE","250400901A",86.2
"13","CAMPINA GRANDE","250400901C",70.4
"14","CAMPINA GRANDE","250400902A",87.2
"15","CAMPINA GRANDE","250400903A",67.8
"16","CAMPINA GRANDE","250400904A",57.4
"17","CAMPINA GRANDE","250400905A",1.2
"18","CAMPINA GRANDE","250400906A",64.2
"19","CAMPINA GRANDE","250400907A",43.6
"20","CONCEIÇÃO","250440501C",10.2
"21","COREMAS","250480101A",134.6
"22","ESPERANÇA","250600401C",32
"23","ITAPORANGA","250700202U",6
"24","JOÃO PESSOA","250750701A",423.6
"25","JOÃO PESSOA","250750702A",454.8
"26","JOÃO PESSOA","250750703A",423.8
"27","JOÃO PESSOA","250750704A",535.8
"28","JOÃO PESSOA","250750705A",596.4
"29","JOÃO PESSOA","250750706A",534.8
"30","JOÃO PESSOA","250750707A",482.6
"31","JUAZEIRINHO","250770501C",28.4
"32","JUNCO DO SERIDÓ","250780401C",0
"33","MARI","250910701A",253.8
"34","MASSARANDUBA","250920601C",93.4
"35","MATARACA","250930501A",28.2
"36","MONTEIRO","250970101C",9
"37","MULUNGU","250980001A",102.2
"38","PATOS","251080801A",190
"39","PATOS","251080801C",156.6
"40","PATOS","251080802A",210.4
"41","PICUÍ","251140001C",0.8
"42","POMBAL","251210101C",180.6
"43","REMÍGIO","251270501C",57.8
"44","SANTA TERESINHA","251380201C",0
"45","SANTANA DE MANGUEIRA","251350501C",0.2
"46","SANTANA DOS GARROTES","251360401C",0.4
"47","SAPÉ","251530201A",296
"48","SOLEDADE","251610201C",30.4
"49","SOLÂNEA","251600301C",65.4
"50","SOUSA","251620101A",117.8
"51","SOUSA","251620102A",63.2
"52","SÃO BENTO","251390101A",171.8
"53","SÃO JOSÉ DA LAGOA TAPADA","251420602U",7.6
"54","SÃO MAMEDE","251490901C",46.6
"55","UMBUZEIRO","251700101C",64
