"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",127.6
"2","ALAGOINHA","250050201A",132
"3","BARRA DE SANTANA","250157501C",51.2
"4","BAYEUX","250180701A",0.6
"5","BAYEUX","250180702A",335
"6","BAYEUX","250180703A",341.4
"7","CAAPORÃ","250300101A",329.2
"8","CABEDELO","250320901A",382.2
"9","CABEDELO","250320902A",458.4
"10","CABEDELO","250320903A",484.6
"11","CAMPINA GRANDE","250400901A",117.2
"12","CAMPINA GRANDE","250400901C",39.6
"13","CAMPINA GRANDE","250400902A",84.8
"14","CAMPINA GRANDE","250400903A",71.6
"15","CAMPINA GRANDE","250400904A",74.8
"16","CAMPINA GRANDE","250400905A",83.4
"17","CAMPINA GRANDE","250400906A",94.2
"18","CAMPINA GRANDE","250400907A",67.2
"19","CONCEIÇÃO","250440501C",0.2
"20","CONDADO","250450401C",0
"21","COREMAS","250480101A",21.8
"22","ESPERANÇA","250600401C",29.8
"23","ITAPORANGA","250700202U",0
"24","JOÃO PESSOA","250750701A",366
"25","JOÃO PESSOA","250750702A",319.6
"26","JOÃO PESSOA","250750703A",333.4
"27","JOÃO PESSOA","250750704A",367
"28","JOÃO PESSOA","250750705A",412.4
"29","JOÃO PESSOA","250750706A",434.2
"30","JOÃO PESSOA","250750707A",396.6
"31","JURU","250800001C",1.4
"32","MARI","250910701A",123.2
"33","MATARACA","250930501A",338.6
"34","MULUNGU","250980001A",109.8
"35","PATOS","251080801A",50.2
"36","PATOS","251080801C",48.8
"37","PATOS","251080802A",63
"38","PICUÍ","251140001C",0
"39","PITIMBU","251190501A",236.2
"40","POMBAL","251210101C",0
"41","REMÍGIO","251270501C",24.8
"42","SANTA TERESINHA","251380201C",0
"43","SAPÉ","251530201A",171.4
"44","SOLEDADE","251610201C",21.8
"45","SOLÂNEA","251600301C",19.4
"46","SOUSA","251620101A",62.2
"47","SOUSA","251620102A",50.6
"48","SÃO BENTO","251390101A",112.4
"49","SÃO MAMEDE","251490901C",0.2
"50","UMBUZEIRO","251700101C",76.4
