"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",48.4
"2","ALAGOINHA","250050201A",31
"3","BARRA DE SANTANA","250157501C",28.2
"4","BAYEUX","250180701A",243.8
"5","BAYEUX","250180702A",240
"6","BAYEUX","250180703A",222
"7","CAAPORÃ","250300101A",180.6
"8","CABEDELO","250320901A",131
"9","CABEDELO","250320902A",155
"10","CABEDELO","250320903A",68
"11","CAMALAÚ","250390201C",122.4
"12","CAMPINA GRANDE","250400901A",35.6
"13","CAMPINA GRANDE","250400901C",18.8
"14","CAMPINA GRANDE","250400902A",32.6
"15","CAMPINA GRANDE","250400903A",26.6
"16","CAMPINA GRANDE","250400904A",28.6
"17","CAMPINA GRANDE","250400905A",22.6
"18","CAMPINA GRANDE","250400906A",41.8
"19","CAMPINA GRANDE","250400907A",25.4
"20","CONCEIÇÃO","250440501C",1.8
"21","CONDADO","250450401C",112.6
"22","COREMAS","250480101A",3.2
"23","ESPERANÇA","250600401C",38.2
"24","JOÃO PESSOA","250750701A",230.6
"25","JOÃO PESSOA","250750702A",229.2
"26","JOÃO PESSOA","250750703A",63.2
"27","JOÃO PESSOA","250750704A",164
"28","JOÃO PESSOA","250750705A",220
"29","JOÃO PESSOA","250750706A",65
"30","JOÃO PESSOA","250750707A",230.6
"31","JUAZEIRINHO","250770501C",18.2
"32","JUNCO DO SERIDÓ","250780401C",0.6
"33","JURU","250800001C",42.4
"34","MANAÍRA","250900801C",0
"35","MARI","250910701A",68.6
"36","MASSARANDUBA","250920601C",2
"37","MATARACA","250930501A",7.2
"38","MONTEIRO","250970101C",39.8
"39","MULUNGU","250980001A",38.2
"40","PATOS","251080801A",70
"41","PATOS","251080801C",65.8
"42","PATOS","251080802A",53.6
"43","PITIMBU","251190501A",212.6
"44","POMBAL","251210101C",41.4
"45","QUEIMADAS","251250702U",38.2
"46","REMÍGIO","251270501C",64.4
"47","SANTA TERESINHA","251380201C",0
"48","SANTANA DE MANGUEIRA","251350501C",2.2
"49","SANTANA DOS GARROTES","251360401C",86.4
"50","SAPÉ","251530201A",77.6
"51","SOLEDADE","251610201C",9
"52","SOLÂNEA","251600301C",31
"53","SOUSA","251620101A",176.4
"54","SOUSA","251620102A",128.8
"55","SÃO BENTO","251390101A",43.2
"56","SÃO JOSÉ DA LAGOA TAPADA","251420602U",15.8
"57","SÃO MAMEDE","251490901C",107.2
"58","UMBUZEIRO","251700101C",24
