"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",38.4
"2","ALAGOINHA","250050201A",37.8
"3","BAYEUX","250180701A",120.8
"4","BAYEUX","250180702A",138.6
"5","BAYEUX","250180703A",129.6
"6","CAAPORÃ","250300101A",156
"7","CABEDELO","250320901A",107.8
"8","CABEDELO","250320902A",126.6
"9","CABEDELO","250320903A",119.6
"10","CAMPINA GRANDE","250400901A",21.6
"11","CAMPINA GRANDE","250400902A",19.8
"12","CAMPINA GRANDE","250400903A",19.2
"13","CAMPINA GRANDE","250400904A",16.2
"14","CAMPINA GRANDE","250400905A",19
"15","CAMPINA GRANDE","250400906A",12.6
"16","CAMPINA GRANDE","250400907A",11.8
"17","JOÃO PESSOA","250750701A",129.4
"18","JOÃO PESSOA","250750702A",133
"19","JOÃO PESSOA","250750703A",143
"20","JOÃO PESSOA","250750704A",80.8
"21","JOÃO PESSOA","250750705A",89.8
"22","JOÃO PESSOA","250750706A",72.8
"23","JOÃO PESSOA","250750707A",93.8
"24","MARI","250910701A",36.8
"25","MATARACA","250930501A",96
"26","MULUNGU","250980001A",30.2
"27","PITIMBU","251190501A",143.4
"28","SAPÉ","251530201A",38.6
