"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",0.8
"2","ACARAÚ","230020002A",0.6
"3","ACOPIARA","230030901U",0.2
"4","AMONTADA","230075401A",0
"5","AMONTADA","230075401H",0
"6","AMONTADA","230075402A",0.2
"7","AMONTADA","230075403A",0
"8","ARATUBA","230140601C",2.4
"9","AURORA","230170301A",0
"10","BATURITÉ","230210701A",3
"11","BATURITÉ","230210701C",1.4
"12","BELA CRUZ","230230501A",0
"13","BOA VIAGEM","230240401A",0
"14","BOA VIAGEM","230240401C",0.2
"15","BREJO SANTO","230250301C",6.4
"16","CANINDÉ","230280001A",0.2
"17","CANINDÉ","230280002A",0
"18","CARIDADE","230300601A",0
"19","CAUCAIA","230370901A",4.74
"20","CAUCAIA","230370902A",3.95
"21","CAUCAIA","230370903A",4
"22","CAUCAIA","230370903H",6.6
"23","CAUCAIA","230370904A",2
"24","CAUCAIA","230370905A",7.33
"25","CAUCAIA","230370906A",5.91
"26","CHAVAL","230390701A",0
"27","CRATEÚS","230410302A",0
"28","CRATO","230420201A",0
"29","CRATO","230420202A",0
"30","CRATO","230420204H",0
"31","FORQUILHA","230435001A",0
"32","FORTALEZA","230440001A",3.17
"33","FORTALEZA","230440002A",4.56
"34","FORTALEZA","230440003A",4.55
"35","FORTALEZA","230440004A",3
"36","FORTALEZA","230440005A",4.54
"37","FORTALEZA","230440005H",3.6
"38","FORTALEZA","230440006A",2.37
"39","FORTALEZA","230440007A",1.4
"40","FORTALEZA","230440008A",50.27
"41","FORTALEZA","230440009A",3.96
"42","FORTALEZA","230440010A",6.52
"43","FORTALEZA","230440011A",3.75
"44","FORTALEZA","230440012A",4.55
"45","FORTALEZA","230440014A",3.75
"46","FORTALEZA","230440015A",8.48
"47","FORTALEZA","230440016A",6.91
"48","GRANJA","230470701A",0
"49","GRANJA","230470702A",0
"50","ICÓ","230540701A",0
"51","ICÓ","230540702A",0
"52","IGUATU","230550601A",1.2
"53","IGUATU","230550602A",0
"54","IRAUÇUBA","230610801A",0
"55","ITAIÇABA","230620701A",0
"56","ITAPAGÉ","230630601C",0.2
"57","JAGUARIBE","230690001C",0.2
"58","JAGUARUANA","230700701A",0
"59","JAGUARUANA","230700702A",0
"60","JAGUARUANA","230700703A",0
"61","JAGUARUANA","230700704A",0
"62","JAGUARUANA","230700705A",0
"63","JAGUARUANA","230700706A",0
"64","JUAZEIRO DO NORTE","230730401A",0
"65","LAVRAS DA MANGABEIRA","230750201A",0
"66","LAVRAS DA MANGABEIRA","230750207H",0.2
"67","LIMOEIRO DO NORTE","230760101A",0
"68","MADALENA","230763501A",0
"69","MARACANAÚ","230765001A",3.6
"70","MARACANAÚ","230765002A",2.6
"71","MARACANAÚ","230765003A",1
"72","MARACANAÚ","230765004A",3.2
"73","MARANGUAPE","230770001A",0.8
"74","MARANGUAPE","230770002A",2.2
"75","MARCO","230780901A",0
"76","MASSAPÊ","230800501A",0
"77","MAURITI","230810401A",0
"78","MERUOCA","230820301A",0.2
"79","MISSÃO VELHA","230840101A",0
"80","MOMBAÇA","230850001C",1.2
"81","MORADA NOVA","230870802A",0
"82","MORADA NOVA","230870803A",0
"83","MORADA NOVA","230870804A",0
"84","MORADA NOVA","230870805A",0
"85","MORADA NOVA","230870810H",0.6
"86","MORAÚJO","230880701A",0
"87","MORRINHOS","230890601A",0
"88","PACAJUS","230960701C",0.4
"89","PACOTI","230980501A",9.2
"90","PACUJÁ","230990401A",0
"91","PEDRA BRANCA","231050601A",0
"92","PEDRA BRANCA","231050602A",0
"93","PENTECOSTE","231070401C",0.6
"94","QUIXELÔ","231135501C",2
"95","QUIXERAMOBIM","231140501A",0
"96","QUIXERÉ","231150401A",0
"97","REDENÇÃO","231160301C",0.6
"98","RUSSAS","231180101A",0
"99","RUSSAS","231180102A",0
"100","SANTANA DO ACARAÚ","231200701A",0
"101","SANTANA DO ACARAÚ","231200702H",0
"102","SENADOR POMPEU","231270001A",0
"103","SOBRAL","231290801A",0
"104","SOBRAL","231290802A",0
"105","SOBRAL","231290803A",0
"106","SOBRAL","231290811H",106.6
"107","TABULEIRO DO NORTE","231310401A",0
"108","UBAJARA","231360901C",1
"109","VIÇOSA DO CEARÁ","231410201A",0
"110","VIÇOSA DO CEARÁ","231410202A",0
