"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",0.2
"2","ACARAÚ","230020002A",0
"3","ACOPIARA","230030901U",0.2
"4","ALCÂNTARAS","230050701C",0
"5","ALTO SANTO","230070501C",0.2
"6","AMONTADA","230075401A",0
"7","AMONTADA","230075401H",0
"8","AMONTADA","230075402A",0
"9","AMONTADA","230075403A",0
"10","APUIARÉS","230090301U",6.6
"11","ARACATI","230110901C",0
"12","ARACOIABA","230120801C",0
"13","ARATUBA","230140601C",14
"14","ASSARÉ","230160401C",0
"15","AURORA","230170301A",0
"16","AURORA","230170301U",0
"17","BANABUIÚ","230185101C",23.6
"18","BARBALHA","230190101C",0
"19","BARRO","230200801C",0
"20","BATURITÉ","230210701A",8.8
"21","BATURITÉ","230210701C",0
"22","BELA CRUZ","230230501A",0
"23","BOA VIAGEM","230240401A",0.8
"24","BOA VIAGEM","230240401C",5.2
"25","BREJO SANTO","230250301C",0.2
"26","CANINDÉ","230280001A",3.6
"27","CANINDÉ","230280001C",5.2
"28","CANINDÉ","230280002A",12.2
"29","CAPISTRANO","230290901C",0
"30","CARIDADE","230300601A",13
"31","CARIDADE","230300601U",0
"32","CARIRIAÇU","230320401C",0
"33","CARIÚS","230330301U",0
"34","CATARINA","230360001C",0
"35","CAUCAIA","230370901A",0.2
"36","CAUCAIA","230370902A",0.2
"37","CAUCAIA","230370903A",0.99
"38","CAUCAIA","230370903H",0.2
"39","CAUCAIA","230370904A",0
"40","CAUCAIA","230370905A",1.59
"41","CAUCAIA","230370906A",0.2
"42","CHAVAL","230390701A",0
"43","COREAÚ","230400401A",0
"44","COREAÚ","230400401C",0
"45","CRATEÚS","230410302A",0
"46","CRATO","230420201A",0
"47","CRATO","230420201C",0
"48","CRATO","230420202A",0
"49","CRATO","230420204H",0
"50","FARIAS BRITO","230430101C",0
"51","FORQUILHA","230435001A",2.56
"52","FORQUILHA","230435001C",1.4
"53","FORTALEZA","230440001A",6.31
"54","FORTALEZA","230440002A",1.38
"55","FORTALEZA","230440003A",0.99
"56","FORTALEZA","230440004A",0.99
"57","FORTALEZA","230440005A",0.39
"58","FORTALEZA","230440005H",1
"59","FORTALEZA","230440006A",0.2
"60","FORTALEZA","230440007A",1.38
"61","FORTALEZA","230440008A",0
"62","FORTALEZA","230440009A",0.4
"63","FORTALEZA","230440010A",0.2
"64","FORTALEZA","230440011A",0.2
"65","FORTALEZA","230440012A",6.5
"66","FORTALEZA","230440014A",0.59
"67","FORTALEZA","230440015A",3.75
"68","FORTALEZA","230440016A",0.79
"69","FRECHEIRINHA","230450901C",4
"70","GENERAL SAMPAIO","230460801C",0
"71","GRANJA","230470701A",0
"72","GRANJA","230470702A",0.2
"73","GRAÇA","230465701C",4.6
"74","GROAÍRAS","230490506H",3
"75","GUARACIABA DO NORTE","230500101C",14.2
