"","municipio","codEstacao","PrecM"
"1","ABREU E LIMA","260005401A",181.06
"2","ABREU E LIMA","260005402A",143.33
"3","AFOGADOS DA INGAZEIRA","260010401A",0
"4","ALIANÇA","260070801A",12.73
"5","ALTINHO","260080701A",43
"6","ALTINHO","260080702A",53.69
"7","ARAÇOIABA","260105201A",20.79
"8","BARRA DE GUABIRABA","260130001A",70.93
"9","BARREIROS","260140901A",0
"10","BARREIROS","260140901H",186.4
"11","BARREIROS","260140902A",179.58
"12","BELÉM DE MARIA","260150802A",116.67
"13","BEZERROS","260190401A",26.87
"14","BEZERROS","260190401C",0
"15","BOM JARDIM","260220901A",42.68
"16","BREJÃO","260240701C",0
"17","BUENOS AIRES","260270401A",41.86
"18","BUÍQUE","260280301A",97.35
"19","CABO DE SANTO AGOSTINHO","260290201G",109.4
"20","CABO DE SANTO AGOSTINHO","260290202A",98.33
"21","CABO DE SANTO AGOSTINHO","260290203A",180.34
"22","CABO DE SANTO AGOSTINHO","260290204A",244.48
"23","CABO DE SANTO AGOSTINHO","260290205A",182.8
"24","CABROBÓ","260300901A",8.72
"25","CACHOEIRINHA","260310801A",40.8
"26","CAETÉS","260320701A",35.52
"27","CALÇADO","260330601A",51.66
"28","CAMARAGIBE","260345401A",149.09
"29","CAMARAGIBE","260345401G",180
"30","CAMARAGIBE","260345402A",126.09
"31","CAMARAGIBE","260345403A",168.72
"32","CAMARAGIBE","260345404A",168.41
"33","CAMARAGIBE","260345405A",172.28
"34","CAMARAGIBE","260345406A",152.48
"35","CAMOCIM DE SÃO FÉLIX","260350401A",70.18
"36","CAMUTANGA","260360301A",30.9
"37","CAPOEIRAS","260380101A",38.16
"38","CARUARU","260410601A",33.66
"39","CARUARU","260410602A",35.45
"40","CARUARU","260410603A",16.48
"41","CARUARU","260410605A",37.57
"42","CARUARU","260410606A",113.2
"43","CARUARU","260410607A",29.8
"44","CATENDE","260420502A",78.82
"45","CATENDE","260420503A",121.16
"46","CATENDE","260420504A",74.9
"47","CHÃ DE ALEGRIA","260440301A",45.07
"48","CHÃ GRANDE","260450201A",102.6
"49","CONDADO","260460101A",13.86
"50","CORRENTES","260470001A",59.91
"51","CORTÊS","260480901A",123.75
"52","CUSTÓDIA","260510301A",0
"53","ESCADA","260520201A",118.22
"54","FERREIROS","260550901A",29.34
"55","FLORES","260560801A",12.46
"56","FLORESTA","260570701A",4.6
"57","FLORESTA","260570702A",3.2
"58","GAMELEIRA","260590501A",87.42
"59","GLÓRIA DO GOITÁ","260610101A",15.63
"60","GLÓRIA DO GOITÁ","260610102A",46.46
"61","GOIANA","260620001A",48.4
"62","GOIANA","260620002A",57.6
"63","GOIANA","260620003A",24.96
"64","IBIMIRIM","260660601A",29.02
"65","IBIMIRIM","260660601C",2.8
"66","IGARASSU","260680403A",92.79
"67","IGARASSU","260680404A",149.68
"68","IGARASSU","260680405A",183.42
"69","ILHA DE ITAMARACÁ","260760401A",144.91
"70","IPOJUCA","260720801A",164.6
"71","IPOJUCA","260720801G",180.8
"72","IPOJUCA","260720802A",0
"73","IPOJUCA","260720804A",168.29
"74","IPOJUCA","260720805A",0.2
"75","IPUBI","260730701A",10.95
"76","IPUBI","260730702A",9.58
"77","IPUBI","260730703A",2.39
"78","ITACURUBA","260740601C",12.4
"79","ITAMBÉ","260765301A",5.01
"80","ITAMBÉ","260765302A",29.87
"81","ITAPISSUMA","260775201A",71.54
"82","ITAQUITINGA","260780201A",55.71
"83","ITAÍBA","260750501U",2.6
"84","JABOATÃO DOS GUARARAPES","260790101A",224.42
"85","JABOATÃO DOS GUARARAPES","260790101G",125.8
"86","JABOATÃO DOS GUARARAPES","260790102A",146.43
"87","JABOATÃO DOS GUARARAPES","260790102G",163
"88","JABOATÃO DOS GUARARAPES","260790103A",165.4
"89","JABOATÃO DOS GUARARAPES","260790103G",158.4
"90","JABOATÃO DOS GUARARAPES","260790104A",220.9
"91","JABOATÃO DOS GUARARAPES","260790104G",171.2
"92","JABOATÃO DOS GUARARAPES","260790106A",244.19
"93","JABOATÃO DOS GUARARAPES","260790108A",141.35
"94","JABOATÃO DOS GUARARAPES","260790109A",223.6
"95","JAQUEIRA","260795001A",71.1
"96","JAQUEIRA","260795004H",76.6
"97","JUREMA","260840401A",38.8
"98","LAGOA DE ITAENGA","260850301A",49.99
"99","LAGOA DO CARRO","260845301A",29.41
"100","LAGOA DO OURO","260860201A",63.52
"101","LAGOA DOS GATOS","260870101A",47.45
"102","LAGOA GRANDE","260875001A",21.88
"103","LAJEDO","260880001A",40.2
"104","LAJEDO","260880001C",0
"105","MACAPARANA","260900601A",26.28
"106","MACHADOS","260910501A",64.28
"107","MARAIAL","260920401A",70.73
"108","MARAIAL","260920402A",113.49
"109","MORENO","260940201A",59.06
"110","MORENO","260940202A",97.67
"111","NAZARÉ DA MATA","260950101A",14.22
"112","NAZARÉ DA MATA","260950103A",43.75
"113","NAZARÉ DA MATA","260950104A",61.11
"114","OLINDA","260960001A",184.22
"115","OLINDA","260960001G",181.8
"116","OLINDA","260960002A",254.22
"117","OLINDA","260960003A",247.18
"118","OLINDA","260960004A",198.59
"119","OLINDA","260960005A",198.72
"120","OROBÓ","260970901C",28
"121","OROCÓ","260980801A",6.54
"122","PALMARES","261000402A",0
"123","PALMARES","261000403A",116.24
"124","PALMEIRINA","261010301A",108.19
"125","PARANATAMA","261030101A",68.79
"126","PAUDALHO","261060801A",0.83
"127","PAUDALHO","261060802A",39.12
"128","PAULISTA","261070702A",191.93
"129","PAULISTA","261070703A",214.98
"130","PAULISTA","261070704A",214.67
"131","PAULISTA","261070705A",225.51
"132","PAULISTA","261070707A",168.62
"133","PEDRA","261080601A",0
"134","PETROLINA","261110101A",1.4
"135","PETROLINA","261110101C",1.2
"136","PETROLINA","261110102A",1
"137","PETROLINA","261110103A",2.6
"138","PETROLINA","261110103C",0
"139","PETROLINA","261110104A",3.2
"140","POMBOS","261130901A",44.8
"141","POÇÃO","261120001A",32.4
"142","PRIMAVERA","261140801A",0
"143","QUIPAPÁ","261150701A",64.27
"144","QUIPAPÁ","261150702A",72.78
"145","RECIFE","261160601A",153.1
"146","RECIFE","261160603A",178.14
"147","RECIFE","261160603G",153.8
"148","RECIFE","261160604A",220.43
"149","RECIFE","261160604G",98.6
"150","RECIFE","261160605A",201.22
"151","RECIFE","261160605G",191
"152","RECIFE","261160606A",212.29
"153","RECIFE","261160606G",171.2
"154","RECIFE","261160607A",207.08
"155","RECIFE","261160608A",212.54
"156","RECIFE","261160609A",232.03
"157","RECIFE","261160609G",221.8
"158","RECIFE","261160610A",246.07
"159","RECIFE","261160611G",205
"160","RECIFE","261160613A",201.85
"161","RECIFE","261160614A",218.79
"162","RECIFE","261160615A",180.44
"163","RECIFE","261160617A",210.27
"164","RECIFE","261160618A",237.66
"165","RECIFE","261160619A",154.66
"166","RECIFE","261160620A",242.2
"167","RECIFE","261160621A",213.4
"168","RECIFE","261160623A",224.56
"169","RIBEIRÃO","261180401A",113.9
"170","RIO FORMOSO","261190301A",167.43
