"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",91.6
"2","BARRA DE SANTANA","250157501C",22.2
"3","BAYEUX","250180701A",212
"4","BAYEUX","250180702A",189.6
"5","BAYEUX","250180703A",169
"6","BREJO DO CRUZ","250280501C",0
"7","CAAPORÃ","250300101A",206.8
"8","CABEDELO","250320901A",144.2
"9","CABEDELO","250320902A",151
"10","CAMALAÚ","250390201C",184.4
"11","CAMPINA GRANDE","250400901A",82.6
"12","CAMPINA GRANDE","250400901C",29.8
"13","CAMPINA GRANDE","250400902A",98.4
"14","CAMPINA GRANDE","250400903A",84.6
"15","CAMPINA GRANDE","250400904A",75.2
"16","CAMPINA GRANDE","250400905A",73.6
"17","CAMPINA GRANDE","250400906A",72.2
"18","CAMPINA GRANDE","250400907A",69
"19","CONCEIÇÃO","250440501C",6.8
"20","CONDADO","250450401C",186.6
"21","ESPERANÇA","250600401C",46.4
"22","JOÃO PESSOA","250750701A",180.8
"23","JOÃO PESSOA","250750702A",142.2
"24","JOÃO PESSOA","250750703A",0
"25","JOÃO PESSOA","250750704A",209.4
"26","JOÃO PESSOA","250750705A",218.6
"27","JOÃO PESSOA","250750706A",0
"28","JOÃO PESSOA","250750707A",211.2
"29","JUAZEIRINHO","250770501C",118
"30","JUNCO DO SERIDÓ","250780401C",19.8
"31","JURU","250800001C",97.6
"32","MANAÍRA","250900801C",24.6
"33","MARI","250910701A",72
"34","MASSARANDUBA","250920601C",2.4
"35","MATARACA","250930501A",0
"36","MONTEIRO","250970101C",103.4
"37","MULUNGU","250980001A",63.6
"38","PATOS","251080801A",123.8
"39","PATOS","251080801C",154.4
"40","PATOS","251080802A",145.6
"41","PICUÍ","251140001C",2.6
"42","PITIMBU","251190501A",197.8
"43","POMBAL","251210101C",103.6
"44","QUEIMADAS","251250702U",72.6
"45","REMÍGIO","251270501C",98.4
"46","SANTA TERESINHA","251380201C",0
"47","SANTANA DE MANGUEIRA","251350501C",7.2
"48","SANTANA DOS GARROTES","251360401C",94.6
"49","SAPÉ","251530201A",45
"50","SOLEDADE","251610201C",33.4
"51","SOLÂNEA","251600301C",141.2
"52","SOUSA","251620101A",124.2
"53","SOUSA","251620102A",158.4
"54","SÃO BENTO","251390101A",132.2
"55","SÃO JOSÉ DA LAGOA TAPADA","251420602U",111
"56","SÃO MAMEDE","251490901C",175
"57","TAPEROÁ","251650802U",155.8
"58","TRIUNFO","251680501C",36.4
"59","UMBUZEIRO","251700101C",38.8
