"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",157.8
"2","ALAGOINHA","250050201A",213.6
"3","BARRA DE SANTA ROSA","250160902U",53.4
"4","BARRA DE SANTANA","250157501C",65
"5","BAYEUX","250180701A",359.8
"6","BAYEUX","250180702A",357.2
"7","BAYEUX","250180703A",393.2
"8","CAAPORÃ","250300101A",326
"9","CABEDELO","250320901A",459.4
"10","CABEDELO","250320902A",469.6
"11","CABEDELO","250320903A",361.6
"12","CAMPINA GRANDE","250400901A",105
"13","CAMPINA GRANDE","250400902A",110.4
"14","CAMPINA GRANDE","250400903A",94.4
"15","CAMPINA GRANDE","250400904A",80.8
"16","CAMPINA GRANDE","250400905A",81.8
"17","CAMPINA GRANDE","250400906A",102
"18","CAMPINA GRANDE","250400907A",82.8
"19","CATOLÉ DO ROCHA","250430602U",67
"20","CONCEIÇÃO","250440501C",24.2
"21","ESPERANÇA","250600401C",88.4
"22","ITAPORANGA","250700202U",84
"23","JOÃO PESSOA","250750701A",340
"24","JOÃO PESSOA","250750702A",285.2
"25","JOÃO PESSOA","250750703A",326.2
"26","JOÃO PESSOA","250750704A",281
"27","JOÃO PESSOA","250750705A",332.8
"28","JOÃO PESSOA","250750706A",315.2
"29","JOÃO PESSOA","250750707A",364.2
"30","JUAZEIRINHO","250770501C",26.2
"31","JUNCO DO SERIDÓ","250780401C",111.8
"32","JURU","250800001C",69.8
"33","LIVRAMENTO","250850501C",32.6
"34","MARI","250910701A",17.6
"35","MASSARANDUBA","250920601C",63.4
"36","MATARACA","250930501A",239.4
"37","MONTEIRO","250970101C",16.6
"38","MULUNGU","250980001A",148.2
"39","PATOS","251080801C",44.8
"40","PICUÍ","251140001C",43.8
"41","PITIMBU","251190501A",289.4
"42","POMBAL","251210101C",105.2
"43","QUEIMADAS","251250702U",92.4
"44","REMÍGIO","251270501C",142.6
"45","SALGADO DE SÃO FÉLIX","251310901C",111.2
"46","SANTANA DE MANGUEIRA","251350501C",24.8
"47","SAPÉ","251530201A",219.8
"48","SOLEDADE","251610201C",27.4
"49","SOLÂNEA","251600301C",79.6
"50","SOUSA","251620101C",0.6
"51","SÃO JOSÉ DA LAGOA TAPADA","251420602U",54.2
"52","SÃO JOSÉ DE PIRANHAS","251450301C",117.6
"53","SÃO JOÃO DO CARIRI","251400801C",61.6
"54","TAPEROÁ","251650802U",32.8
"55","UMBUZEIRO","251700101C",84.4
"56","VÁRZEA","251710001U",85.8
