"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",128.4
"2","BARRA DE SANTA ROSA","250160902U",68.2
"3","BARRA DE SANTANA","250157501C",38.6
"4","BAYEUX","250180701A",265.2
"5","BAYEUX","250180702A",228.4
"6","BAYEUX","250180703A",240
"7","CAAPORÃ","250300101A",234
"8","CABEDELO","250320901A",259
"9","CABEDELO","250320902A",211.8
"10","CABEDELO","250320903A",264.8
"11","CAJAZEIRAS","250370401C",0.6
"12","CAMALAÚ","250390201C",19.8
"13","CAMPINA GRANDE","250400901A",91.6
"14","CAMPINA GRANDE","250400901C",33.6
"15","CAMPINA GRANDE","250400902A",108.2
"16","CAMPINA GRANDE","250400903A",116.6
"17","CAMPINA GRANDE","250400904A",118.8
"18","CAMPINA GRANDE","250400905A",81.2
"19","CAMPINA GRANDE","250400906A",71.8
"20","CAMPINA GRANDE","250400907A",100.4
"21","ESPERANÇA","250600401C",85.2
"22","ITAPORANGA","250700202U",224
"23","JOÃO PESSOA","250750701A",294.2
"24","JOÃO PESSOA","250750702A",285
"25","JOÃO PESSOA","250750703A",256.6
"26","JOÃO PESSOA","250750704A",271.2
"27","JOÃO PESSOA","250750705A",302.6
"28","JOÃO PESSOA","250750706A",254
"29","JOÃO PESSOA","250750707A",269
"30","JUAZEIRINHO","250770501C",45.4
"31","JURU","250800001C",207
"32","LIVRAMENTO","250850501C",74.6
"33","MARI","250910701A",120.4
"34","MASSARANDUBA","250920601C",158.4
"35","MATARACA","250930501A",1.2
"36","MONTEIRO","250970101C",172.6
"37","MULUNGU","250980001A",79.6
"38","PATOS","251080801C",71.4
"39","PICUÍ","251140001C",55.8
"40","PITIMBU","251190501A",293
"41","QUEIMADAS","251250702U",44.2
"42","REMÍGIO","251270501C",98.2
"43","SALGADO DE SÃO FÉLIX","251310901C",98.6
"44","SAPÉ","251530201A",157.6
"45","SOLEDADE","251610201C",31.8
"46","SOLÂNEA","251600301C",49
"47","SOUSA","251620101C",33.8
"48","SÃO JOSÉ DE PIRANHAS","251450301C",190
"49","SÃO JOÃO DO CARIRI","251400801C",21.2
"50","TAPEROÁ","251650802U",29.8
"51","TRIUNFO","251680501C",3.8
"52","VÁRZEA","251710001U",83.8
