"","municipio","codEstacao","PrecM"
"1","ALAGOA GRANDE","250030401A",200.2
"2","ALAGOINHA","250050201A",183.8
"3","BARRA DE SANTANA","250157501C",102.6
"4","BAYEUX","250180701A",385.2
"5","BAYEUX","250180702A",412.8
"6","BAYEUX","250180703A",363.4
"7","BREJO DO CRUZ","250280501C",265.6
"8","CAAPORÃ","250300101A",409.4
"9","CABEDELO","250320901A",159.8
"10","CABEDELO","250320902A",163.6
"11","CABEDELO","250320903A",326.6
"12","CAMALAÚ","250390201C",125.4
"13","CAMPINA GRANDE","250400901A",207
"14","CAMPINA GRANDE","250400901C",152.2
"15","CAMPINA GRANDE","250400902A",222.2
"16","CAMPINA GRANDE","250400903A",233.4
"17","CAMPINA GRANDE","250400904A",184.2
"18","CAMPINA GRANDE","250400905A",168.2
"19","CAMPINA GRANDE","250400906A",191.4
"20","CAMPINA GRANDE","250400907A",0
"21","CONCEIÇÃO","250440501C",83
"22","CONDADO","250450401C",252
"23","COREMAS","250480101A",26.6
"24","ESPERANÇA","250600401C",196.6
"25","ITAPORANGA","250700202U",1.4
"26","JOÃO PESSOA","250750701A",408.4
"27","JOÃO PESSOA","250750702A",470.6
"28","JOÃO PESSOA","250750703A",404
"29","JOÃO PESSOA","250750704A",323.6
"30","JOÃO PESSOA","250750705A",354.2
"31","JOÃO PESSOA","250750706A",371.6
"32","JOÃO PESSOA","250750707A",347.8
"33","JUAZEIRINHO","250770501C",222
"34","JUNCO DO SERIDÓ","250780401C",246
"35","JURU","250800001C",129.4
"36","MANAÍRA","250900801C",15.6
"37","MARI","250910701A",129.8
"38","MASSARANDUBA","250920601C",173.6
"39","MATARACA","250930501A",0
"40","MONTEIRO","250970101C",106.4
"41","MULUNGU","250980001A",126.6
"42","PATOS","251080801A",128.6
"43","PATOS","251080801C",131.2
"44","PATOS","251080802A",135.8
"45","PICUÍ","251140001C",83.4
"46","PITIMBU","251190501A",415.6
"47","POMBAL","251210101C",194.6
"48","REMÍGIO","251270501C",135.2
"49","SALGADO DE SÃO FÉLIX","251310901C",114.8
"50","SANTA TERESINHA","251380201C",187.2
"51","SANTANA DE MANGUEIRA","251350501C",102.2
"52","SANTANA DOS GARROTES","251360401C",138.6
"53","SAPÉ","251530201A",193
"54","SOLEDADE","251610201C",206.4
"55","SOLÂNEA","251600301C",112
"56","SOUSA","251620101A",247.6
"57","SOUSA","251620102A",222.2
"58","SÃO BENTO","251390101A",313.6
"59","SÃO MAMEDE","251490901C",165.2
"60","TAPEROÁ","251650802U",5
"61","TRIUNFO","251680501C",221.8
"62","UIRAÚNA","251690401C",8
"63","UMBUZEIRO","251700101C",140.8
