"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",227.6
"2","ACARAÚ","230020002A",243.6
"3","ALCÂNTARAS","230050701C",179.8
"4","ALTO SANTO","230070501C",0
"5","AMONTADA","230075403A",258.37
"6","ARACATI","230110901C",1.6
"7","ASSARÉ","230160401C",35.2
"8","AURORA","230170301A",235.53
"9","BANABUIÚ","230185101C",0
"10","BARBALHA","230190101C",112.6
"11","BATURITÉ","230210701A",225.8
"12","BATURITÉ","230210701C",0
"13","CAMPOS SALES","230270101C",0
"14","CANINDÉ","230280001C",10.6
"15","CANINDÉ","230280002A",169
"16","CARIDADE","230300601A",157.2
"17","CARIRIAÇU","230320401C",0
"18","CATARINA","230360001C",91.8
"19","CAUCAIA","230370902A",122
"20","CHAVAL","230390701A",277.6
"21","COREAÚ","230400401A",353.4
"22","CRATEÚS","230410301A",157.8
"23","CRATEÚS","230410302A",114.4
"24","CRATO","230420201A",187.77
"25","CRATO","230420202A",167.49
"26","FARIAS BRITO","230430101C",0
"27","FORQUILHA","230435001C",219.6
"28","FORTALEZA","230440004A",387.34
"29","FORTALEZA","230440005H",0
"30","FORTALEZA","230440014A",0
"31","FRECHEIRINHA","230450901C",4.4
"32","GENERAL SAMPAIO","230460801C",0
"33","GRANJA","230470701A",245.6
"34","GRANJA","230470702A",134.2
"35","GUARACIABA DO NORTE","230500101C",9
"36","ICAPUÍ","230535701C",0
"37","ICÓ","230540701A",144.8
"38","ICÓ","230540701C",51
"39","ICÓ","230540702A",154.2
"40","IGUATU","230550601A",151.6
"41","ITAIÇABA","230620701A",146.4
"42","ITAPAGÉ","230630601C",189
"43","ITAPIPOCA","230640501C",1.4
"44","ITATIRA","230660301C",10.4
"45","JAGUARIBARA","230680101C",35.8
"46","JAGUARIBE","230690001C",137.4
"47","JAGUARUANA","230700701A",94.07
"48","JAGUARUANA","230700701C",0.6
"49","JAGUARUANA","230700704A",184.78
"50","JATI","230720501C",43.8
"51","JUAZEIRO DO NORTE","230730401C",159
"52","JUCÁS","230740301C",124.6
"53","LAVRAS DA MANGABEIRA","230750201A",227.2
"54","LAVRAS DA MANGABEIRA","230750201C",229.8
"55","MADALENA","230763501A",140.4
"56","MARACANAÚ","230765001A",321.2
"57","MARACANAÚ","230765002A",258.4
"58","MARACANAÚ","230765003A",397
"59","MARACANAÚ","230765004A",272.4
"60","MARANGUAPE","230770001A",342.4
"61","MARANGUAPE","230770002A",223.8
"62","MAURITI","230810401C",8.8
"63","MERUOCA","230820301A",274.4
"64","MILAGRES","230830201C",3.8
"65","MILHÃ","230835101C",100.8
"66","MISSÃO VELHA","230840101A",101
"67","MISSÃO VELHA","230840101C",24.6
"68","MORADA NOVA","230870801C",122.4
"69","MORADA NOVA","230870803A",321.45
"70","MORAÚJO","230880701A",347.4
"71","NOVA RUSSAS","230930001C",0
"72","OCARA","230945801C",109.4
"73","PACAJUS","230960701C",0.2
"74","PACOTI","230980501A",285.4
"75","PACUJÁ","230990401A",204.8
"76","PENTECOSTE","231070401C",11
"77","QUIXELÔ","231135501C",0
"78","QUIXERAMOBIM","231140501A",122.89
"79","QUIXERAMOBIM","231140501C",112.6
"80","QUIXERÉ","231150401A",180.8
"81","REDENÇÃO","231160301C",2.6
"82","RERIUTABA","231170201C",203.6
"83","RUSSAS","231180101A",161.2
"84","SOLONÓPOLE","231300501C",116.8
"85","SÃO BENEDITO","231230401C",0.2
"86","TABULEIRO DO NORTE","231310401A",125.4
"87","TARRAFAS","231325201C",145.4
"88","UMARI","231370801C",0
"89","UMIRIM","231375701C",0
"90","VIÇOSA DO CEARÁ","231410201A",282.2
"91","VÁRZEA ALEGRE","231400301C",0
