"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",188.6
"2","ACARAÚ","230020002A",185.4
"3","ACOPIARA","230030901U",166.2
"4","ALCÂNTARAS","230050701C",308
"5","ALTO SANTO","230070501C",177.4
"6","AMONTADA","230075401A",152.92
"7","AMONTADA","230075401H",5.4
"8","AMONTADA","230075402A",144.09
"9","AMONTADA","230075403A",143.58
"10","APUIARÉS","230090301U",60.8
"11","ARACATI","230110901C",7.4
"12","ARATUBA","230140601C",182.2
"13","ASSARÉ","230160401C",155.2
"14","AURORA","230170301A",237.46
"15","AURORA","230170301U",2.6
"16","BANABUIÚ","230185101C",34.6
"17","BARBALHA","230190101C",194.6
"18","BARRO","230200801C",244.6
"19","BATURITÉ","230210701A",275.4
"20","BATURITÉ","230210701C",323.6
"21","BELA CRUZ","230230501A",0.2
"22","BOA VIAGEM","230240401A",159.41
"23","BREJO SANTO","230250301C",122
"24","CAMPOS SALES","230270101C",74
"25","CANINDÉ","230280001A",194.4
"26","CANINDÉ","230280001C",185
"27","CANINDÉ","230280002A",199.6
"28","CAPISTRANO","230290901C",255.8
"29","CARIDADE","230300601A",189.4
"30","CARIDADE","230300601U",0
"31","CATARINA","230360001C",99.2
"32","CAUCAIA","230370901A",269.82
"33","CAUCAIA","230370902A",253.5
"34","CAUCAIA","230370903A",284.97
"35","CAUCAIA","230370903H",18.6
"36","CAUCAIA","230370904A",0
"37","CAUCAIA","230370905A",342.45
"38","CAUCAIA","230370906A",247.6
"39","CHAVAL","230390701A",297.2
"40","COREAÚ","230400401A",242.2
"41","COREAÚ","230400401C",277
"42","CRATEÚS","230410301A",224
"43","CRATEÚS","230410301C",276.6
"44","CRATEÚS","230410302A",0
"45","CRATO","230420201A",218.72
"46","CRATO","230420202A",258.21
"47","CRATO","230420204H",1.2
"48","FARIAS BRITO","230430101C",201.4
"49","FORQUILHA","230435001A",16.98
"50","FORQUILHA","230435001C",197.2
"51","FORTALEZA","230440001A",201.77
"52","FORTALEZA","230440002A",161.94
"53","FORTALEZA","230440003A",183.85
"54","FORTALEZA","230440004A",229.15
"55","FORTALEZA","230440005A",155.65
"56","FORTALEZA","230440005H",0.2
"57","FORTALEZA","230440006A",299.52
"58","FORTALEZA","230440007A",0
"59","FORTALEZA","230440008A",0.2
"60","FORTALEZA","230440009A",39.11
"61","FORTALEZA","230440010A",192.42
"62","FORTALEZA","230440011A",229.41
"63","FORTALEZA","230440012A",223.74
"64","FORTALEZA","230440014A",0
"65","FORTALEZA","230440015A",195.85
"66","FORTALEZA","230440016A",177.28
"67","FRECHEIRINHA","230450901C",52.2
"68","GENERAL SAMPAIO","230460801C",213.2
"69","GRANJA","230470701A",11
"70","GRANJA","230470702A",366.2
"71","GRAÇA","230465701C",0
"72","GROAÍRAS","230490506H",9.2
"73","GUARACIABA DO NORTE","230500101C",486.2
"74","ICAPUÍ","230535701C",534.4
"75","ICÓ","230540701A",182
"76","ICÓ","230540701C",145.8
"77","ICÓ","230540702A",182.8
"78","IGUATU","230550601A",155.8
"79","IGUATU","230550601C",17
"80","IGUATU","230550602A",146.2
"81","IPAPORANGA","230565401C",6.8
"82","IRACEMA","230600901C",167.8
"83","IRAUÇUBA","230610801A",82.44
"84","IRAUÇUBA","230610801C",85
"85","ITAIÇABA","230620701A",7.4
"86","ITAPAGÉ","230630601C",216.2
"87","ITAPIPOCA","230640501C",78.2
"88","ITAPIÚNA","230650401U",0.4
"89","ITATIRA","230660301C",155.6
"90","JAGUARETAMA","230670201C",123
"91","JAGUARIBARA","230680101C",156.6
"92","JAGUARIBE","230690001C",167.2
"93","JAGUARUANA","230700701A",203.11
"94","JAGUARUANA","230700701C",203.6
"95","JAGUARUANA","230700702A",270.74
"96","JAGUARUANA","230700703A",260.23
"97","JAGUARUANA","230700704A",245.21
"98","JAGUARUANA","230700705A",305.31
"99","JAGUARUANA","230700706A",107.62
"100","JATI","230720501C",156.8
"101","JUAZEIRO DO NORTE","230730401A",265.9
"102","JUCÁS","230740301C",24.2
"103","LAVRAS DA MANGABEIRA","230750201A",345.4
"104","LAVRAS DA MANGABEIRA","230750201C",38.8
"105","LAVRAS DA MANGABEIRA","230750207H",54
"106","LIMOEIRO DO NORTE","230760101A",185.64
"107","LIMOEIRO DO NORTE","230760101C",227.6
"108","MADALENA","230763501A",205.8
"109","MARACANAÚ","230765001A",255.6
"110","MARACANAÚ","230765002A",117
"111","MARACANAÚ","230765003A",246.2
"112","MARACANAÚ","230765004A",245.8
"113","MARANGUAPE","230770001A",224
