"","municipio","codEstacao","PrecM"
"1","ACARAÚ","230020001A",0
"2","ALTO SANTO","230070501C",1.4
"3","AMONTADA","230075401A",140.45
"4","AMONTADA","230075402A",0
"5","AMONTADA","230075403A",181.46
"6","BARRO","230200801C",19.2
"7","BELA CRUZ","230230501A",106.6
"8","BOA VIAGEM","230240401A",232.4
"9","CAMPOS SALES","230270101C",0
"10","CANINDÉ","230280002A",75.4
"11","CARIDADE","230300601A",154.8
"12","CAUCAIA","230370901A",74.95
"13","CAUCAIA","230370903A",349.62
"14","CAUCAIA","230370903H",166.6
"15","CAUCAIA","230370906A",265.43
"16","CEDRO","230380801U",269.4
"17","CHAVAL","230390701A",268.6
"18","COREAÚ","230400401A",426.6
"19","CRATEÚS","230410301A",135
"20","CRATEÚS","230410301C",76.2
"21","CRATEÚS","230410302A",160.6
"22","CRATO","230420201A",39.85
"23","CRATO","230420202A",82.08
"24","CRATO","230420204H",233.2
"25","FORQUILHA","230435001A",20.4
"26","FORTALEZA","230440001A",257.01
"27","FORTALEZA","230440004A",260.68
"28","FORTALEZA","230440009A",267.7
"29","FORTALEZA","230440011A",41.6
"30","FORTALEZA","230440014A",68.96
"31","FORTALEZA","230440016A",228.75
"32","GRANJA","230470701A",347.6
"33","GRANJA","230470702A",246.8
"34","GUARAMIRANGA","230510001C",197.8
"35","ICÓ","230540702A",204.6
"36","IRAUÇUBA","230610801A",107.09
"37","ITAPIÚNA","230650401U",121
"38","JAGUARETAMA","230670201C",18
"39","JAGUARUANA","230700701A",156.14
"40","JAGUARUANA","230700703A",155.03
"41","JAGUARUANA","230700704A",153.43
"42","JAGUARUANA","230700705A",178.75
"43","JAGUARUANA","230700706A",85.15
"44","JUAZEIRO DO NORTE","230730401A",45.97
"45","LAVRAS DA MANGABEIRA","230750201A",158
"46","LAVRAS DA MANGABEIRA","230750207H",159
"47","LIMOEIRO DO NORTE","230760101A",98.69
"48","MADALENA","230763501A",147.2
"49","MADALENA","230763501U",224.4
"50","MARACANAÚ","230765001A",281.8
"51","MARACANAÚ","230765004A",264.8
"52","MARANGUAPE","230770001A",305.4
"53","MARANGUAPE","230770002A",157.4
"54","MARCO","230780901A",216.51
"55","MAURITI","230810401A",59.16
"56","MERUOCA","230820301A",273
"57","MISSÃO VELHA","230840101A",58.8
"58","MORADA NOVA","230870802A",100.15
"59","MORADA NOVA","230870804A",144.63
"60","MORAÚJO","230880701A",199.8
"61","NOVO ORIENTE","230940901U",0
"62","PACOTI","230980501A",285.4
"63","PACUJÁ","230990401A",0
"64","PEDRA BRANCA","231050601A",115.59
"65","PEDRA BRANCA","231050602A",157.98
"66","PIQUET CARNEIRO","231090201C",13.8
"67","QUIXELÔ","231135501C",0
"68","QUIXERAMOBIM","231140501C",29.4
"69","QUIXERÉ","231150401A",151
"70","RUSSAS","231180101A",221.8
"71","RUSSAS","231180102A",192.8
"72","SANTANA DO ACARAÚ","231200701A",345.26
"73","SANTANA DO CARIRI","231210601C",94
"74","SENADOR POMPEU","231270001A",213.1
"75","SOBRAL","231290801A",187.99
"76","SOBRAL","231290802A",0
"77","VIÇOSA DO CEARÁ","231410201A",439.2
"78","VIÇOSA DO CEARÁ","231410202A",56.2
"79","VÁRZEA ALEGRE","231400301C",89.2
