"","municipio","codEstacao","PrecM"
"1","ALAGOINHA DO PIAUÍ","220025101C",0
"2","ALTO LONGÁ","220030101A",32.4
"3","ASSUNÇÃO DO PIAUÍ","220105101C",0.8
"4","AVELINO LOPES","220110101C",0
"5","BARRAS","220120001A",42.39
"6","BATALHA","220150701A",56.8
"7","BETÂNIA DO PIAUÍ","220173901C",0
"8","BOQUEIRÃO DO PIAUÍ","220194501A",56.6
"9","BURITI DOS LOPES","220200001A",61.4
"10","BURITI DOS MONTES","220202601C",0
"11","CAJUEIRO DA PRAIA","220208301A",106
"12","CAMPO MAIOR","220220801A",0
"13","CANTO DO BURITI","220230701C",0
"14","CASTELO DO PIAUÍ","220260401A",4.6
"15","CAXINGÓ","220265301A",145.4
"16","COCAL","220270301A",166.4
"17","DIRCEU ARCOVERDE","220335401C",0
"18","ESPERANTINA","220370101A",33.25
"19","FLORIANO","220390901A",0
"20","FLORIANO","220390902A",0
"21","ILHA GRANDE","220465901A",94.4
"22","LUZILÂNDIA","220580501A",81
"23","MATIAS OLÍMPIO","220610001A",70
"24","MIGUEL ALVES","220620901A",50.2
"25","PALMEIRAIS","220750402A",18.72
"26","PARNAÍBA","220770201A",79
"27","PARNAÍBA","220770202A",89.4
"28","PARNAÍBA","220770203A",73.8
"29","PIRACURUCA","220830401A",188.4
"30","PIRACURUCA","220830401C",71.6
"31","PORTO","220850202A",99.66
"32","SANTA CRUZ DOS MILAGRES","220915301A",71.8
"33","SANTA ROSA DO PIAUÍ","220937701C",0
"34","SÃO JOSÉ DO DIVINO","221005201A",104.2
"35","SÃO JOSÉ DO PIAUÍ","221020101C",0
"36","SÃO LOURENÇO DO PIAUÍ","221035901C",0.2
"37","TERESINA","221100101A",56.2
"38","TERESINA","221100102A",42.4
"39","TERESINA","221100103A",53
"40","TERESINA","221100104A",26.8
"41","UNIÃO","221110001A",8.6
"42","URUÇUÍ","221120901A",0
"43","WALL FERRAZ","221170401C",0
