"","municipio","codEstacao","PrecM"
"1","ACAUÃ","220005301U",8
"2","ALAGOINHA DO PIAUÍ","220025101C",0
"3","ALTO LONGÁ","220030101A",0.2
"4","ALVORADA DO GURGUÉIA","220045901C",0
"5","ASSUNÇÃO DO PIAUÍ","220105101C",0
"6","AVELINO LOPES","220110101C",0
"7","BARRAS","220120001A",17.17
"8","BATALHA","220150701A",41.4
"9","BELA VISTA DO PIAUÍ","220155601C",0.8
"10","BETÂNIA DO PIAUÍ","220173901C",2.8
"11","BOM JESUS","220190301U",0.2
"12","BOQUEIRÃO DO PIAUÍ","220194501A",1.6
"13","BURITI DOS LOPES","220200001A",26.8
"14","BURITI DOS MONTES","220202601C",4.2
"15","CAJUEIRO DA PRAIA","220208301A",20.4
"16","CAMPO MAIOR","220220801A",3.36
"17","CANTO DO BURITI","220230701C",0.6
"18","CASTELO DO PIAUÍ","220260401A",3.6
"19","CASTELO DO PIAUÍ","220260401C",0.4
"20","CAXINGÓ","220265301A",19.2
"21","COCAL","220270301A",20.8
"22","COLÔNIA DO PIAUÍ","220277801C",0
"23","CURIMATÁ","220320601C",0
"24","CURRAIS","220323001C",0.4
"25","ELESBÃO VELOSO","220350301U",11.8
"26","ESPERANTINA","220370101A",56.3
"27","FARTURA DO PIAUÍ","220375001C",1.4
"28","FLORES DO PIAUÍ","220380001C",0
"29","FLORESTA DO PIAUÍ","220385901C",0
"30","FLORIANO","220390901A",0
"31","FLORIANO","220390902A",0.6
"32","FRONTEIRAS","220430301C",0
"33","ILHA GRANDE","220465901A",6
"34","INHUMA","220470901C",0
"35","IPIRANGA DO PIAUÍ","220480801U",12.2
"36","ITAUEIRA","220510201U",4.8
"37","JACOBINA DO PIAUÍ","220515101C",4.8
"38","JAICÓS","220520101U",11.6
"39","JUREMA","220553201C",0
"40","LAGOA DO BARRO DO PIAUÍ","220556501C",0
"41","LUZILÂNDIA","220580501A",18.4
"42","MANOEL EMÍDIO","220590401C",0
"43","MASSAPÊ DO PIAUÍ","220605001C",0
"44","MATIAS OLÍMPIO","220610001A",58.2
"45","MIGUEL ALVES","220620901A",56.4
"46","NAZARÉ DO PIAUÍ","220670401C",0
"47","NOVA SANTA RITA","220795901C",0
"48","OEIRAS","220700901C",0
"49","PADRE MARCOS","220720701C",0
"50","PALMEIRAIS","220750402A",1.57
"51","PARNAÍBA","220770201A",11.4
"52","PARNAÍBA","220770202A",15.2
"53","PARNAÍBA","220770203A",11.8
"54","PEDRO II","220790001U",0
"55","PICOS","220800701C",0
"56","PIRACURUCA","220830401A",5.2
"57","PIRACURUCA","220830401C",18.6
"58","PORTO","220850202A",55.28
"59","SANTA CRUZ DO PIAUÍ","220910401C",0
"60","SANTA CRUZ DOS MILAGRES","220915301A",0
"61","SANTA ROSA DO PIAUÍ","220937701C",0
"62","SANTO INÁCIO DO PIAUÍ","220950001C",0
"63","SIMPLÍCIO MENDES","221080501U",0
"64","SIMÕES","221070601C",0
"65","SÃO FRANCISCO DE ASSIS DO PIAUÍ","220965801C",0
"66","SÃO JOSÉ DO DIVINO","221005201A",26.2
"67","SÃO JOSÉ DO PIAUÍ","221020101C",0
"68","SÃO JOÃO DO PIAUÍ","221000301C",0
"69","SÃO JULIÃO","221030001C",0
"70","SÃO MIGUEL DO TAPUIO","221040901C",4.2
"71","SÃO RAIMUNDO NONATO","221060701C",1.8
"72","TERESINA","221100101A",24.8
"73","TERESINA","221100102A",28.6
"74","TERESINA","221100103A",11.4
"75","TERESINA","221100104A",11.6
"76","UNIÃO","221110001A",23.2
"77","URUÇUÍ","221120901A",0
"78","VALENÇA DO PIAUÍ","221130801C",0.4
"79","WALL FERRAZ","221170401C",0
