"","municipio","codEstacao","PrecM"
"1","AQUIDABÃ","280020901C",46
"2","ARACAJU","280030801A",357.2
"3","ARACAJU","280030802A",333
"4","ARACAJU","280030803A",334
"5","ARACAJU","280030804A",395.6
"6","CANHOBA","280110801C",124.6
"7","CARIRA","280140501C",60.4
"8","FREI PAULO","280230401C",194.8
"9","GARARU","280240301C",90.8
"10","ITABI","280310401C",87.6
"11","MARUIM","280400301A",285.4
"12","NOSSA SENHORA APARECIDA","280445801C",122
"13","PORTO DA FOLHA","280560401C",57
"14","POÇO REDONDO","280540601A",68
"15","POÇO VERDE","280550501U",135.2
"16","PROPRIÁ","280570301C",115.8
"17","TOBIAS BARRETO","280740201C",239.8
