"","municipio","codEstacao","PrecM"
"1","AQUIDABÃ","280020901C",45.2
"2","ARACAJU","280030801A",0.6
"3","ARACAJU","280030802A",1.4
"4","ARACAJU","280030803A",4
"5","ARACAJU","280030804A",0.6
"6","CANHOBA","280110801C",32
"7","CARIRA","280140501C",35
"8","FREI PAULO","280230401C",32.4
"9","MARUIM","280400301A",0.8
"10","NOSSA SENHORA APARECIDA","280445801C",22.2
"11","NOSSA SENHORA DAS DORES","280460701C",41.6
"12","PORTO DA FOLHA","280560401C",14.2
"13","PROPRIÁ","280570301C",63.4
"14","RIBEIRÓPOLIS","280600801C",27.4
"15","TOBIAS BARRETO","280740201C",68.6
