"","municipio","codEstacao","PrecM"
"1","ABARÉ","290020701C",0
"2","ABAÍRA","290010801C",2.4
"3","ADUSTINA","290035501C",46.2
"4","AMARGOSA","290100701C",75.4
"5","AMÉRICA DOURADA","290115501A",1.8
"6","AMÉRICA DOURADA","290115501C",0.2
"7","ANAGÉ","290120501C",0
"8","ANDARAÍ","290130401C",25.2
"9","ANTAS","290160101C",37.2
"10","ANTÔNIO CARDOSO","290170001C",3.8
"11","ARACATU","290200501C",0
"12","BAIXA GRANDE","290260901U",59.4
"13","BANZAÊ","290265801C",45.8
"14","BARRA","290270801C",0
"15","BARRA DO CHOÇA","290290601C",62
"16","BARRA DO MENDES","290300301C",0.2
"17","BARRA DO ROCHA","290310201A",83
"18","BARRO ALTO","290323501C",5.4
"19","BELMONTE","290340901A",140.76
"20","BIRITINGA","290360701C",123.8
"21","BOM JESUS DA LAPA","290390401C",0
"22","BONINAL","290400101C",0
"23","BONITO","290405001C",11.2
"24","BOQUIRA","290410001C",0
"25","BREJÕES","290430801C",16.4
"26","BROTAS DE MACAÚBAS","290450601C",0.2
"27","BRUMADO","290460501C",6.8
"28","CAATIBA","290480301C",15.8
"29","CABACEIRAS DO PARAGUAÇU","290485201C",74.6
"30","CACHOEIRA","290490201A",141.8
"31","CAETANOS","290515601C",0
"32","CAFARNAUM","290530501C",0.6
"33","CALDEIRÃO GRANDE","290550301C",0
"34","CAMACAN","290560201A",87.44
"35","CAMACAN","290560202A",110.16
"36","CAMACAN","290560203A",91.06
"37","CAMAMU","290580001A",170.6
"38","CANARANA","290620401C",0.4
"39","CANDEIAS","290650101A",275.82
"40","CANDEIAS","290650102A",265.05
"41","CANDEIAS","290650104A",263.79
"42","CANDEIAS","290650105A",250.45
"43","CANDIBA","290660001C",0.4
"44","CANUDOS","290682401C",39.8
"45","CAPIM GROSSO","290687301C",39
"46","CARAVELAS","290690701A",122.6
"47","CARAÍBAS","290689901C",11.8
"48","CARINHANHA","290710301C",0
"49","CHORROCHÓ","290770701C",12.6
"50","COCOS","290810101C",0
"51","CORONEL JOÃO SÁ","290920801C",127.8
"52","CURAÇÁ","290990101C",0
"53","CÂNDIDO SALES","290670901C",0
"54","CÍCERO DANTAS","290780601C",36.8
"55","ELÍSIO MEDRADO","291030501C",0
"56","EUCLIDES DA CUNHA","291070101C",15
"57","FEIRA DE SANTANA","291080001U",117.6
"58","FÁTIMA","291075001C",29.8
"59","GANDU","291120401A",106.04
"60","GLÓRIA","291140201C",52
"61","GUAJERU","291165901C",0
"62","GUANAMBI","291170901C",0
"63","GUARATINGA","291180801A",97.4
"64","HELIÓPOLIS","291185701C",158
"65","IAÇU","291190701C",0
"66","IBIASSUCÊ","291200401C",0
"67","IBICOARA","291220201C",54
"68","IBIPITANGA","291250901C",0
"69","IBOTIRAMA","291320001C",0
"70","IGRAPIÚNA","291345701A",183.4
"71","ILHÉUS","291360601A",137.64
"72","ILHÉUS","291360602A",129.64
"73","INHAMBUPE","291370501C",56.4
"74","IRAJUBA","291420801C",51.4
"75","IRAQUARA","291440601C",0
"76","IRECÊ","291460401C",0.4
"77","ITABERABA","291470301C",39.2
"78","ITABUNA","291480201A",77.51
"79","ITABUNA","291480202A",123.49
"80","ITABUNA","291480203A",128.11
"81","ITACARÉ","291490101A",208.8
"82","ITAGIMIRIM","291530401A",76.11
"83","ITAMARAJU","291560101A",146
"84","ITAMBÉ","291580901C",23
"85","ITAPETINGA","291640101A",24.59
"86","ITAPICURU","291650001C",3
"87","ITARANTIM","291680701C",60
"88","ITATIM","291685601C",0
"89","ITIRUÇU","291690601C",64.4
"90","ITIÚBA","291700301C",20.2
"91","ITORORÓ","291710201A",73.8
"92","ITORORÓ","291710201C",78.6
"93","IUIÚ","291733401C",0
"94","JACOBINA","291750801A",41
"95","JACOBINA","291750801C",32
"96","JACOBINA","291750802A",64.2
"97","JAGUAQUARA","291760701A",72.8
"98","JAGUAQUARA","291760702A",63.2
"99","JOÃO DOURADO","291835701C",0.4
"100","JUAZEIRO","291840701A",6.2
"101","JUAZEIRO","291840703A",4.6
"102","JUAZEIRO","291840704A",5.8
"103","LAFAIETE COUTINHO","291870401C",75
"104","LAJEDINHO","291900901A",54
"105","LAJEDO DO TABOCAL","291905801C",73.6
"106","LAMARÃO","291910801C",85.8
"107","LAPÃO","291915701A",0
"108","LAURO DE FREITAS","291920701A",171.06
"109","LAURO DE FREITAS","291920702A",133.78
"110","LAURO DE FREITAS","291920703A",165.03
"111","LAURO DE FREITAS","291920704A",140.26
"112","LAURO DE FREITAS","291920704H",0
"113","LAURO DE FREITAS","291920705A",239.76
"114","LAURO DE FREITAS","291920706A",238.78
"115","LENÇÓIS","291930601C",1
"116","LICÍNIO DE ALMEIDA","291940501C",13
"117","LIVRAMENTO DE NOSSA SENHORA","291950401U",4.6
"118","MANOEL VITORINO","292040301C",15.8
"119","MARACÁS","292050201C",43.8
"120","MARAGOGIPE","292060101A",163.63
"121","MEDEIROS NETO","292110401A",67.21
"122","MIGUEL CALMON","292120301C",11.6
"123","MONTE SANTO","292150001U",0
"124","MORTUGABA","292180701C",0
"125","MUCUGÊ","292190601C",18.8
"126","MUNDO NOVO","292210201C",11
"127","NAZARÉ","292250801A",0
"128","NOVA CANAÃ","292270601C",146
"129","NOVA FÁTIMA","292273001C",58.2
