"","municipio","codEstacao","PrecM"
"1","ABAÍRA","290010801C",4.6
"2","ADUSTINA","290035501C",72.6
"3","AMARGOSA","290100701C",41.6
"4","AMÉRICA DOURADA","290115501C",2.2
"5","ANDARAÍ","290130401C",7.6
"6","ANTÔNIO CARDOSO","290170001C",74.4
"7","ARACATU","290200501C",3.2
"8","BARRA DA ESTIVA","290280701U",48.8
"9","BARRA DO CHOÇA","290290601C",40.2
"10","BARRO ALTO","290323501C",2.4
"11","BELMONTE","290340901A",161.62
"12","BOA VISTA DO TUPIM","290380501U",6.4
"13","BOM JESUS DA SERRA","290395301C",2
"14","BONITO","290405001C",74.4
"15","BREJÕES","290430801C",28.2
"16","CABACEIRAS DO PARAGUAÇU","290485201C",49.2
"17","CACULÉ","290500801C",4.4
"18","CALDEIRÃO GRANDE","290550301C",25
"19","CAMACAN","290560201A",102.81
"20","CAMACAN","290560202A",119.35
"21","CAMACAN","290560203A",103.99
"22","CAMAÇARI","290570101H",156.4
"23","CANARANA","290620401C",2.2
"24","CANDEIAS","290650101A",56.87
"25","CANDEIAS","290650102A",195.88
"26","CANDEIAS","290650104A",221.91
"27","CANDEIAS","290650105A",191.07
"28","CANDIBA","290660001C",6.8
"29","CANSANÇÃO","290680801C",53.6
"30","CANUDOS","290682401C",7.8
"31","CAPIM GROSSO","290687301C",36.4
"32","CARAÍBAS","290689901C",0.2
"33","CASTRO ALVES","290730101C",34
"34","CHORROCHÓ","290770701C",9.6
"35","COCOS","290810101C",17.4
"36","CONCEIÇÃO DO COITÉ","290840801C",31.8
"37","CONDEÚBA","290870501C",0.4
"38","CORONEL JOÃO SÁ","290920801C",52.2
"39","CRISÓPOLIS","290960401C",0.2
"40","CURAÇÁ","290990101C",3.2
"41","DOM BASÍLIO","291010701C",1.6
"42","EUCLIDES DA CUNHA","291070101C",6.4
"43","FEIRA DE SANTANA","291080001U",103.6
"44","FÁTIMA","291075001C",56.4
"45","GANDU","291120401A",51.4
"46","GAVIÃO","291125301C",19.8
"47","GENTIO DO OURO","291130301C",0.6
"48","GUAJERU","291165901C",5
"49","GUANAMBI","291170901C",1.2
"50","IAÇU","291190701C",8.2
"51","IBIASSUCÊ","291200401C",1.8
"52","IBICOARA","291220201C",68.6
"53","IBITITÁ","291310101U",0.2
"54","ILHÉUS","291360601A",99.27
"55","ILHÉUS","291360602A",77.75
"56","IPECAETÁ","291380401C",72.4
"57","IPIRÁ","291400001C",32.6
"58","IRAJUBA","291420801C",24.6
"59","IRAMAIA","291430701U",15.8
"60","IRAQUARA","291440601C",10
"61","IRECÊ","291460401C",5.2
"62","ITABUNA","291480201A",28.05
"63","ITABUNA","291480202A",27.11
"64","ITABUNA","291480202H",25.8
"65","ITABUNA","291480203A",34.5
"66","ITAETÉ","291500701C",31
