"","municipio","codEstacao","PrecM"
"1","BARRA DE SÃO MIGUEL","270060701A",3.96
"2","BRANQUINHA","270110001A",49.31
"3","CAPELA","270170401A",85.56
"4","MACEIÓ","270430202A",2.96
"5","MACEIÓ","270430203A",4.93
"6","MACEIÓ","270430205A",25.39
"7","MACEIÓ","270430207A",15.03
"8","MACEIÓ","270430209A",24.7
"9","MACEIÓ","270430210A",3.55
"10","MACEIÓ","270430211A",4.34
"11","MACEIÓ","270430212A",6.5
"12","MACEIÓ","270430213A",16
"13","MACEIÓ","270430214A",3.6
"14","MACEIÓ","270430216A",9.6
"15","MACEIÓ","270430217A",6.6
"16","MACEIÓ","270430218A",5.2
"17","MARAGOGI","270450001A",19.99
"18","MARECHAL DEODORO","270470801A",33.47
"19","MURICI","270550701A",6.53
"20","PAULO JACINTO","270660401A",39.79
"21","QUEBRANGULO","270760201A",1.58
"22","SANTANA DO MUNDAÚ","270810501A",13.43
"23","SATUBA","270890701A",20.22
"24","SÃO JOSÉ DA LAJE","270830301A",29.27
"25","SÃO LUÍS DO QUITUNDE","270850101A",21.48
"26","UNIÃO DOS PALMARES","270930101A",43.16
"27","UNIÃO DOS PALMARES","270930102A",62
"28","UNIÃO DOS PALMARES","270930103A",30.36
