"","municipio","codEstacao","PrecM"
"1","BARRA DE SÃO MIGUEL","270060701A",160.37
"2","BRANQUINHA","270110001A",13.4
"3","CAJUEIRO","270130801A",157.2
"4","CAMPESTRE","270135701A",71.4
"5","CAPELA","270170401A",165.61
"6","COLÔNIA LEOPOLDINA","270210801A",200.8
"7","CORURIPE","270230602A",163.2
"8","CORURIPE","270230603A",128.8
"9","DELMIRO GOUVEIA","270240501C",16.4
"10","FELIZ DESERTO","270270201A",147.6
"11","INHAPI","270330401C",0.8
"12","JOAQUIM GOMES","270380901A",193.2
"13","LIMOEIRO DE ANADIA","270420301A",109.6
"14","MACEIÓ","270430203A",175.62
"15","MACEIÓ","270430205A",219.9
"16","MACEIÓ","270430207A",141.06
"17","MACEIÓ","270430209A",154.44
"18","MACEIÓ","270430210A",189.78
"19","MACEIÓ","270430211A",134.51
"20","MACEIÓ","270430213A",184.2
"21","MACEIÓ","270430215A",183.6
"22","MACEIÓ","270430216A",157.8
"23","MACEIÓ","270430217A",30
"24","MACEIÓ","270430218A",176.2
"25","MARECHAL DEODORO","270470801A",0
"26","MATRIZ DE CAMARAGIBE","270510101A",226.2
"27","OURO BRANCO","270610901C",0
"28","PARIPUEIRA","270644801A",158.8
"29","PAULO JACINTO","270660401A",160.92
"30","PIRANHAS","270710701C",0
"31","QUEBRANGULO","270760201A",103.8
"32","SANTANA DO MUNDAÚ","270810501A",111.58
"33","SATUBA","270890701A",229.52
"34","SÃO JOSÉ DA TAPERA","270840201C",6.4
"35","SÃO LUÍS DO QUITUNDE","270850101A",12.2
"36","SÃO MIGUEL DOS CAMPOS","270860001A",192.8
"37","SÃO MIGUEL DOS CAMPOS","270860002A",186.6
"38","TRAIPU","270920201C",1.8
"39","UNIÃO DOS PALMARES","270930101A",121.89
"40","UNIÃO DOS PALMARES","270930102A",0
"41","UNIÃO DOS PALMARES","270930103A",124.85
"42","VIÇOSA","270940001A",172.2
