"","municipio","codEstacao","PrecM"
"1","ARAPIRACA","270030001C",118.4
"2","BARRA DE SÃO MIGUEL","270060701A",112.99
"3","BRANQUINHA","270110001A",0
"4","CAJUEIRO","270130801A",149.6
"5","CAMPESTRE","270135701A",146.6
"6","CAPELA","270170401A",157.1
"7","DELMIRO GOUVEIA","270240501C",17.6
"8","GIRAU DO PONCIANO","270290001C",67.8
"9","INHAPI","270330401C",26.6
"10","MACEIÓ","270430202A",126.24
"11","MACEIÓ","270430203A",15
"12","MACEIÓ","270430205A",33.75
"13","MACEIÓ","270430207A",22.27
"14","MACEIÓ","270430209A",101.92
"15","MACEIÓ","270430210A",156.25
"16","MACEIÓ","270430211A",17.35
"17","MACEIÓ","270430212A",450.42
"18","MACEIÓ","270430213A",107.8
"19","MACEIÓ","270430214A",124.8
"20","MACEIÓ","270430215A",125.4
"21","MACEIÓ","270430216A",125.6
"22","MACEIÓ","270430217A",144.2
"23","MACEIÓ","270430218A",106.6
"24","MAJOR ISIDORO","270440101C",52.4
"25","MARAGOGI","270450001A",133.47
"26","MARAVILHA","270460901C",16.6
"27","MARECHAL DEODORO","270470801A",48.49
"28","MATA GRANDE","270500201U",27.6
"29","MATRIZ DE CAMARAGIBE","270510101A",187
"30","MATRIZ DE CAMARAGIBE","270510101H",0.2
"31","MURICI","270550701A",39.24
"32","MURICI","270550702H",80
"33","OLHO D'ÁGUA DAS FLORES","270570501C",40.8
"34","OURO BRANCO","270610901C",4.8
"35","PALMEIRA DOS ÍNDIOS","270630701U",57.6
"36","PARIPUEIRA","270644801A",82.2
"37","PAULO JACINTO","270660401A",128.63
"38","PIRANHAS","270710701C",20.6
"39","QUEBRANGULO","270760201A",75.74
"40","QUEBRANGULO","270760203H",78.2
"41","SANTANA DO MUNDAÚ","270810501A",86.02
"42","SATUBA","270890701A",143.52
"43","SENADOR RUI PALMEIRA","270895601C",18.8
"44","SÃO JOSÉ DA LAJE","270830301A",109.64
"45","SÃO JOSÉ DA TAPERA","270840201C",48
"46","SÃO LUÍS DO QUITUNDE","270850101A",110.52
"47","SÃO LUÍS DO QUITUNDE","270850104H",1.4
"48","UNIÃO DOS PALMARES","270930101A",39.62
"49","UNIÃO DOS PALMARES","270930102A",98.51
"50","UNIÃO DOS PALMARES","270930103A",102.73
"51","ÁGUA BRANCA","270010201C",39
