"","municipio","codEstacao","PrecM"
"1","ACAUÃ","220005301U",39
"2","BARRAS","220120001A",54.59
"3","BATALHA","220150701A",402
"4","BELA VISTA DO PIAUÍ","220155601C",2.4
"5","BOM JESUS","220190301U",115.8
"6","CAJUEIRO DA PRAIA","220208301A",257.2
"7","CAMPO MAIOR","220220801A",193.2
"8","CAXINGÓ","220265301A",492.6
"9","COCAL","220270301A",42.6
"10","ESPERANTINA","220370101A",202.44
"11","FLORIANO","220390901A",51
"12","FLORIANO","220390902A",0
"13","ILHA GRANDE","220465901A",361.6
"14","INHUMA","220470901C",30
"15","JACOBINA DO PIAUÍ","220515101C",0.2
"16","JAICÓS","220520101U",85.6
"17","LAGOA DO BARRO DO PIAUÍ","220556501C",1.4
"18","LUZILÂNDIA","220580501A",191.2
"19","MATIAS OLÍMPIO","220610001A",328.4
"20","MIGUEL ALVES","220620901A",333.2
"21","OEIRAS","220700901C",0
"22","PADRE MARCOS","220720701C",1
"23","PALMEIRAIS","220750402A",204.22
"24","PARNAÍBA","220770201A",1.6
"25","PARNAÍBA","220770202A",253.6
"26","PARNAÍBA","220770203A",334.6
"27","PIO IX","220820501U",55.4
"28","SANTA CRUZ DOS MILAGRES","220915301A",199
"29","SÃO FRANCISCO DE ASSIS DO PIAUÍ","220965801C",7.8
"30","SÃO JOSÉ DO DIVINO","221005201A",314.6
"31","SÃO JULIÃO","221030001C",29.4
"32","SÃO LOURENÇO DO PIAUÍ","221035901C",30.4
"33","TERESINA","221100101A",317.4
"34","UNIÃO","221110001A",361.4
"35","URUÇUÍ","221120901A",107.6
