"","municipio","codEstacao","PrecM"
"1","ALAGOINHA DO PIAUÍ","220025101C",0
"2","ALTO LONGÁ","220030101A",252.2
"3","ALVORADA DO GURGUÉIA","220045901C",0.2
"4","ASSUNÇÃO DO PIAUÍ","220105101C",58
"5","AVELINO LOPES","220110101C",0
"6","BARRAS","220120001A",519.53
"7","BATALHA","220150701A",248.4
"8","BELA VISTA DO PIAUÍ","220155601C",0
"9","BETÂNIA DO PIAUÍ","220173901C",0
"10","BOM JESUS","220190301U",0
"11","BURITI DOS LOPES","220200001A",447.4
"12","BURITI DOS MONTES","220202601C",60
"13","CAJUEIRO DA PRAIA","220208301A",393.2
"14","CANTO DO BURITI","220230701C",23.8
"15","CASTELO DO PIAUÍ","220260401C",276.6
"16","COCAL","220270301A",314.8
"17","COLÔNIA DO PIAUÍ","220277801C",179.6
"18","CURIMATÁ","220320601C",0
"19","CURRAIS","220323001C",1.6
"20","DIRCEU ARCOVERDE","220335401C",0
"21","ELESBÃO VELOSO","220350301U",236
"22","ESPERANTINA","220370101A",335.53
"23","FLORESTA DO PIAUÍ","220385901C",157
"24","FRONTEIRAS","220430301C",86.8
"25","ILHA GRANDE","220465901A",678.2
"26","INHUMA","220470901C",130.2
"27","JACOBINA DO PIAUÍ","220515101C",1.6
"28","JAICÓS","220520101U",22.2
"29","JUREMA","220553201C",0
"30","LUZILÂNDIA","220580501A",336.6
"31","MASSAPÊ DO PIAUÍ","220605001C",97.6
"32","MATIAS OLÍMPIO","220610001A",377.2
"33","MIGUEL ALVES","220620901A",318.4
"34","OEIRAS","220700901C",0
"35","PADRE MARCOS","220720701C",0
"36","PALMEIRAIS","220750402A",306.54
"37","PARNAÍBA","220770201A",564
"38","PARNAÍBA","220770202A",635.2
"39","PARNAÍBA","220770203A",578
"40","PICOS","220800701C",6.2
"41","PIRACURUCA","220830401C",295
"42","SANTA CRUZ DO PIAUÍ","220910401C",47.4
"43","SANTA CRUZ DOS MILAGRES","220915301A",287.8
"44","SANTA ROSA DO PIAUÍ","220937701C",60.4
"45","SÃO FRANCISCO DE ASSIS DO PIAUÍ","220965801C",6
"46","SÃO JOSÉ DO DIVINO","221005201A",187.8
"47","SÃO JOSÉ DO PIAUÍ","221020101C",0
"48","SÃO JULIÃO","221030001C",69
"49","SÃO LOURENÇO DO PIAUÍ","221035901C",0
"50","TERESINA","221100102A",356.8
"51","TERESINA","221100104A",346.4
"52","URUÇUÍ","221120901A",164
"53","WALL FERRAZ","221170401C",304.8
