"","municipio","codEstacao","PrecM"
"1","AQUIDABÃ","280020901C",4
"2","ARACAJU","280030801A",231.8
"3","ARACAJU","280030802A",317
"4","ARACAJU","280030803A",337.6
"5","ARACAJU","280030804A",249.2
"6","CANHOBA","280110801C",197.6
"7","FREI PAULO","280230401C",115.6
"8","GARARU","280240301C",105.8
"9","ITABI","280310401C",8.2
"10","MARUIM","280400301A",251.4
"11","NOSSA SENHORA APARECIDA","280445801C",84
"12","PORTO DA FOLHA","280560401C",57.4
"13","POÇO REDONDO","280540601A",83.2
"14","POÇO VERDE","280550501U",66.4
"15","PROPRIÁ","280570301C",298
"16","TOBIAS BARRETO","280740201C",5.2
