"","municipio","codEstacao","PrecM"
"1","ARAPIRACA","270030001C",35
"2","BARRA DE SÃO MIGUEL","270060701A",50.03
"3","BRANQUINHA","270110001A",9.06
"4","CAJUEIRO","270130801A",63.2
"5","CAMPESTRE","270135701A",41.2
"6","CANAPI","270160501C",1.8
"7","CAPELA","270170401A",123.69
"8","COLÔNIA LEOPOLDINA","270210801A",37.6
"9","CORURIPE","270230603A",25.8
"10","CRAÍBAS","270235501C",6.6
"11","DELMIRO GOUVEIA","270240501C",12.2
"12","FELIZ DESERTO","270270201A",38.4
"13","INHAPI","270330401C",11.6
"14","JOAQUIM GOMES","270380901A",36.6
"15","LIMOEIRO DE ANADIA","270420301A",20.2
"16","MACEIÓ","270430202A",28.55
"17","MACEIÓ","270430203A",19.97
"18","MACEIÓ","270430205A",29.62
"19","MACEIÓ","270430207A",18.97
"20","MACEIÓ","270430209A",21.7
"21","MACEIÓ","270430210A",55.15
"22","MACEIÓ","270430211A",31.74
"23","MACEIÓ","270430212A",24.35
"24","MACEIÓ","270430213A",47.8
"25","MACEIÓ","270430215A",34.2
"26","MACEIÓ","270430216A",46.2
"27","MACEIÓ","270430217A",28
"28","MACEIÓ","270430218A",31
"29","MAJOR ISIDORO","270440101C",5.8
"30","MARAGOGI","270450001A",29.77
"31","MARAVILHA","270460901C",8.2
"32","MARECHAL DEODORO","270470801A",32.74
"33","MATRIZ DE CAMARAGIBE","270510101A",72.8
"34","MATRIZ DE CAMARAGIBE","270510101H",0
"35","MURICI","270550702H",0
"36","OURO BRANCO","270610901C",10
"37","PALMEIRA DOS ÍNDIOS","270630701U",18.6
"38","PARIPUEIRA","270644801A",35.6
"39","PAULO JACINTO","270660401A",20.37
"40","PIRANHAS","270710701C",10.2
"41","QUEBRANGULO","270760201A",30.63
"42","SANTANA DO MUNDAÚ","270810501A",42.55
"43","SATUBA","270890701A",55.62
"44","SENADOR RUI PALMEIRA","270895601C",7.6
"45","SÃO JOSÉ DA LAJE","270830301A",28.83
"46","SÃO JOSÉ DA TAPERA","270840201C",12.8
"47","SÃO LUÍS DO QUITUNDE","270850101A",67.1
"48","SÃO MIGUEL DOS CAMPOS","270860001A",41.4
"49","SÃO MIGUEL DOS CAMPOS","270860002A",24.2
"50","TRAIPU","270920201C",7.6
"51","UNIÃO DOS PALMARES","270930101A",29.66
"52","UNIÃO DOS PALMARES","270930102A",0
"53","UNIÃO DOS PALMARES","270930103A",33.32
"54","VIÇOSA","270940001A",48
