"","municipio","codEstacao","PrecM"
"1","BARRA DE SÃO MIGUEL","270060701A",254.2
"2","BRANQUINHA","270110001A",243.38
"3","CAJUEIRO","270130801A",226.8
"4","CAPELA","270170401A",256.05
"5","COLÔNIA LEOPOLDINA","270210801A",164
"6","CORURIPE","270230602A",218.8
"7","CORURIPE","270230603A",170.6
"8","DELMIRO GOUVEIA","270240501C",53
"9","FELIZ DESERTO","270270201A",201.4
"10","JOAQUIM GOMES","270380901A",251.4
"11","LIMOEIRO DE ANADIA","270420301A",5.8
"12","MACEIÓ","270430203A",257.14
"13","MACEIÓ","270430205A",329.7
"14","MACEIÓ","270430207A",286.17
"15","MACEIÓ","270430209A",263.81
"16","MACEIÓ","270430210A",309.19
"17","MACEIÓ","270430211A",199.34
"18","MACEIÓ","270430213A",312.6
"19","MACEIÓ","270430215A",344.2
"20","MACEIÓ","270430216A",266
"21","MACEIÓ","270430218A",289.4
"22","MARECHAL DEODORO","270470801A",147.19
"23","MATRIZ DE CAMARAGIBE","270510101A",236.8
"24","PARIPUEIRA","270644801A",5.6
"25","PAULO JACINTO","270660401A",138.5
"26","PIRANHAS","270710701C",0.6
"27","QUEBRANGULO","270760201A",173.24
"28","SANTANA DO MUNDAÚ","270810501A",155.68
"29","SATUBA","270890701A",314.74
"30","SÃO LUÍS DO QUITUNDE","270850101A",50.6
"31","SÃO MIGUEL DOS CAMPOS","270860001A",265.4
"32","SÃO MIGUEL DOS CAMPOS","270860002A",223.2
"33","UNIÃO DOS PALMARES","270930101A",0
"34","UNIÃO DOS PALMARES","270930103A",195.99
"35","VIÇOSA","270940001A",194.6
