"","municipio","codEstacao","PrecM"
"1","ARAPIRACA","270030001C",37
"2","BARRA DE SÃO MIGUEL","270060701A",29.03
"3","BRANQUINHA","270110001A",0
"4","CAJUEIRO","270130801A",47.8
"5","CAMPESTRE","270135701A",70
"6","CAPELA","270170401A",124.66
"7","DELMIRO GOUVEIA","270240501C",19.2
"8","GIRAU DO PONCIANO","270290001C",32
"9","INHAPI","270330401C",7.4
"10","MACEIÓ","270430202A",57.64
"11","MACEIÓ","270430203A",56.74
"12","MACEIÓ","270430205A",60.6
"13","MACEIÓ","270430207A",49.25
"14","MACEIÓ","270430209A",33.68
"15","MACEIÓ","270430210A",70.71
"16","MACEIÓ","270430212A",44.82
"17","MACEIÓ","270430213A",71.8
"18","MACEIÓ","270430214A",35.8
"19","MACEIÓ","270430215A",59
"20","MACEIÓ","270430216A",67.2
"21","MACEIÓ","270430217A",59
"22","MACEIÓ","270430218A",62.6
"23","MAJOR ISIDORO","270440101C",18
"24","MARAVILHA","270460901C",9.2
"25","MARECHAL DEODORO","270470801A",3.97
"26","MATA GRANDE","270500201U",8.6
"27","MATRIZ DE CAMARAGIBE","270510101A",34.4
"28","MURICI","270550701A",58.62
"29","MURICI","270550702H",51.4
"30","OLHO D'ÁGUA DAS FLORES","270570501C",28.2
"31","PALMEIRA DOS ÍNDIOS","270630701U",32.4
"32","PARIPUEIRA","270644801A",35.2
"33","PAULO JACINTO","270660401A",38.78
"34","PIRANHAS","270710701C",20.8
"35","QUEBRANGULO","270760201A",30.52
"36","QUEBRANGULO","270760203H",35.2
"37","SANTANA DO MUNDAÚ","270810501A",43.54
"38","SATUBA","270890701A",65.46
"39","SENADOR RUI PALMEIRA","270895601C",0.4
"40","SÃO JOSÉ DA LAJE","270830301A",34.19
"41","SÃO JOSÉ DA TAPERA","270840201C",18.8
"42","SÃO LUÍS DO QUITUNDE","270850101A",35.62
"43","UNIÃO DOS PALMARES","270930101A",51.69
"44","UNIÃO DOS PALMARES","270930102A",75.03
"45","UNIÃO DOS PALMARES","270930103A",53.96
