"","municipio","codEstacao","PrecM"
"1","ARAPIRACA","270030001C",0.2
"2","BELO MONTE","270090401C",0.2
"3","CAMPESTRE","270135701A",20.8
"4","CANAPI","270160501C",1.2
"5","CAPELA","270170401A",69.53
"6","ESTRELA DE ALAGOAS","270255301C",2
"7","GIRAU DO PONCIANO","270290001C",1.4
"8","INHAPI","270330401C",0.2
"9","MACEIÓ","270430202A",149.12
"10","MACEIÓ","270430203A",154.28
"11","MACEIÓ","270430205A",157.67
"12","MACEIÓ","270430207A",144.4
"13","MACEIÓ","270430209A",114.06
"14","MACEIÓ","270430210A",119.71
"15","MACEIÓ","270430211A",81.99
"16","MACEIÓ","270430212A",99.66
"17","MACEIÓ","270430213A",151.2
"18","MACEIÓ","270430214A",112.2
"19","MACEIÓ","270430215A",154.8
"20","MACEIÓ","270430216A",157.8
"21","MACEIÓ","270430217A",175.4
"22","MACEIÓ","270430218A",152.6
"23","MAJOR ISIDORO","270440101C",0.6
"24","MARAGOGI","270450001A",95.94
"25","MARECHAL DEODORO","270470801A",124.81
"26","MATRIZ DE CAMARAGIBE","270510101A",21.4
"27","MURICI","270550701A",100.73
"28","OLHO D'ÁGUA DAS FLORES","270570501C",1
"29","PARIPUEIRA","270644801A",2.8
"30","PAULO JACINTO","270660401A",53.07
"31","SANTANA DO MUNDAÚ","270810501A",87.29
"32","SATUBA","270890701A",146.17
"33","SÃO JOSÉ DA LAJE","270830301A",95.73
"34","SÃO LUÍS DO QUITUNDE","270850101A",192.54
"35","UNIÃO DOS PALMARES","270930101A",89.59
"36","UNIÃO DOS PALMARES","270930102A",224.8
"37","UNIÃO DOS PALMARES","270930103A",75.03
