"","municipio","codEstacao","PrecM"
"1","ARAPIRACA","270030001C",74.4
"2","BARRA DE SÃO MIGUEL","270060701A",136.3
"3","BRANQUINHA","270110001A",23.39
"4","CAJUEIRO","270130801A",99.6
"5","CAMPESTRE","270135701A",185
"6","CANAPI","270160501C",43.2
"7","CAPELA","270170401A",173.54
"8","COLÔNIA LEOPOLDINA","270210801A",181.6
"9","CORURIPE","270230602A",95.4
"10","CORURIPE","270230603A",37
"11","CRAÍBAS","270235501C",0
"12","DELMIRO GOUVEIA","270240501C",26.8
"13","FELIZ DESERTO","270270201A",92
"14","JOAQUIM GOMES","270380901A",248.4
"15","LIMOEIRO DE ANADIA","270420301A",78.6
"16","MACEIÓ","270430202A",176.28
"17","MACEIÓ","270430203A",157.87
"18","MACEIÓ","270430205A",176.34
"19","MACEIÓ","270430207A",139.23
"20","MACEIÓ","270430209A",129.87
"21","MACEIÓ","270430210A",143.94
"22","MACEIÓ","270430211A",135.33
"23","MACEIÓ","270430212A",128.78
"24","MACEIÓ","270430213A",167.4
"25","MACEIÓ","270430215A",205
"26","MACEIÓ","270430216A",167.2
"27","MACEIÓ","270430217A",183.4
"28","MACEIÓ","270430218A",187.4
"29","MAJOR ISIDORO","270440101C",0
"30","MARAGOGI","270450001A",191.36
"31","MARAVILHA","270460901C",0
"32","MARECHAL DEODORO","270470801A",162.27
"33","MATRIZ DE CAMARAGIBE","270510101A",217.2
"34","MURICI","270550701A",160.66
"35","OURO BRANCO","270610901C",40.2
"36","PALMEIRA DOS ÍNDIOS","270630701U",71.8
"37","PARIPUEIRA","270644801A",207.2
"38","PAULO JACINTO","270660401A",85.83
"39","PIRANHAS","270710701C",30.6
"40","QUEBRANGULO","270760201A",113.54
"41","SANTANA DO MUNDAÚ","270810501A",144.32
"42","SATUBA","270890701A",199.96
"43","SÃO JOSÉ DA LAJE","270830301A",119.58
"44","SÃO JOSÉ DA TAPERA","270840201C",53.4
"45","SÃO LUÍS DO QUITUNDE","270850101A",442.7
"46","SÃO MIGUEL DOS CAMPOS","270860001A",149.8
"47","SÃO MIGUEL DOS CAMPOS","270860002A",79.2
"48","UNIÃO DOS PALMARES","270930101A",147.39
"49","UNIÃO DOS PALMARES","270930102A",133.41
"50","UNIÃO DOS PALMARES","270930103A",145.03
"51","VIÇOSA","270940001A",167
