"","municipio","codEstacao","PrecM"
"1","AFONSO BEZERRA","240030701C",176.6
"2","ALTO DO RODRIGUES","240070301A",86.99
"3","APODI","240100801A",87.31
"4","AUGUSTO SEVERO","240130501C",54.4
"5","AÇU","240020801A",98.59
"6","CAICÓ","240200601C",71.2
"7","CANGUARETAMA","240220401A",378.65
"8","CANGUARETAMA","240220402A",341.5
"9","CEARÁ-MIRIM","240260001A",56.88
"10","CEARÁ-MIRIM","240260002A",238.25
"11","GOIANINHA","240420001A",65.98
"12","IPANGUAÇU","240470501A",51.76
"13","JARDIM DE PIRANHAS","240560301A",21.8
"14","JOÃO CÂMARA","240580101C",80.4
"15","JOÃO CÂMARA","260810701A",0.2
"16","MOSSORÓ","240800302A",115.23
"17","MOSSORÓ","240800303A",92.31
"18","MOSSORÓ","240800304A",100.1
"19","MOSSORÓ","240800305A",82.1
"20","MOSSORÓ","240800307A",114.98
"21","MOSSORÓ","240800308A",142.88
"22","NATAL","240810201A",242.79
"23","NATAL","240810202A",248.14
"24","NATAL","240810203A",230.55
"25","NATAL","240810204A",225.13
"26","NATAL","240810205A",137.64
"27","NATAL","240810206A",0
"28","NATAL","240810207A",184.57
"29","NATAL","240810208A",267.75
"30","NOVA CRUZ","240830001C",136.8
"31","PATU","240930801A",68.25
"32","PAU DOS FERROS","240940701C",8.2
"33","PENDÊNCIAS","240990201A",157.55
"34","SÃO BENTO DO NORTE","241160101C",42.4
"35","SÃO PAULO DO POTENGI","241260901C",145.2
"36","TAIPU","241390401C",34.4
"37","VÁRZEA","241470401A",178.47
