"","municipio","codEstacao","PrecM"
"1","AFONSO BEZERRA","240030701C",0.8
"2","AUGUSTO SEVERO","240130501C",3.4
"3","CAICÓ","240200601A",207.21
"4","CAICÓ","240200601C",0
"5","CANGUARETAMA","240220401A",114.28
"6","CARAÚBAS","240230301C",9.6
"7","GOIANINHA","240420001A",148.76
"8","GUAMARÉ","240450701A",73.85
"9","ITAJÁ","240485301A",182.05
"10","JARDIM DO SERIDÓ","240570201C",0.2
"11","JOÃO CÂMARA","240580101A",92.13
"12","JOÃO CÂMARA","240580101C",0.2
"13","LAGOA NOVA","240650201C",0
"14","MACAU","240720301A",79.41
"15","MOSSORÓ","240800304A",3.6
"16","MOSSORÓ","240800306A",324.75
"17","NATAL","240810203A",209.63
"18","NATAL","240810204A",229.06
"19","NATAL","240810206A",186.99
"20","NOVA CRUZ","240830001C",104.4
"21","PARELHAS","240890401C",0
"22","RIACHO DE SANTANA","241080101C",67
"23","SANTA CRUZ","241120501C",118.4
"24","SÃO MIGUEL","241250001C",0
"25","SÃO PAULO DO POTENGI","241260901C",0
