"","municipio","codEstacao","PrecM"
"1","ABARÉ","290020701C",0
"2","ABAÍRA","290010801C",13.6
"3","ADUSTINA","290035501C",6.2
"4","AMARGOSA","290100701C",32.2
"5","AMÉRICA DOURADA","290115501A",0
"6","AMÉRICA DOURADA","290115501C",0.4
"7","ANAGÉ","290120501C",0
"8","ANDARAÍ","290130401C",13.8
"9","ANTAS","290160101C",6.8
"10","ANTÔNIO CARDOSO","290170001C",4.2
"11","ARACATU","290200501C",0
"12","ARACI","290210401U",0
"13","BAIXA GRANDE","290260901U",67.2
"14","BANZAÊ","290265801C",5.2
"15","BARRA","290270801C",0.6
"16","BARRA DO CHOÇA","290290601C",35.8
"17","BARRA DO MENDES","290300301C",0.8
"18","BARRA DO ROCHA","290310201A",159
"19","BARRO ALTO","290323501C",0.8
"20","BELMONTE","290340901A",100.54
"21","BIRITINGA","290360701C",56.8
"22","BOM JESUS DA LAPA","290390401C",0
"23","BONINAL","290400101C",0
"24","BONITO","290405001C",9.4
"25","BOQUIRA","290410001C",5.2
"26","BREJÕES","290430801C",1.6
"27","BROTAS DE MACAÚBAS","290450601C",16.8
"28","BRUMADO","290460501C",6.8
"29","CAATIBA","290480301C",4
"30","CABACEIRAS DO PARAGUAÇU","290485201C",59.8
"31","CACHOEIRA","290490201A",146.8
"32","CACULÉ","290500801C",0.4
"33","CAETANOS","290515601C",0
"34","CAFARNAUM","290530501C",0
"35","CALDEIRÃO GRANDE","290550301C",0
"36","CAMACAN","290560201A",36.17
"37","CAMACAN","290560202A",42.16
"38","CAMACAN","290560203A",95.24
"39","CAMAMU","290580001A",121.4
"40","CANARANA","290620401C",1.6
"41","CANDEIAS","290650101A",208.75
"42","CANDEIAS","290650102A",230.72
"43","CANDEIAS","290650104A",209.87
"44","CANDEIAS","290650105A",219.41
"45","CANDIBA","290660001C",1.2
"46","CANUDOS","290682401C",4.8
"47","CAPIM GROSSO","290687301C",13.4
"48","CARAVELAS","290690701A",162.2
"49","CARAÍBAS","290689901C",3.2
"50","CARINHANHA","290710301C",0
"51","CHORROCHÓ","290770701C",6.4
"52","COCOS","290810101C",0
"53","CORONEL JOÃO SÁ","290920801C",51.6
"54","CURAÇÁ","290990101C",0
"55","CÂNDIDO SALES","290670901C",0
"56","CÍCERO DANTAS","290780601C",10
"57","ELÍSIO MEDRADO","291030501C",0
"58","EUCLIDES DA CUNHA","291070101C",2.2
"59","FEIRA DE SANTANA","291080001U",78.8
"60","FÁTIMA","291075001C",0
"61","GANDU","291120401A",128.28
"62","GLÓRIA","291140201C",23.2
"63","GUAJERU","291165901C",0
"64","GUANAMBI","291170901C",0.6
"65","GUARATINGA","291180801A",31.8
"66","HELIÓPOLIS","291185701C",39.2
"67","IAÇU","291190701C",6.4
"68","IBIASSUCÊ","291200401C",0
"69","IBICOARA","291220201C",52.2
"70","IBIPITANGA","291250901C",4.6
"71","IBOTIRAMA","291320001C",0
"72","IGRAPIÚNA","291345701A",209
"73","ILHÉUS","291360601A",197.7
"74","ILHÉUS","291360602A",176.54
"75","INHAMBUPE","291370501C",50.4
"76","IRAJUBA","291420801C",42.2
"77","IRAQUARA","291440601C",0
"78","IRECÊ","291460401C",0.8
"79","ITABERABA","291470301C",50.2
"80","ITABUNA","291480201A",44.96
"81","ITABUNA","291480202A",47.04
"82","ITABUNA","291480203A",87.37
"83","ITACARÉ","291490101A",329.4
"84","ITAGIMIRIM","291530401A",44.45
"85","ITAMARAJU","291560101A",54
