"","municipio","codEstacao","PrecM"
"1","ALAGOINHA DO PIAUÍ","220025101C",2.4
"2","ALTO LONGÁ","220030101A",1.6
"3","ALVORADA DO GURGUÉIA","220045901C",0
"4","ASSUNÇÃO DO PIAUÍ","220105101C",0
"5","AVELINO LOPES","220110101C",0
"6","BARRAS","220120001A",16.59
"7","BATALHA","220150701A",17.4
"8","BELA VISTA DO PIAUÍ","220155601C",0
"9","BETÂNIA DO PIAUÍ","220173901C",0
"10","BOM JESUS","220190301U",0
"11","BOQUEIRÃO DO PIAUÍ","220194501A",2.4
"12","BURITI DOS LOPES","220200001A",3
"13","BURITI DOS MONTES","220202601C",0
"14","CAJUEIRO DA PRAIA","220208301A",0
"15","CAMPO MAIOR","220220801A",2.58
"16","CANTO DO BURITI","220230701C",0
"17","CASTELO DO PIAUÍ","220260401A",7.4
"18","CASTELO DO PIAUÍ","220260401C",4
"19","CAXINGÓ","220265301A",9.4
"20","COCAL","220270301A",4.8
"21","COLÔNIA DO PIAUÍ","220277801C",0
"22","CURIMATÁ","220320601C",0
"23","CURRAIS","220323001C",0
"24","DIRCEU ARCOVERDE","220335401C",0
"25","ELESBÃO VELOSO","220350301U",0
"26","ESPERANTINA","220370101A",36.34
"27","FLORES DO PIAUÍ","220380001C",0
"28","FLORESTA DO PIAUÍ","220385901C",0
"29","FLORIANO","220390901A",0.2
"30","FLORIANO","220390902A",0
"31","FRONTEIRAS","220430301C",0
"32","ILHA GRANDE","220465901A",0.4
"33","INHUMA","220470901C",0
"34","JACOBINA DO PIAUÍ","220515101C",0.2
"35","JUREMA","220553201C",0
"36","LUZILÂNDIA","220580501A",15.6
"37","MASSAPÊ DO PIAUÍ","220605001C",0
"38","MATIAS OLÍMPIO","220610001A",16.6
"39","MIGUEL ALVES","220620901A",0
"40","NAZARÉ DO PIAUÍ","220670401C",0
"41","OEIRAS","220700901C",0.6
"42","PADRE MARCOS","220720701C",0
"43","PALMEIRAIS","220750402A",0.2
"44","PARNAÍBA","220770201A",0
"45","PARNAÍBA","220770202A",0
"46","PARNAÍBA","220770203A",0
"47","PEDRO II","220790001U",0
"48","PICOS","220800701C",0
"49","PIRACURUCA","220830401C",22.6
"50","PORTO","220850202A",5.17
"51","SANTA CRUZ DO PIAUÍ","220910401C",0
"52","SANTA CRUZ DOS MILAGRES","220915301A",2.4
"53","SANTA ROSA DO PIAUÍ","220937701C",0.2
"54","SÃO FRANCISCO DE ASSIS DO PIAUÍ","220965801C",0
"55","SÃO JOSÉ DO DIVINO","221005201A",13
"56","SÃO JOSÉ DO PIAUÍ","221020101C",0
"57","SÃO JULIÃO","221030001C",3.2
"58","SÃO LOURENÇO DO PIAUÍ","221035901C",0
"59","SÃO MIGUEL DO TAPUIO","221040901C",0
"60","SÃO RAIMUNDO NONATO","221060701C",0
"61","TERESINA","221100101A",1.6
"62","TERESINA","221100102A",0.4
"63","TERESINA","221100103A",1
"64","TERESINA","221100104A",2.2
"65","UNIÃO","221110001A",5.2
"66","URUÇUÍ","221120901A",0
"67","VALENÇA DO PIAUÍ","221130801C",0
"68","WALL FERRAZ","221170401C",0
