;municipio;codEstacao;PrecM
abr/22;ABREU E LIMA;260005401A;222,19
abr/22;ABREU E LIMA;260005402A;226,7
abr/22;AFOGADOS DA INGAZEIRA;260010401A;0
abr/22;AGRESTINA;260030201A;74,29
abr/22;ALAGOINHA;260060901U;2,4
abr/22;ALIANÇA;260070801A;78,15
abr/22;ALTINHO;260080701A;42,4
abr/22;ALTINHO;260080701C;60
abr/22;ALTINHO;260080702A;73,6
abr/22;AMARAJI;260090601A;251,05
abr/22;ARAÇOIABA;260105201A;94,9
abr/22;BARRA DE GUABIRABA;260130001A;134
abr/22;BARREIROS;260140901A;202,95
abr/22;BARREIROS;260140902A;408,31
abr/22;BELÉM DE MARIA;260150802A;135,87
abr/22;BEZERROS;260190401A;37,33
abr/22;BONITO;260230801A;122,78
abr/22;BONITO;260230802A;221,72
abr/22;BUENOS AIRES;260270401A;109,37
abr/22;BUÍQUE;260280301A;57,26
abr/22;CABO DE SANTO AGOSTINHO;260290202A;165,65
abr/22;CABO DE SANTO AGOSTINHO;260290203A;237,6
abr/22;CABO DE SANTO AGOSTINHO;260290204A;224,06
abr/22;CABO DE SANTO AGOSTINHO;260290205A;180,48
abr/22;CABROBÓ;260300901A;72,42
abr/22;CACHOEIRINHA;260310801A;109,35
abr/22;CAETÉS;260320701A;60,6
abr/22;CAETÉS;260320701C;128,4
abr/22;CALÇADO;260330601A;49,36
abr/22;CAMARAGIBE;260345401A;254,49
abr/22;CAMARAGIBE;260345401G;198
abr/22;CAMARAGIBE;260345402A;214,28
abr/22;CAMARAGIBE;260345403A;91,73
abr/22;CAMARAGIBE;260345404A;229,69
abr/22;CAMARAGIBE;260345405A;221,5
abr/22;CAMARAGIBE;260345406A;222,77
abr/22;CAMUTANGA;260360301A;30,29
abr/22;CAPOEIRAS;260380101A;56,47
abr/22;CARUARU;260410601A;37,66
abr/22;CARUARU;260410602A;37,14
abr/22;CARUARU;260410605A;72,78
abr/22;CARUARU;260410606A;64,01
abr/22;CARUARU;260410607A;41,4
abr/22;CARUARU;260410608A;9,57
abr/22;CASINHAS;260415501A;45,23
abr/22;CATENDE;260420502A;174,41
abr/22;CATENDE;260420503A;167,51
abr/22;CHÃ DE ALEGRIA;260440301A;86,8
abr/22;CHÃ GRANDE;260450201A;137
abr/22;CONDADO;260460101A;124,4
abr/22;CORRENTES;260470001A;117,36
abr/22;CORTÊS;260480901A;217,59
abr/22;CUSTÓDIA;260510301A;33,5
abr/22;DORMENTES;260515201A;50,61
abr/22;ESCADA;260520201A;239,66
abr/22;FEIRA NOVA;260540001A;117,85
abr/22;FERREIROS;260550901A;53,49
abr/22;FLORES;260560801A;61,95
abr/22;FLORESTA;260570701A;109,8
abr/22;GAMELEIRA;260590501A;283,7
abr/22;GARANHUNS;260600201C;63,4
abr/22;GLÓRIA DO GOITÁ;260610102A;101,33
abr/22;GOIANA;260620001A;93,2
abr/22;GOIANA;260620002A;121,4
abr/22;GOIANA;260620003A;191,06
abr/22;IBIMIRIM;260660601A;8,93
abr/22;IBIMIRIM;260660601C;0
abr/22;IGARASSU;260680403A;244,16
abr/22;IGARASSU;260680404A;104,91
abr/22;ILHA DE ITAMARACÁ;260760401A;205,29
abr/22;IPOJUCA;260720801A;184,45
abr/22;IPOJUCA;260720801G;42,2
abr/22;IPOJUCA;260720802A;269,61
abr/22;IPOJUCA;260720804A;215,18
abr/22;IPOJUCA;260720805A;209,2
abr/22;IPUBI;260730701A;138,39
abr/22;IPUBI;260730702A;46,34
abr/22;IPUBI;260730703A;5,94
abr/22;ITACURUBA;260740601A;0
abr/22;ITAMBÉ;260765301A;91,95
abr/22;ITAMBÉ;260765302A;85,36
abr/22;ITAPETIM;260770301A;114,89
abr/22;ITAPISSUMA;260775201A;290,7
abr/22;ITAQUITINGA;260780201A;111,5
