;municipio;codEstacao;PrecM
1;ABREU E LIMA;260005401A;230,33
2;ALTINHO;260080701A;74,2
3;BARRA DE GUABIRABA;260130001A;146,89
4;BARREIROS;260140901A;205,29
5;BARREIROS;260140901H;195
6;BARREIROS;260140902A;205,48
7;BELÉM DE MARIA;260150802A;136,59
8;BEZERROS;260190401A;39,49
9;BODOCÓ;260200101C;49
10;BOM CONSELHO;260210001C;52,8
11;BREJO DA MADRE DE DEUS;260260501C;75,2
12;BREJÃO;260240701C;65,2
13;CABO DE SANTO AGOSTINHO;260290202A;255,04
14;CABO DE SANTO AGOSTINHO;260290203A;243,7
15;CABO DE SANTO AGOSTINHO;260290204A;162,92
16;CABO DE SANTO AGOSTINHO;260290205A;223,2
17;CABROBÓ;260300901A;14,82
18;CACHOEIRINHA;260310801A;68,61
19;CAETÉS;260320701C;72,8
20;CAMARAGIBE;260345401A;212,69
21;CAMARAGIBE;260345402A;261,3
22;CAMARAGIBE;260345404A;259,86
23;CAMARAGIBE;260345406A;228,89
24;CARUARU;260410601A;37,35
25;CARUARU;260410602A;28,71
26;CARUARU;260410603A;36,18
27;CARUARU;260410605A;0,99
28;CARUARU;260410606A;4,39
29;CARUARU;260410607A;35,8
30;CATENDE;260420501A;184,21
31;CATENDE;260420502A;141,49
32;CATENDE;260420503A;0
33;CEDRO;260430401C;4,8
34;CHÃ GRANDE;260450201A;265,4
35;CORRENTES;260470001A;113,73
36;CORRENTES;260470001C;78,4
37;CORTÊS;260480901A;203,07
38;DORMENTES;260515201C;12,6
39;ESCADA;260520201A;195,47
40;ESCADA;260520202H;245,4
41;EXU;260530101C;9,2
42;FLORESTA;260570701A;65
43;FREI MIGUELINHO;260580601C;57
44;GAMELEIRA;260590501A;229,45
45;GARANHUNS;260600201C;61
46;GOIANA;260620001A;223
47;GOIANA;260620002A;271,8
48;GOIANA;260620003H;280,8
49;GRANITO;260630901C;7,4
50;GRAVATÁ;260640801C;49,4
51;IBIMIRIM;260660601A;26,71
52;IBIMIRIM;260660601C;36,8
53;IGARASSU;260680403A;213,23
54;IGARASSU;260680404A;247,56
55;IGARASSU;260680405A;221,2
56;INAJÁ;260700001C;9,6
57;IPOJUCA;260720801A;273,25
58;IPOJUCA;260720802A;237,87
59;IPOJUCA;260720803A;172,18
60;IPOJUCA;260720804A;245,5
61;IPUBI;260730702A;27,13
62;JABOATÃO DOS GUARARAPES;260790101A;0
63;JABOATÃO DOS GUARARAPES;260790102A;207,5
64;JABOATÃO DOS GUARARAPES;260790103A;168,91
65;JABOATÃO DOS GUARARAPES;260790104A;92,64
66;JABOATÃO DOS GUARARAPES;260790106A;256,93
67;JABOATÃO DOS GUARARAPES;260790107A;229,56
68;JABOATÃO DOS GUARARAPES;260790108A;198,94
69;JABOATÃO DOS GUARARAPES;260790109A;229,09
70;JABOATÃO DOS GUARARAPES;260790110A;265
71;JAQUEIRA;260795001A;202,07
72;JAQUEIRA;260795004H;225,6
73;JATAÚBA;260800801C;58,6
74;JATOBÁ;260805701C;65,8
75;JOAQUIM NABUCO;260820601A;163
76;JUREMA;260840401A;73
77;JUREMA;260840401C;62,8
78;LAJEDO;260880001A;71,6
79;LAJEDO;260880001C;40,6
80;MARAIAL;260920401A;160,39
81;MARAIAL;260920402A;206,7
82;MIRANDIBA;260930301C;168,8
83;MORENO;260940201A;174,58
84;MORENO;260940202A;168,02
85;NAZARÉ DA MATA;260950101A;146,39
86;NAZARÉ DA MATA;260950102A;168,64
87;NAZARÉ DA MATA;260950103A;197,33
88;OLINDA;260960001A;161,84
89;OLINDA;260960002A;249,07
90;OLINDA;260960003A;205,04
91;OLINDA;260960004A;87,1
92;OLINDA;260960005A;211,41
93;OROBÓ;260970901C;124
94;OROCÓ;260980801C;13,2
95;OURICURI;260990701C;40,6
96;PALMARES;261000402A;183,54
97;PARNAMIRIM;261040001C;20,8
98;PAULISTA;261070702A;161,02
99;PAULISTA;261070703A;187,21
100;PAULISTA;261070704A;161,24
101;PAULISTA;261070705A;248,2
102;PAULISTA;261070706A;205,79
103;PEDRA;261080601C;27,8
104;PESQUEIRA;261090501C;5
105;PETROLINA;261110101A;5,2
106;PETROLINA;261110101C;7,2
107;PETROLINA;261110102A;7
108;PETROLINA;261110103A;7,6
109;PETROLINA;261110103C;19,2
110;PETROLINA;261110104A;8
111;POMBOS;261130901A;180,2
112;POÇÃO;261120001A;43,4
113;PRIMAVERA;261140801A;127,03
114;QUIPAPÁ;261150701A;105,08
115;QUIPAPÁ;261150702A;109,61
116;QUIPAPÁ;261150703A;122,86
117;RECIFE;261160601A;268,18
118;RECIFE;261160603A;295,32
119;RECIFE;261160604A;238,78
