;municipio;codEstacao;PrecM
1;ABREU E LIMA;260005401A;0
2;ALTINHO;260080701A;44,4
3;BARRA DE GUABIRABA;260130001A;183,17
4;BARREIROS;260140901A;15,37
5;BARREIROS;260140901H;248
6;BARREIROS;260140902A;190,79
7;BELÉM DE MARIA;260150802A;151,18
8;BEZERROS;260190401A;48,28
9;BEZERROS;260190401C;50
10;BODOCÓ;260200101C;4,6
11;BOM CONSELHO;260210001C;29,2
12;BREJO DA MADRE DE DEUS;260260501C;15,8
13;BREJÃO;260240701C;24,6
14;CABO DE SANTO AGOSTINHO;260290203A;264,5
15;CABO DE SANTO AGOSTINHO;260290204A;189,54
16;CABO DE SANTO AGOSTINHO;260290205A;237,79
17;CABROBÓ;260300901A;1,78
18;CACHOEIRINHA;260310801A;32,27
19;CAETÉS;260320701C;3,6
20;CAMARAGIBE;260345401A;116,54
21;CAMARAGIBE;260345402A;323,72
22;CAMARAGIBE;260345403A;389,57
23;CAMARAGIBE;260345404A;345,15
24;CAMARAGIBE;260345405A;307,39
25;CAMARAGIBE;260345406A;302,76
26;CANHOTINHO;260370201C;13,4
27;CARUARU;260410601A;45,95
28;CARUARU;260410602A;46,6
29;CARUARU;260410603A;29,11
30;CARUARU;260410604A;35,99
31;CARUARU;260410605A;45,29
32;CARUARU;260410606A;104,19
33;CARUARU;260410607A;40,2
34;CATENDE;260420501A;169,46
35;CATENDE;260420502A;168,16
36;CEDRO;260430401C;0,6
37;CHÃ GRANDE;260450201A;172,6
38;CORRENTES;260470001A;64,4
39;CORRENTES;260470001C;96,8
40;DORMENTES;260515201C;0,2
41;ESCADA;260520201A;0,6
42;ESCADA;260520202H;254,8
43;EXU;260530101C;24
44;FLORESTA;260570701A;0
45;FREI MIGUELINHO;260580601C;62,2
46;GAMELEIRA;260590501A;244,65
47;GARANHUNS;260600201C;16,4
48;GOIANA;260620001A;241,2
49;GOIANA;260620002A;277,4
50;GOIANA;260620003H;280,4
51;GRANITO;260630901C;17
52;GRAVATÁ;260640801C;65,6
53;IBIMIRIM;260660601A;1,39
54;IBIMIRIM;260660601C;6
55;IGARASSU;260680402A;1,4
56;IGARASSU;260680403A;276,91
57;IGARASSU;260680404A;323,65
58;IGARASSU;260680405A;310,07
59;IGUARACI;260690301C;2
60;INAJÁ;260700001C;2,2
61;IPOJUCA;260720801A;240,62
62;IPOJUCA;260720802A;12,48
63;IPOJUCA;260720803A;139,06
64;IPOJUCA;260720804A;281,43
65;IPUBI;260730701A;23,44
66;IPUBI;260730701C;29,4
67;IPUBI;260730702A;22,29
68;ITACURUBA;260740601C;8,8
69;JABOATÃO DOS GUARARAPES;260790101A;213,13
70;JABOATÃO DOS GUARARAPES;260790102A;1,58
71;JABOATÃO DOS GUARARAPES;260790103A;222,32
72;JABOATÃO DOS GUARARAPES;260790104A;213,86
73;JABOATÃO DOS GUARARAPES;260790106A;203,93
74;JABOATÃO DOS GUARARAPES;260790107A;226,65
75;JABOATÃO DOS GUARARAPES;260790108A;262,34
76;JABOATÃO DOS GUARARAPES;260790109A;228,47
77;JABOATÃO DOS GUARARAPES;260790110A;202,6
78;JAQUEIRA;260795004H;122,6
79;JATAÚBA;260800801C;2,6
80;JATOBÁ;260805701C;11,4
81;JOAQUIM NABUCO;260820601A;190,27
82;JUREMA;260840401A;46,8
83;JUREMA;260840401C;50,8
84;LAGOA GRANDE;260875001A;0
85;LAJEDO;260880001A;52,8
86;LAJEDO;260880001C;57
87;MANARI;260915401C;12,8
88;MARAIAL;260920401A;110,89
89;MARAIAL;260920402A;165,12
90;MIRANDIBA;260930301C;6,6
91;MORENO;260940201A;132,96
92;MORENO;260940202A;219,12
93;NAZARÉ DA MATA;260950101A;173,02
94;NAZARÉ DA MATA;260950102A;189,5
95;NAZARÉ DA MATA;260950103A;219,21
96;OLINDA;260960001A;296,59
97;OLINDA;260960002A;315,71
98;OLINDA;260960003A;261,72
99;OLINDA;260960004A;258,42
100;OLINDA;260960005A;272,72
101;OROBÓ;260970901C;96
102;OROCÓ;260980801A;0,99
103;OROCÓ;260980801C;2,4
104;OURICURI;260990701C;1,2
105;PALMARES;261000401A;211,57
106;PALMARES;261000402A;152,05
107;PALMEIRINA;261010301U;15,4
108;PARNAMIRIM;261040001C;1,6
109;PAULISTA;261070702A;284,21
110;PAULISTA;261070703A;25,22
111;PAULISTA;261070704A;227,41
112;PAULISTA;261070705A;237,27
113;PAULISTA;261070706A;269,2
114;PEDRA;261080601C;16,2
115;PESQUEIRA;261090501C;8,8
116;PETROLINA;261110101C;4,8
117;PETROLINA;261110102A;3,4
118;PETROLINA;261110103C;0,2
119;PETROLINA;261110104A;1,4
120;PETROLÂNDIA;261100201U;4,6
121;POMBOS;261130901A;84,6
122;POÇÃO;261120001A;12,4
123;PRIMAVERA;261140801A;7,99
124;QUIPAPÁ;261150701A;86,55
125;QUIPAPÁ;261150702A;81,84
126;QUIPAPÁ;261150703A;102,29
127;RECIFE;261160601A;327,09
128;RECIFE;261160603A;324,79
129;RECIFE;261160604A;191,42
130;RECIFE;261160606A;17,77
131;RECIFE;261160607A;303,61
132;RECIFE;261160608A;317,45
133;RECIFE;261160609A;44,51
134;RECIFE;261160610A;299,04
135;RECIFE;261160612A;341,05
136;RECIFE;261160613A;297,91
137;RECIFE;261160614A;271,21
138;RECIFE;261160615A;196,11
139;RECIFE;261160616A;343,31
140;RECIFE;261160617A;214,85
141;RECIFE;261160618A;268,16
142;RECIFE;261160619A;245,72
143;RECIFE;261160620A;248
144;RECIFE;261160621A;213,6
145;RECIFE;261160622A;208,4
146;RIBEIRÃO;261180401A;267,88
147;RIO FORMOSO;261190301A;231,12
148;RIO FORMOSO;261190302A;173
149;SAIRÉ;261200001A;119,2
150;SALGADINHO;261210901C;80,2
151;SALGUEIRO;261220801C;7,2
152;SANHARÓ;261240601A;14
153;SANHARÓ;261240601C;11,4
154;SANTA FILOMENA;261255401C;0,4
155;SERRA TALHADA;261390901C;7
156;SERRITA;261400601U;0,8
157;SERTÂNIA;261410501C;34,6
158;SIRINHAÉM;261420401A;6,33
159;SÃO BENEDITO DO SUL;261290101A;101,93
160;SÃO BENTO DO UNA;261300801C;29,2
161;SÃO JOAQUIM DO MONTE;261330501A;83,28
162;SÃO JOAQUIM DO MONTE;261330501U;3,4
163;SÃO JOSÉ DO BELMONTE;261350301C;2,2
164;SÃO JOSÉ DO EGITO;261360201C;73
165;SÃO LOURENÇO DA MATA;261370101A;286,17
166;SÃO LOURENÇO DA MATA;261370102A;223,45
167;SÃO LOURENÇO DA MATA;261370103A;303,76
168;SÃO LOURENÇO DA MATA;261370104A;312,6
169;TABIRA;261460001C;11,6
170;TACAIMBÓ;261470901A;24,8
171;TACARATU;261480801C;51,8
172;TAQUARITINGA DO NORTE;261500301C;23
173;TUPANATINGA;261580501C;16,2
174;TUPARETAMA;261590401C;82,4
175;VENTUROSA;261600101C;3,8
176;VERTENTE DO LÉRIO;261618301C;62,2
177;VICÊNCIA;261630801A;1,19
178;VITÓRIA DE SANTO ANTÃO;261640702A;75,03
179;VITÓRIA DE SANTO ANTÃO;261640703A;0
180;VITÓRIA DE SANTO ANTÃO;261640704A;85,31
181;XEXÉU;261650601A;118,74
182;ÁGUA PRETA;260040101A;8,69
183;ÁGUAS BELAS;260050001A;29,62
184;ÁGUAS BELAS;260050002A;0
