;municipio;codEstacao;PrecM
1;ABREU E LIMA;260005402A;288,69
2;AGRESTINA;260030201A;176,57
3;ALIANÇA;260070801A;58,91
4;ALTINHO;260080701A;240,2
5;ALTINHO;260080701C;168,8
6;ALTINHO;260080702A;269,57
7;AMARAJI;260090601A;223,14
8;ANGELIM;260100301A;142,26
9;ARARIPINA;260110201A;0
10;ARAÇOIABA;260105201A;132,15
11;BARRA DE GUABIRABA;260130001A;150,09
12;BARREIROS;260140901A;49,57
13;BARREIROS;260140902A;307,16
14;BELO JARDIM;260170601C;101
15;BEZERROS;260190401A;144,24
16;BEZERROS;260190401C;26,8
17;BOM CONSELHO;260210001C;95
18;BOM JARDIM;260220901A;100,92
19;BONITO;260230801A;141,95
20;BONITO;260230802A;213,01
21;BREJO DA MADRE DE DEUS;260260501C;1,4
22;BREJÃO;260240701C;1,6
23;BUENOS AIRES;260270401A;40,9
24;CABO DE SANTO AGOSTINHO;260290201G;220
25;CABO DE SANTO AGOSTINHO;260290202A;193,75
26;CABO DE SANTO AGOSTINHO;260290203A;200,71
27;CABO DE SANTO AGOSTINHO;260290205A;283,27
28;CABROBÓ;260300901C;0
29;CACHOEIRINHA;260310802A;188,37
30;CAETÉS;260320701A;17,04
31;CAETÉS;260320701C;0
32;CAMARAGIBE;260345404A;311,14
33;CAMARAGIBE;260345405A;258,87
34;CAMARAGIBE;260345406A;305,09
35;CAMOCIM DE SÃO FÉLIX;260350401A;145,75
36;CANHOTINHO;260370201C;0
37;CARUARU;260410601A;106,35
38;CARUARU;260410602A;141,44
39;CARUARU;260410603A;155,61
40;CARUARU;260410605A;26,21
41;CARUARU;260410606A;189,72
42;CARUARU;260410607A;128,6
43;CARUARU;260410608A;147,17
44;CASINHAS;260415501A;54,75
45;CATENDE;260420502A;171,05
46;CATENDE;260420503A;209,73
47;CATENDE;260420504A;190,49
48;CHÃ DE ALEGRIA;260440301A;121,75
49;CHÃ GRANDE;260450201A;143,2
50;CONDADO;260460101A;92,01
51;CORRENTES;260470001A;114,94
52;CORRENTES;260470001C;0
53;CORTÊS;260480901A;198,78
54;CUMARU;260490801A;111,64
55;DORMENTES;260515201A;91,13
56;DORMENTES;260515201C;15,8
57;ESCADA;260520202A;182,77
58;FEIRA NOVA;260540001A;84,11
59;FERREIROS;260550901A;64,85
60;FLORESTA;260570701A;24
61;GAMELEIRA;260590501A;184,12
62;GAMELEIRA;260590502A;10,2
63;GLÓRIA DO GOITÁ;260610102A;73,51
64;GOIANA;260620001A;184,4
65;GOIANA;260620002A;202
66;GOIANA;260620003A;223,41
67;GRANITO;260630901C;2,8
68;IBIMIRIM;260660601C;5,8
69;IGARASSU;260680403A;160,2
70;IGARASSU;260680404A;2,37
71;IGARASSU;260680405A;194,68
72;IGARASSU;260680406A;305,82
73;ILHA DE ITAMARACÁ;260760401A;177,07
74;IPOJUCA;260720801G;213,2
75;ITACURUBA;260740601C;28,8
76;ITAMBÉ;260765302A;255,1
77;ITAPETIM;260770301A;153,75
78;ITAQUITINGA;260780201A;138,49
79;ITAÍBA;260750501U;90
80;JABOATÃO DOS GUARARAPES;260790101G;202
81;JABOATÃO DOS GUARARAPES;260790102G;280,8
82;JABOATÃO DOS GUARARAPES;260790103A;149,51
83;JABOATÃO DOS GUARARAPES;260790103G;226,6
84;JABOATÃO DOS GUARARAPES;260790105G;227,6
85;JABOATÃO DOS GUARARAPES;260790107A;207,25
86;JABOATÃO DOS GUARARAPES;260790110A;0
87;JAQUEIRA;260795001A;190,09
88;JAQUEIRA;260795002A;182,21
89;JAQUEIRA;260795004H;2,8
