;municipio;codEstacao;PrecM
1;Abreu e Lima;260005401A;173.294.926.503
2;Barreiros;260140901A;47.402.483.475
3;Camaragibe;260345401A;204.202.490.449
4;Jaboatão dos Guararapes;260790101A;231.794.950.811
5;Jaboatão dos Guararapes;260790102A;265.599.433.785
6;Jaboatão dos Guararapes;260790103A;245.033.779.587
7;Jaboatão dos Guararapes;260790104A;212.306.053.844
8;Olinda;260960001A;12.460.629.583
9;Paulista;261070701A;202.554.724.462
10;Recife;261160603A;17.022.903.677
11;Recife;261160604A;262.467.494.027
12;Recife;261160605A;119.178.542.694
13;Recife;261160606A;177.179.273.859
14;Recife;261160607A;219.942.771.693
15;Recife;261160608A;32.467.648.974
16;Recife;261160609A;21.315.560.764
17;Recife;261160610A;19.052.045.165
