;municipio;codEstacao;PrecM
1;ABREU E LIMA;260005401A;56,74
2;ABREU E LIMA;260005402A;473,95
3;AFOGADOS DA INGAZEIRA;260010401A;155,99
4;AFRÂNIO;260020301U;0
5;ALIANÇA;260070801A;313,54
6;ALTINHO;260080701A;156,2
7;ALTINHO;260080702A;173,9
8;AMARAJI;260090601A;437,31
9;ANGELIM;260100301A;158,96
10;ARAÇOIABA;260105201A;450,95
11;ARCOVERDE;260120101C;126,4
12;BARRA DE GUABIRABA;260130001A;236,51
13;BARREIROS;260140901A;552,96
14;BARREIROS;260140902A;523,49
15;BARREIROS;260140903A;596,27
16;BELO JARDIM;260170601C;108,4
17;BELÉM DE MARIA;260150802A;268,28
18;BETÂNIA;260180501A;112,56
19;BEZERROS;260190401A;180,43
20;BEZERROS;260190401C;104
21;BODOCÓ;260200101C;208,4
22;BOM CONSELHO;260210001C;85
23;BOM JARDIM;260220901A;104,8
24;BONITO;260230801A;294,66
25;BREJINHO;260250601A;185,3
26;BREJO DA MADRE DE DEUS;260260501C;153
27;BREJÃO;260240701C;149,4
28;BUENOS AIRES;260270401A;217,79
29;BUÍQUE;260280301A;88,59
30;CABO DE SANTO AGOSTINHO;260290202A;102,11
31;CABO DE SANTO AGOSTINHO;260290203A;595
32;CABO DE SANTO AGOSTINHO;260290204A;585,98
33;CABO DE SANTO AGOSTINHO;260290205A;592,15
34;CABROBÓ;260300901A;63,99
35;CABROBÓ;260300901C;68
36;CABROBÓ;260300902A;66,76
37;CACHOEIRINHA;260310801A;153,05
38;CACHOEIRINHA;260310802A;187,55
39;CAETÉS;260320701A;137,37
40;CAETÉS;260320701C;128,6
41;CALUMBI;260340501A;90,86
42;CALÇADO;260330601A;119,56
43;CAMARAGIBE;260345401A;449,03
44;CAMARAGIBE;260345402A;467,19
45;CAMARAGIBE;260345403A;579,58
46;CAMARAGIBE;260345404A;553,99
47;CAMARAGIBE;260345405A;525,69
48;CAMARAGIBE;260345406A;447,1
49;CAMOCIM DE SÃO FÉLIX;260350401A;243,53
50;CAMUTANGA;260360301A;177,82
51;CANHOTINHO;260370201C;163,4
52;CAPOEIRAS;260380101A;116,45
53;CARNAÍBA;260390001C;25
54;CARUARU;260410601A;188,02
55;CARUARU;260410602A;189,85
56;CARUARU;260410603A;133,07
57;CARUARU;260410605A;186,78
58;CARUARU;260410606A;219,25
59;CARUARU;260410607A;177
60;CARUARU;260410608A;177,63
61;CASINHAS;260415501A;207,87
62;CATENDE;260420501A;326,26
63;CATENDE;260420502A;370,79
64;CATENDE;260420503A;404,76
65;CATENDE;260420504A;342,63
66;CHÃ DE ALEGRIA;260440301A;316,2
67;CHÃ GRANDE;260450201A;248,6
68;CONDADO;260460101A;275,35
69;CORRENTES;260470001A;160,14
70;CORRENTES;260470001C;113,6
71;CORTÊS;260480901A;70,76
72;CORTÊS;260480902A;377,24
73;CUMARU;260490801A;56,28
74;CUSTÓDIA;260510301A;149,48
75;CUSTÓDIA;260510301C;109,8
76;DORMENTES;260515201A;108,26
77;DORMENTES;260515201C;65,2
78;ESCADA;260520201A;144,39
79;ESCADA;260520202H;89,4
80;EXU;260530101C;13,6
81;FEIRA NOVA;260540001A;177,45
82;FERREIROS;260550901A;209,93
83;FLORES;260560801A;116,11
84;FLORES;260560801C;15,6
85;FLORESTA;260570701A;126,8
86;FLORESTA;260570702A;51,89
87;FREI MIGUELINHO;260580601C;155
88;GAMELEIRA;260590501A;322,25
89;GAMELEIRA;260590502A;344,98
90;GARANHUNS;260600201C;105,8
91;GLÓRIA DO GOITÁ;260610101A;138,21
92;GLÓRIA DO GOITÁ;260610102A;226,16
93;GOIANA;260620001A;324
94;GOIANA;260620002A;366,6
95;GOIANA;260620003A;402,5
96;GRANITO;260630901C;3,4
97;GRAVATÁ;260640801C;129
98;IATI;260650701C;44,2
99;IBIMIRIM;260660601A;160,73
100;IBIMIRIM;260660601C;45,8
101;IGARASSU;260680403A;496,23
102;IGARASSU;260680404A;485,04
103;IGARASSU;260680405A;482,25
104;IGARASSU;260680406A;504,55
105;IGUARACI;260690301A;87,18
106;IGUARACI;260690301C;74
107;ILHA DE ITAMARACÁ;260760401A;594,26
108;INGAZEIRA;260710901U;55,6
109;IPOJUCA;260720801A;559,17
110;IPOJUCA;260720802A;491,73
111;IPOJUCA;260720803A;569,06
112;IPOJUCA;260720804A;593,67
113;IPOJUCA;260720805A;505,22
114;IPUBI;260730701A;168,39
115;IPUBI;260730702A;109,9
116;IPUBI;260730703A;192,96
117;ITACURUBA;260740601A;65,31
118;ITACURUBA;260740601C;62,2
119;ITAMBÉ;260765301A;218,51
120;ITAMBÉ;260765302A;307,56
121;ITAPETIM;260770301A;303,42
122;ITAPISSUMA;260775201A;515,69
123;ITAQUITINGA;260780201A;353,27
124;ITAÍBA;260750501A;92,54
125;JABOATÃO DOS GUARARAPES;260790101A;76,49
126;JABOATÃO DOS GUARARAPES;260790102A;497,72
127;JABOATÃO DOS GUARARAPES;260790103A;659,84
128;JABOATÃO DOS GUARARAPES;260790104A;60
129;JABOATÃO DOS GUARARAPES;260790106A;48,12
130;JABOATÃO DOS GUARARAPES;260790107A;504,2
131;JABOATÃO DOS GUARARAPES;260790108A;567,9
132;JABOATÃO DOS GUARARAPES;260790109A;653,96
133;JABOATÃO DOS GUARARAPES;260790110A;563,2
